id,year,flow-name,value
IT,1961,out-oda-net-excl-debt-relief,755347888.4
JP,1961,out-oda-net-excl-debt-relief,1676155552
KR,1961,out-oda-net-excl-debt-relief,
LU,1961,out-oda-net-excl-debt-relief,0
NL,1961,out-oda-net-excl-debt-relief,769684721.2
NZ,1961,out-oda-net-excl-debt-relief,104506142.3
NO,1961,out-oda-net-excl-debt-relief,117905737.5
PL,1961,out-oda-net-excl-debt-relief,
PT,1961,out-oda-net-excl-debt-relief,0
SK,1961,out-oda-net-excl-debt-relief,
SI,1961,out-oda-net-excl-debt-relief,
ES,1961,out-oda-net-excl-debt-relief,0
SE,1961,out-oda-net-excl-debt-relief,75097767.91
CH,1961,out-oda-net-excl-debt-relief,164661341.6
GB,1961,out-oda-net-excl-debt-relief,4131146539
US,1961,out-oda-net-excl-debt-relief,17967330345
AU,1962,out-debt-relief,0
AT,1962,out-debt-relief,0
BE,1962,out-debt-relief,0
CA,1962,out-debt-relief,0
CZ,1962,out-debt-relief,
DK,1962,out-debt-relief,0
FI,1962,out-debt-relief,0
FR,1962,out-debt-relief,35507353.93
DE,1962,out-debt-relief,0
GR,1962,out-debt-relief,0
IS,1962,out-debt-relief,0
IE,1962,out-debt-relief,0
IT,1962,out-debt-relief,0
JP,1962,out-debt-relief,0
KR,1962,out-debt-relief,
LU,1962,out-debt-relief,0
NL,1962,out-debt-relief,0
NZ,1962,out-debt-relief,0
NO,1962,out-debt-relief,0
PL,1962,out-debt-relief,
PT,1962,out-debt-relief,0
SK,1962,out-debt-relief,
SI,1962,out-debt-relief,
ES,1962,out-debt-relief,0
SE,1962,out-debt-relief,0
CH,1962,out-debt-relief,0
GB,1962,out-debt-relief,0
US,1962,out-debt-relief,0
AU,1962,out-oda-net-excl-debt-relief,944522244.5
AT,1962,out-oda-net-excl-debt-relief,28492576.69
BE,1962,out-oda-net-excl-debt-relief,702130352
CA,1962,out-oda-net-excl-debt-relief,364110946.3
CZ,1962,out-oda-net-excl-debt-relief,
DK,1962,out-oda-net-excl-debt-relief,100953961.1
FI,1962,out-oda-net-excl-debt-relief,20972796.47
FR,1962,out-oda-net-excl-debt-relief,8354880379
DE,1962,out-oda-net-excl-debt-relief,4166152454
GR,1962,out-oda-net-excl-debt-relief,0
IS,1962,out-oda-net-excl-debt-relief,0
IE,1962,out-oda-net-excl-debt-relief,0
IT,1962,out-oda-net-excl-debt-relief,959145433.7
JP,1962,out-oda-net-excl-debt-relief,1268198387
KR,1962,out-oda-net-excl-debt-relief,
LU,1962,out-oda-net-excl-debt-relief,0
NL,1962,out-oda-net-excl-debt-relief,858270832.5
NZ,1962,out-oda-net-excl-debt-relief,82328360.19
NO,1962,out-oda-net-excl-debt-relief,120735673.9
PL,1962,out-oda-net-excl-debt-relief,
PT,1962,out-oda-net-excl-debt-relief,0
SK,1962,out-oda-net-excl-debt-relief,
SI,1962,out-oda-net-excl-debt-relief,
ES,1962,out-oda-net-excl-debt-relief,0
SE,1962,out-oda-net-excl-debt-relief,158641588.9
CH,1962,out-oda-net-excl-debt-relief,96617614.5
GB,1962,out-oda-net-excl-debt-relief,3680787748
US,1962,out-oda-net-excl-debt-relief,19454715502
AU,1963,out-debt-relief,0
AT,1963,out-debt-relief,0
BE,1963,out-debt-relief,0
CA,1963,out-debt-relief,0
CZ,1963,out-debt-relief,
DK,1963,out-debt-relief,0
FI,1963,out-debt-relief,0
FR,1963,out-debt-relief,134636343.9
DE,1963,out-debt-relief,0
GR,1963,out-debt-relief,0
IS,1963,out-debt-relief,0
IE,1963,out-debt-relief,0
IT,1963,out-debt-relief,0
JP,1963,out-debt-relief,0
KR,1963,out-debt-relief,
LU,1963,out-debt-relief,0
NL,1963,out-debt-relief,0
NZ,1963,out-debt-relief,0
NO,1963,out-debt-relief,0
PL,1963,out-debt-relief,
PT,1963,out-debt-relief,0
SK,1963,out-debt-relief,
SI,1963,out-debt-relief,
ES,1963,out-debt-relief,0
SE,1963,out-debt-relief,0
CH,1963,out-debt-relief,0
GB,1963,out-debt-relief,0
US,1963,out-debt-relief,0
AU,1963,out-oda-net-excl-debt-relief,1189638853
AT,1963,out-oda-net-excl-debt-relief,50271393.71
BE,1963,out-oda-net-excl-debt-relief,779700778.8
CA,1963,out-oda-net-excl-debt-relief,557569336
CZ,1963,out-oda-net-excl-debt-relief,
DK,1963,out-oda-net-excl-debt-relief,110756224.4
FI,1963,out-oda-net-excl-debt-relief,25543946.95
FR,1963,out-oda-net-excl-debt-relief,6764634802
DE,1963,out-oda-net-excl-debt-relief,3868891822
GR,1963,out-oda-net-excl-debt-relief,0
IS,1963,out-oda-net-excl-debt-relief,0
IE,1963,out-oda-net-excl-debt-relief,0
IT,1963,out-oda-net-excl-debt-relief,777154531
JP,1963,out-oda-net-excl-debt-relief,1948342033
KR,1963,out-oda-net-excl-debt-relief,
LU,1963,out-oda-net-excl-debt-relief,0
NL,1963,out-oda-net-excl-debt-relief,476343316.5
NZ,1963,out-oda-net-excl-debt-relief,85533985.5
NO,1963,out-oda-net-excl-debt-relief,158623977.1
PL,1963,out-oda-net-excl-debt-relief,
PT,1963,out-oda-net-excl-debt-relief,0
SK,1963,out-oda-net-excl-debt-relief,
SI,1963,out-oda-net-excl-debt-relief,
ES,1963,out-oda-net-excl-debt-relief,0
SE,1963,out-oda-net-excl-debt-relief,192321565.7
CH,1963,out-oda-net-excl-debt-relief,116525648.7
GB,1963,out-oda-net-excl-debt-relief,3590403635
US,1963,out-oda-net-excl-debt-relief,20764277115
AU,1964,out-debt-relief,0
AT,1964,out-debt-relief,0
BE,1964,out-debt-relief,0
CA,1964,out-debt-relief,0
CZ,1964,out-debt-relief,
DK,1964,out-debt-relief,0
FI,1964,out-debt-relief,0
FR,1964,out-debt-relief,144489750.2
DE,1964,out-debt-relief,0
GR,1964,out-debt-relief,0
IS,1964,out-debt-relief,0
IE,1964,out-debt-relief,0
IT,1964,out-debt-relief,0
JP,1964,out-debt-relief,0
KR,1964,out-debt-relief,
LU,1964,out-debt-relief,0
NL,1964,out-debt-relief,0
NZ,1964,out-debt-relief,0
NO,1964,out-debt-relief,0
PL,1964,out-debt-relief,
PT,1964,out-debt-relief,0
SK,1964,out-debt-relief,
SI,1964,out-debt-relief,
ES,1964,out-debt-relief,0
SE,1964,out-debt-relief,0
CH,1964,out-debt-relief,0
GB,1964,out-debt-relief,0
US,1964,out-debt-relief,2284689.831
AU,1964,out-oda-net-excl-debt-relief,1207852150
AT,1964,out-oda-net-excl-debt-relief,76547610
BE,1964,out-oda-net-excl-debt-relief,664931007.1
CA,1964,out-oda-net-excl-debt-relief,653931319.2
CZ,1964,out-oda-net-excl-debt-relief,
DK,1964,out-oda-net-excl-debt-relief,123126991.6
FI,1964,out-oda-net-excl-debt-relief,22123773.32
FR,1964,out-oda-net-excl-debt-relief,6540784613
DE,1964,out-oda-net-excl-debt-relief,4417479009
GR,1964,out-oda-net-excl-debt-relief,0
IS,1964,out-oda-net-excl-debt-relief,0
IE,1964,out-oda-net-excl-debt-relief,0
IT,1964,out-oda-net-excl-debt-relief,496441525.9
JP,1964,out-oda-net-excl-debt-relief,1551940556
KR,1964,out-oda-net-excl-debt-relief,
LU,1964,out-oda-net-excl-debt-relief,0
NL,1964,out-oda-net-excl-debt-relief,570543996.3
NZ,1964,out-oda-net-excl-debt-relief,92779615.07
NO,1964,out-oda-net-excl-debt-relief,147049903.2
PL,1964,out-oda-net-excl-debt-relief,
PT,1964,out-oda-net-excl-debt-relief,0
SK,1964,out-oda-net-excl-debt-relief,
SI,1964,out-oda-net-excl-debt-relief,
ES,1964,out-oda-net-excl-debt-relief,0
SE,1964,out-oda-net-excl-debt-relief,261952082.9
CH,1964,out-oda-net-excl-debt-relief,164098173.5
GB,1964,out-oda-net-excl-debt-relief,4152751903
US,1964,out-oda-net-excl-debt-relief,20570204892
AU,1965,out-debt-relief,0
AT,1965,out-debt-relief,0
BE,1965,out-debt-relief,0
CA,1965,out-debt-relief,0
CZ,1965,out-debt-relief,
DK,1965,out-debt-relief,0
FI,1965,out-debt-relief,0
FR,1965,out-debt-relief,115171999.2
DE,1965,out-debt-relief,0
GR,1965,out-debt-relief,0
IS,1965,out-debt-relief,0
IE,1965,out-debt-relief,0
IT,1965,out-debt-relief,0
JP,1965,out-debt-relief,0
KR,1965,out-debt-relief,
LU,1965,out-debt-relief,0
NL,1965,out-debt-relief,0
NZ,1965,out-debt-relief,0
NO,1965,out-debt-relief,0
PL,1965,out-debt-relief,
PT,1965,out-debt-relief,0
SK,1965,out-debt-relief,
SI,1965,out-debt-relief,
ES,1965,out-debt-relief,0
SE,1965,out-debt-relief,0
CH,1965,out-debt-relief,0
GB,1965,out-debt-relief,0
US,1965,out-debt-relief,158737441.7
AU,1965,out-oda-net-excl-debt-relief,1394510503
AT,1965,out-oda-net-excl-debt-relief,119548576.7
BE,1965,out-oda-net-excl-debt-relief,898381692.5
CA,1965,out-oda-net-excl-debt-relief,781892754.1
CZ,1965,out-oda-net-excl-debt-relief,
DK,1965,out-oda-net-excl-debt-relief,147836146.3
FI,1965,out-oda-net-excl-debt-relief,16202813.86
FR,1965,out-oda-net-excl-debt-relief,5778187034
DE,1965,out-oda-net-excl-debt-relief,4252699727
GR,1965,out-oda-net-excl-debt-relief,0
IS,1965,out-oda-net-excl-debt-relief,0
IE,1965,out-oda-net-excl-debt-relief,0
IT,1965,out-oda-net-excl-debt-relief,600954195.1
JP,1965,out-oda-net-excl-debt-relief,3097899340
KR,1965,out-oda-net-excl-debt-relief,
LU,1965,out-oda-net-excl-debt-relief,0
NL,1965,out-oda-net-excl-debt-relief,761671216.1
NZ,1965,out-oda-net-excl-debt-relief,92879060.22
NO,1965,out-oda-net-excl-debt-relief,165617705.8
PL,1965,out-oda-net-excl-debt-relief,
PT,1965,out-oda-net-excl-debt-relief,0
SK,1965,out-oda-net-excl-debt-relief,
SI,1965,out-oda-net-excl-debt-relief,
ES,1965,out-oda-net-excl-debt-relief,0
SE,1965,out-oda-net-excl-debt-relief,287610332.4
CH,1965,out-oda-net-excl-debt-relief,203168288.9
GB,1965,out-oda-net-excl-debt-relief,3768842817
US,1965,out-oda-net-excl-debt-relief,22404976570
AU,1966,out-debt-relief,0
AT,1966,out-debt-relief,0
BE,1966,out-debt-relief,0
CA,1966,out-debt-relief,0
CZ,1966,out-debt-relief,
DK,1966,out-debt-relief,0
FI,1966,out-debt-relief,0
FR,1966,out-debt-relief,90050015.15
DE,1966,out-debt-relief,0
GR,1966,out-debt-relief,0
IS,1966,out-debt-relief,0
IE,1966,out-debt-relief,0
IT,1966,out-debt-relief,0
JP,1966,out-debt-relief,183828887.2
KR,1966,out-debt-relief,
LU,1966,out-debt-relief,0
NL,1966,out-debt-relief,0
NZ,1966,out-debt-relief,0
NO,1966,out-debt-relief,0
PL,1966,out-debt-relief,
PT,1966,out-debt-relief,0
SK,1966,out-debt-relief,
SI,1966,out-debt-relief,
ES,1966,out-debt-relief,0
SE,1966,out-debt-relief,0
CH,1966,out-debt-relief,0
GB,1966,out-debt-relief,0
US,1966,out-debt-relief,76927361.86
AU,1966,out-oda-net-excl-debt-relief,1503751352
AT,1966,out-oda-net-excl-debt-relief,133462382.3
BE,1966,out-oda-net-excl-debt-relief,648891811.1
CA,1966,out-oda-net-excl-debt-relief,1485710161
CZ,1966,out-oda-net-excl-debt-relief,
DK,1966,out-oda-net-excl-debt-relief,224068072.6
FI,1966,out-oda-net-excl-debt-relief,26309560.3
FR,1966,out-oda-net-excl-debt-relief,5593784840
DE,1966,out-oda-net-excl-debt-relief,3785167164
GR,1966,out-oda-net-excl-debt-relief,0
IS,1966,out-oda-net-excl-debt-relief,0
IE,1966,out-oda-net-excl-debt-relief,0
IT,1966,out-oda-net-excl-debt-relief,767511405.7
JP,1966,out-oda-net-excl-debt-relief,3266590950
KR,1966,out-oda-net-excl-debt-relief,
LU,1966,out-oda-net-excl-debt-relief,0
NL,1966,out-oda-net-excl-debt-relief,976396270.1
NZ,1966,out-oda-net-excl-debt-relief,95302241.74
NO,1966,out-oda-net-excl-debt-relief,197206965.1
PL,1966,out-oda-net-excl-debt-relief,
PT,1966,out-oda-net-excl-debt-relief,0
SK,1966,out-oda-net-excl-debt-relief,
SI,1966,out-oda-net-excl-debt-relief,
ES,1966,out-oda-net-excl-debt-relief,0
SE,1966,out-oda-net-excl-debt-relief,405372547
CH,1966,out-oda-net-excl-debt-relief,213396717.6
GB,1966,out-oda-net-excl-debt-relief,3732954569
US,1966,out-oda-net-excl-debt-relief,20763295108
AU,1967,out-debt-relief,0
AT,1967,out-debt-relief,0
BE,1967,out-debt-relief,0
CA,1967,out-debt-relief,0
CZ,1967,out-debt-relief,
DK,1967,out-debt-relief,0
FI,1967,out-debt-relief,0
FR,1967,out-debt-relief,261040705.5
DE,1967,out-debt-relief,0
GR,1967,out-debt-relief,0
IS,1967,out-debt-relief,0
IE,1967,out-debt-relief,0
IT,1967,out-debt-relief,0
JP,1967,out-debt-relief,461875554
KR,1967,out-debt-relief,
LU,1967,out-debt-relief,0
NL,1967,out-debt-relief,0
NZ,1967,out-debt-relief,0
NO,1967,out-debt-relief,0
PL,1967,out-debt-relief,
PT,1967,out-debt-relief,0
SK,1967,out-debt-relief,
SI,1967,out-debt-relief,
ES,1967,out-debt-relief,0
SE,1967,out-debt-relief,0
CH,1967,out-debt-relief,0
GB,1967,out-debt-relief,0
US,1967,out-debt-relief,118763655.5
AU,1967,out-oda-net-excl-debt-relief,1770698319
AT,1967,out-oda-net-excl-debt-relief,154995994.8
BE,1967,out-oda-net-excl-debt-relief,731356304.3
CA,1967,out-oda-net-excl-debt-relief,1438742621
CZ,1967,out-oda-net-excl-debt-relief,
DK,1967,out-oda-net-excl-debt-relief,267360335.4
FI,1967,out-oda-net-excl-debt-relief,31481052.21
FR,1967,out-oda-net-excl-debt-relief,5860808795
DE,1967,out-oda-net-excl-debt-relief,4507740636
GR,1967,out-oda-net-excl-debt-relief,0
IS,1967,out-oda-net-excl-debt-relief,0
IE,1967,out-oda-net-excl-debt-relief,0
IT,1967,out-oda-net-excl-debt-relief,1472245077
JP,1967,out-oda-net-excl-debt-relief,3954021492
KR,1967,out-oda-net-excl-debt-relief,
LU,1967,out-oda-net-excl-debt-relief,0
NL,1967,out-oda-net-excl-debt-relief,1129764430
NZ,1967,out-oda-net-excl-debt-relief,93958277.24
NO,1967,out-oda-net-excl-debt-relief,197661725.9
PL,1967,out-oda-net-excl-debt-relief,
PT,1967,out-oda-net-excl-debt-relief,0
SK,1967,out-oda-net-excl-debt-relief,
SI,1967,out-oda-net-excl-debt-relief,
ES,1967,out-oda-net-excl-debt-relief,0
SE,1967,out-oda-net-excl-debt-relief,403893710.8
CH,1967,out-oda-net-excl-debt-relief,204283478.8
GB,1967,out-oda-net-excl-debt-relief,3725515456
US,1967,out-oda-net-excl-debt-relief,17356459940
AU,1968,out-debt-relief,0
AT,1968,out-debt-relief,0
BE,1968,out-debt-relief,1935762.683
CA,1968,out-debt-relief,7621996.826
CZ,1968,out-debt-relief,
DK,1968,out-debt-relief,0
FI,1968,out-debt-relief,0
FR,1968,out-debt-relief,-15006588.96
DE,1968,out-debt-relief,0
GR,1968,out-debt-relief,0
IS,1968,out-debt-relief,0
IE,1968,out-debt-relief,0
IT,1968,out-debt-relief,387926167.3
JP,1968,out-debt-relief,134773664.9
KR,1968,out-debt-relief,
LU,1968,out-debt-relief,0
NL,1968,out-debt-relief,117305831.2
NZ,1968,out-debt-relief,0
NO,1968,out-debt-relief,0
PL,1968,out-debt-relief,
PT,1968,out-debt-relief,0
SK,1968,out-debt-relief,
SI,1968,out-debt-relief,
ES,1968,out-debt-relief,0
SE,1968,out-debt-relief,0
CH,1968,out-debt-relief,0
GB,1968,out-debt-relief,-52948261.2
US,1968,out-debt-relief,167830272.9
AU,1968,out-oda-net-excl-debt-relief,1698640439
AT,1968,out-oda-net-excl-debt-relief,163771204.4
BE,1968,out-oda-net-excl-debt-relief,708085858.2
CA,1968,out-oda-net-excl-debt-relief,1374880007
CZ,1968,out-oda-net-excl-debt-relief,
DK,1968,out-oda-net-excl-debt-relief,300380771.6
FI,1968,out-oda-net-excl-debt-relief,38675762.08
FR,1968,out-oda-net-excl-debt-relief,6113398504
DE,1968,out-oda-net-excl-debt-relief,4829370342
GR,1968,out-oda-net-excl-debt-relief,0
IS,1968,out-oda-net-excl-debt-relief,0
IE,1968,out-oda-net-excl-debt-relief,0
IT,1968,out-oda-net-excl-debt-relief,977200036.8
JP,1968,out-oda-net-excl-debt-relief,3707893068
KR,1968,out-oda-net-excl-debt-relief,
LU,1968,out-oda-net-excl-debt-relief,0
NL,1968,out-oda-net-excl-debt-relief,1068636892
NZ,1968,out-oda-net-excl-debt-relief,110327157.2
NO,1968,out-oda-net-excl-debt-relief,346603307.2
PL,1968,out-oda-net-excl-debt-relief,
PT,1968,out-oda-net-excl-debt-relief,0
SK,1968,out-oda-net-excl-debt-relief,
SI,1968,out-oda-net-excl-debt-relief,
ES,1968,out-oda-net-excl-debt-relief,0
SE,1968,out-oda-net-excl-debt-relief,471008123.7
CH,1968,out-oda-net-excl-debt-relief,368278330.8
GB,1968,out-oda-net-excl-debt-relief,3565745004
US,1968,out-oda-net-excl-debt-relief,19348287587
AU,1969,out-debt-relief,0
AT,1969,out-debt-relief,13070366.53
BE,1969,out-debt-relief,0
CA,1969,out-debt-relief,0
CZ,1969,out-debt-relief,
DK,1969,out-debt-relief,-2453068.386
FI,1969,out-debt-relief,0
FR,1969,out-debt-relief,0
DE,1969,out-debt-relief,0
GR,1969,out-debt-relief,0
IS,1969,out-debt-relief,0
IE,1969,out-debt-relief,0
IT,1969,out-debt-relief,270472885.5
JP,1969,out-debt-relief,-52086163.18
KR,1969,out-debt-relief,
LU,1969,out-debt-relief,0
NL,1969,out-debt-relief,0
NZ,1969,out-debt-relief,0
NO,1969,out-debt-relief,1879019.457
PL,1969,out-debt-relief,
PT,1969,out-debt-relief,0
SK,1969,out-debt-relief,
SI,1969,out-debt-relief,
ES,1969,out-debt-relief,0
SE,1969,out-debt-relief,0
CH,1969,out-debt-relief,0
GB,1969,out-debt-relief,-59635925.48
US,1969,out-debt-relief,87247456.18
AU,1969,out-oda-net-excl-debt-relief,1891621949
AT,1969,out-oda-net-excl-debt-relief,125225644
BE,1969,out-oda-net-excl-debt-relief,903824185.9
CA,1969,out-oda-net-excl-debt-relief,1465121954
CZ,1969,out-oda-net-excl-debt-relief,
DK,1969,out-oda-net-excl-debt-relief,534965153.7
FI,1969,out-oda-net-excl-debt-relief,108115783.9
FR,1969,out-oda-net-excl-debt-relief,6678185231
DE,1969,out-oda-net-excl-debt-relief,4742607540
GR,1969,out-oda-net-excl-debt-relief,0
IS,1969,out-oda-net-excl-debt-relief,0
IE,1969,out-oda-net-excl-debt-relief,0
IT,1969,out-oda-net-excl-debt-relief,900913361.3
JP,1969,out-oda-net-excl-debt-relief,4500857277
KR,1969,out-oda-net-excl-debt-relief,
LU,1969,out-oda-net-excl-debt-relief,0
NL,1969,out-oda-net-excl-debt-relief,1284670275
NZ,1969,out-oda-net-excl-debt-relief,128362957.3
NO,1969,out-oda-net-excl-debt-relief,368037277.7
PL,1969,out-oda-net-excl-debt-relief,
PT,1969,out-oda-net-excl-debt-relief,0
SK,1969,out-oda-net-excl-debt-relief,
SI,1969,out-oda-net-excl-debt-relief,
ES,1969,out-oda-net-excl-debt-relief,0
SE,1969,out-oda-net-excl-debt-relief,769388425.6
CH,1969,out-oda-net-excl-debt-relief,442865332.8
GB,1969,out-oda-net-excl-debt-relief,3892147104
US,1969,out-oda-net-excl-debt-relief,16276497658
AU,1970,out-debt-relief,0
AT,1970,out-debt-relief,12851971.99
BE,1970,out-debt-relief,0
CA,1970,out-debt-relief,18201292.82
CZ,1970,out-debt-relief,
DK,1970,out-debt-relief,0
FI,1970,out-debt-relief,0
FR,1970,out-debt-relief,51462693.11
DE,1970,out-debt-relief,188808699.7
GR,1970,out-debt-relief,0
IS,1970,out-debt-relief,0
IE,1970,out-debt-relief,0
IT,1970,out-debt-relief,-86777032.5
JP,1970,out-debt-relief,132755474.5
KR,1970,out-debt-relief,
LU,1970,out-debt-relief,0
NL,1970,out-debt-relief,11982891.81
NZ,1970,out-debt-relief,0
NO,1970,out-debt-relief,666492.4159
PL,1970,out-debt-relief,
PT,1970,out-debt-relief,0
SK,1970,out-debt-relief,
SI,1970,out-debt-relief,
ES,1970,out-debt-relief,0
SE,1970,out-debt-relief,0
CH,1970,out-debt-relief,0
GB,1970,out-debt-relief,-56313774.98
US,1970,out-debt-relief,82875087.81
AU,1970,out-oda-net-excl-debt-relief,2047990020
AT,1970,out-oda-net-excl-debt-relief,83856838.51
BE,1970,out-oda-net-excl-debt-relief,880945554.1
CA,1970,out-oda-net-excl-debt-relief,2102658692
CZ,1970,out-oda-net-excl-debt-relief,
DK,1970,out-oda-net-excl-debt-relief,530881063.2
FI,1970,out-oda-net-excl-debt-relief,52891735.05
FR,1970,out-oda-net-excl-debt-relief,5130055038
DE,1970,out-oda-net-excl-debt-relief,4040322590
GR,1970,out-oda-net-excl-debt-relief,0
IS,1970,out-oda-net-excl-debt-relief,0
IE,1970,out-oda-net-excl-debt-relief,0
IT,1970,out-oda-net-excl-debt-relief,1331765257
JP,1970,out-oda-net-excl-debt-relief,4241107628
KR,1970,out-oda-net-excl-debt-relief,
LU,1970,out-oda-net-excl-debt-relief,0
NL,1970,out-oda-net-excl-debt-relief,1645200413
NZ,1970,out-oda-net-excl-debt-relief,135442104.3
NO,1970,out-oda-net-excl-debt-relief,407893358.5
PL,1970,out-oda-net-excl-debt-relief,
PT,1970,out-oda-net-excl-debt-relief,0
SK,1970,out-oda-net-excl-debt-relief,
SI,1970,out-oda-net-excl-debt-relief,
ES,1970,out-oda-net-excl-debt-relief,0
SE,1970,out-oda-net-excl-debt-relief,712393888.2
CH,1970,out-oda-net-excl-debt-relief,426722835.1
GB,1970,out-oda-net-excl-debt-relief,3656735725
US,1970,out-oda-net-excl-debt-relief,14434077794
AU,1971,out-debt-relief,0
AT,1971,out-debt-relief,15374387.41
BE,1971,out-debt-relief,0
CA,1971,out-debt-relief,0
CZ,1971,out-debt-relief,
DK,1971,out-debt-relief,0
FI,1971,out-debt-relief,0
FR,1971,out-debt-relief,112796504.7
DE,1971,out-debt-relief,286128966.7
GR,1971,out-debt-relief,0
IS,1971,out-debt-relief,0
IE,1971,out-debt-relief,0
IT,1971,out-debt-relief,332617173.1
JP,1971,out-debt-relief,33979607.82
KR,1971,out-debt-relief,
LU,1971,out-debt-relief,0
NL,1971,out-debt-relief,86106767.41
NZ,1971,out-debt-relief,0
NO,1971,out-debt-relief,0
PL,1971,out-debt-relief,
PT,1971,out-debt-relief,0
SK,1971,out-debt-relief,
SI,1971,out-debt-relief,
ES,1971,out-debt-relief,0
SE,1971,out-debt-relief,0
CH,1971,out-debt-relief,0
GB,1971,out-debt-relief,71282939.05
US,1971,out-debt-relief,1147990878
AU,1971,out-oda-net-excl-debt-relief,1922427297
AT,1971,out-oda-net-excl-debt-relief,86129632.7
BE,1971,out-oda-net-excl-debt-relief,997117898
CA,1971,out-oda-net-excl-debt-relief,2294427526
CZ,1971,out-oda-net-excl-debt-relief,
DK,1971,out-oda-net-excl-debt-relief,614828652.2
FI,1971,out-oda-net-excl-debt-relief,96058086.69
FR,1971,out-oda-net-excl-debt-relief,5244705714
DE,1971,out-oda-net-excl-debt-relief,4327944142
GR,1971,out-oda-net-excl-debt-relief,0
IS,1971,out-oda-net-excl-debt-relief,0
IE,1971,out-oda-net-excl-debt-relief,0
IT,1971,out-oda-net-excl-debt-relief,1091982569
JP,1971,out-oda-net-excl-debt-relief,4473481564
KR,1971,out-oda-net-excl-debt-relief,
LU,1971,out-oda-net-excl-debt-relief,0
NL,1971,out-oda-net-excl-debt-relief,1545091986
