country_from,country_to,year,bl_remittances,,Notes
HT,PG,2012,0,,
HT,PH,2012,0,,
HT,PK,2012,0,,
HT,PS,2012,0,,
HT,PW,2012,0,,
HT,PY,2012,0.02,,
HT,RS,2012,0,,
HT,RW,2012,0,,
HT,SB,2012,0,,
HT,SC,2012,0,,
HT,SD,2012,0,,
HT,SH,2012,,,
HT,SL,2012,0,,
HT,SN,2012,0,,
HT,SO,2012,0,,
HT,SR,2012,0,,
HT,SS,2012,,,
HT,ST,2012,0,,
HT,SV,2012,0.04,,
HT,SY,2012,0,,
HT,SZ,2012,0,,
HT,TD,2012,0,,
HT,TG,2012,0,,
HT,TH,2012,0,,
HT,TJ,2012,0,,
HT,TK,2012,,,
HT,TL,2012,0,,
HT,TM,2012,0,,
HT,TN,2012,0,,
HT,TO,2012,0,,
HT,TR,2012,0,,
HT,TV,2012,0,,
HT,TZ,2012,0,,
HT,UA,2012,0,,
HT,UG,2012,0,,
HT,UY,2012,0,,
HT,UZ,2012,0,,
HT,VC,2012,0,,
HT,VE,2012,0.01,,
HT,VN,2012,0,,
HT,VU,2012,0,,
HT,WF,2012,,,
HT,WS,2012,0,,
HT,XK,2012,0,,
HT,YE,2012,0,,
HT,ZA,2012,0,,
HT,ZM,2012,0,,
HT,ZW,2012,0,,
HU,AF,2012,0.13,,
HU,AG,2012,0,,
HU,AI,2012,,,
HU,AL,2012,0.08,,
HU,AM,2012,0.13,,
HU,AO,2012,0,,
HU,AR,2012,0.14,,
HU,AZ,2012,0.02,,
HU,BA,2012,0.11,,
HU,BD,2012,0.09,,
HU,BF,2012,0,,
HU,BI,2012,0,,
HU,BJ,2012,0.01,,
HU,BO,2012,0.08,,
HU,BR,2012,0.73,,
HU,BT,2012,0,,
HU,BW,2012,0,,
HU,BY,2012,0.02,,
HU,BZ,2012,0,,
HU,CD,2012,0,,
HU,CF,2012,0,,
HU,CG,2012,0,,
HU,CI,2012,0,,
HU,CK,2012,,,
HU,CL,2012,0,,
HU,CM,2012,0.03,,
HU,CN,2012,31.01,,
HU,CO,2012,0.18,,
HU,CR,2012,0.1,,
HU,CU,2012,0,,
HU,CV,2012,0,,
HU,DJ,2012,0,,
HU,DM,2012,0,,
HU,DO,2012,0.03,,
HU,DZ,2012,0.85,,
HU,EC,2012,0.16,,
HU,EG,2012,2.27,,
HU,ER,2012,0,,
HU,ET,2012,0.08,,
HU,FJ,2012,0,,
HU,FM,2012,0,,
HU,GA,2012,0,,
HU,GD,2012,0,,
HU,GE,2012,0.08,,
HU,GH,2012,0.02,,
HU,GM,2012,0,,
HU,GN,2012,0.01,,
HU,GQ,2012,0,,
HU,GT,2012,0.04,,
HU,GW,2012,0.01,,
HU,GY,2012,0,,
HU,HN,2012,0.02,,
HU,HT,2012,0,,
HU,ID,2012,0.22,,
HU,IN,2012,1.31,,
HU,IQ,2012,0.16,,
HU,IR,2012,0.37,,
HU,JM,2012,0.03,,
HU,JO,2012,1.38,,
HU,KE,2012,0.1,,
HU,KG,2012,0.05,,
HU,KH,2012,0.03,,
HU,KI,2012,0,,
HU,KM,2012,0,,
HU,KN,2012,0.01,,
HU,KP,2012,0,,
HU,KZ,2012,0.01,,
HU,LA,2012,0.01,,
HU,LB,2012,2.64,,
HU,LC,2012,0,,
HU,LK,2012,0.07,,
HU,LR,2012,0.02,,
HU,LS,2012,0.02,,
HU,LY,2012,0,,
HU,MA,2012,0.21,,
HU,MD,2012,0.13,,
HU,ME,2012,7.89,,
HU,MG,2012,0,,
HU,MH,2012,0,,
HU,MK,2012,0.02,,
HU,ML,2012,0.01,,
HU,MM,2012,0,,
HU,MN,2012,3.72,,
HU,MR,2012,0,,
HU,MS,2012,,,
HU,MU,2012,0.03,,
HU,MV,2012,0,,
HU,MW,2012,0,,
HU,MX,2012,0.24,,
HU,MY,2012,0.03,,
HU,MZ,2012,0,,
HU,NA,2012,0,,
HU,NE,2012,0,,
HU,NG,2012,6.04,,
HU,NI,2012,0.03,,
HU,NP,2012,0.1,,
HU,NR,2012,,,
HU,NU,2012,,,
HU,PA,2012,0.05,,
HU,PE,2012,0.3,,
HU,PG,2012,0,,
HU,PH,2012,0.28,,
HU,PK,2012,0.26,,
HU,PS,2012,0,,
HU,PW,2012,0,,
HU,PY,2012,0.03,,
HU,RS,2012,0,,
HU,RW,2012,0.04,,
HU,SB,2012,0,,
HU,SC,2012,0,,
HU,SD,2012,0.19,,
HU,SH,2012,,,
HU,SL,2012,0.01,,
HU,SN,2012,0.03,,
HU,SO,2012,0,,
HU,SR,2012,0,,
HU,SS,2012,,,
HU,ST,2012,0,,
HU,SV,2012,0.03,,
HU,SY,2012,1.88,,
HU,SZ,2012,0,,
HU,TD,2012,0,,
HU,TG,2012,0.01,,
HU,TH,2012,0.37,,
HU,TJ,2012,0.02,,
HU,TK,2012,,,
HU,TL,2012,0,,
HU,TM,2012,0,,
HU,TN,2012,0.27,,
HU,TO,2012,0,,
HU,TR,2012,0.14,,
HU,TV,2012,0,,
HU,TZ,2012,0.01,,
HU,UA,2012,4.65,,
HU,UG,2012,0.04,,
HU,UY,2012,0.02,,
HU,UZ,2012,0,,
HU,VC,2012,0,,
HU,VE,2012,0.03,,
HU,VN,2012,6.68,,
HU,VU,2012,0,,
HU,WF,2012,,,
HU,WS,2012,0,,
HU,XK,2012,0,,
HU,YE,2012,0.23,,
HU,ZA,2012,0.28,,
HU,ZM,2012,0,,
HU,ZW,2012,0,,
ID,AF,2012,0,,
ID,AG,2012,0,,
ID,AI,2012,,,
ID,AL,2012,0,,
ID,AM,2012,0,,
ID,AO,2012,0,,
ID,AR,2012,0,,
ID,AZ,2012,0,,
ID,BA,2012,0,,
ID,BD,2012,0,,
ID,BF,2012,0,,
ID,BI,2012,0,,
ID,BJ,2012,0,,
ID,BO,2012,0,,
ID,BR,2012,0,,
ID,BT,2012,0,,
ID,BW,2012,0,,
ID,BY,2012,0,,
ID,BZ,2012,0,,
ID,CD,2012,0,,
ID,CF,2012,0,,
ID,CG,2012,0,,
ID,CI,2012,0,,
ID,CK,2012,,,
ID,CL,2012,0,,
ID,CM,2012,0,,
ID,CN,2012,432.15,,
ID,CO,2012,0,,
ID,CR,2012,0,,
ID,CU,2012,0,,
ID,CV,2012,0,,
ID,DJ,2012,0,,
ID,DM,2012,0,,
ID,DO,2012,0,,
ID,DZ,2012,0,,
ID,EC,2012,0,,
ID,EG,2012,0,,
ID,ER,2012,0,,
ID,ET,2012,0,,
ID,FJ,2012,0,,
ID,FM,2012,0,,
ID,GA,2012,0,,
ID,GD,2012,0,,
ID,GE,2012,0,,
ID,GH,2012,0,,
ID,GM,2012,0,,
ID,GN,2012,0,,
ID,GQ,2012,0,,
ID,GT,2012,0,,
ID,GW,2012,0,,
ID,GY,2012,0,,
ID,HN,2012,0,,
ID,HT,2012,0,,
ID,ID,2012,0,,
ID,IN,2012,0,,
ID,IQ,2012,0,,
ID,IR,2012,0,,
ID,JM,2012,0,,
ID,JO,2012,0,,
ID,KE,2012,0,,
ID,KG,2012,0,,
ID,KH,2012,0,,
ID,KI,2012,0,,
ID,KM,2012,0,,
ID,KN,2012,0,,
ID,KP,2012,0,,
ID,KZ,2012,0,,
ID,LA,2012,0,,
ID,LB,2012,0,,
ID,LC,2012,0,,
ID,LK,2012,0,,
ID,LR,2012,0,,
ID,LS,2012,0,,
ID,LY,2012,0,,
ID,MA,2012,0,,
ID,MD,2012,0,,
ID,ME,2012,0,,
ID,MG,2012,0,,
ID,MH,2012,0,,
ID,MK,2012,0,,
ID,ML,2012,0,,
ID,MM,2012,0,,
ID,MN,2012,0,,
ID,MR,2012,0,,
ID,MS,2012,,,
ID,MU,2012,0,,
ID,MV,2012,0,,
ID,MW,2012,0,,
ID,MX,2012,0,,
ID,MY,2012,0,,
ID,MZ,2012,0,,
ID,NA,2012,0,,
ID,NE,2012,0,,
ID,NG,2012,0,,
ID,NI,2012,0,,
ID,NP,2012,0,,
ID,NR,2012,,,
ID,NU,2012,,,
ID,PA,2012,0,,
ID,PE,2012,0,,
ID,PG,2012,0,,
ID,PH,2012,0,,
ID,PK,2012,0,,
ID,PS,2012,0,,
ID,PW,2012,0,,
ID,PY,2012,0,,
ID,RS,2012,0,,
ID,RW,2012,0,,
ID,SB,2012,0,,
ID,SC,2012,0,,
ID,SD,2012,0,,
ID,SH,2012,,,
ID,SL,2012,0,,
ID,SN,2012,0,,
ID,SO,2012,0,,
ID,SR,2012,0,,
ID,SS,2012,,,
ID,ST,2012,0,,
ID,SV,2012,0,,
ID,SY,2012,0,,
ID,SZ,2012,0,,
ID,TD,2012,0,,
ID,TG,2012,0,,
ID,TH,2012,0,,
ID,TJ,2012,0,,
ID,TK,2012,,,
ID,TL,2012,0,,
ID,TM,2012,0,,
ID,TN,2012,0,,
ID,TO,2012,0,,
ID,TR,2012,0,,
ID,TV,2012,0,,
ID,TZ,2012,0,,
ID,UA,2012,0,,
ID,UG,2012,0,,
ID,UY,2012,0,,
ID,UZ,2012,0,,
ID,VC,2012,0,,
ID,VE,2012,0,,
ID,VN,2012,0,,
ID,VU,2012,0,,
ID,WF,2012,,,
ID,WS,2012,0,,
ID,XK,2012,0,,
ID,YE,2012,0,,
ID,ZA,2012,0,,
ID,ZM,2012,0,,
ID,ZW,2012,0,,
IE,AF,2012,0.07,,
IE,AG,2012,0,,
IE,AI,2012,,,
IE,AL,2012,0.35,,
IE,AM,2012,0.25,,
IE,AO,2012,0,,
IE,AR,2012,0.33,,
IE,AZ,2012,0.16,,
IE,BA,2012,3.07,,
IE,BD,2012,11.39,,
IE,BF,2012,0,,
IE,BI,2012,0.03,,
IE,BJ,2012,0.03,,
IE,BO,2012,0.06,,
IE,BR,2012,25.25,,
IE,BT,2012,0,,
IE,BW,2012,0.26,,
IE,BY,2012,0.46,,
IE,BZ,2012,0.02,,
IE,CD,2012,0,,
IE,CF,2012,0,,
IE,CG,2012,0,,
IE,CI,2012,0.13,,
IE,CK,2012,,,
IE,CL,2012,0,,
IE,CM,2012,0.28,,
IE,CN,2012,114.92,,
IE,CO,2012,0.53,,
IE,CR,2012,0.09,,
IE,CU,2012,0,,
IE,CV,2012,0.01,,
IE,DJ,2012,0.01,,
IE,DM,2012,0,,
IE,DO,2012,0.04,,
IE,DZ,2012,2.95,,
IE,EC,2012,0.24,,
IE,EG,2012,8.82,,
IE,ER,2012,0,,
IE,ET,2012,0.23,,
IE,FJ,2012,0.04,,
IE,FM,2012,0,,
IE,GA,2012,0,,
IE,GD,2012,0.01,,
IE,GE,2012,0.42,,
IE,GH,2012,0.22,,
IE,GM,2012,0.09,,
IE,GN,2012,0.04,,
IE,GQ,2012,0,,
IE,GT,2012,1.77,,
IE,GW,2012,0,,
IE,GY,2012,0.09,,
IE,HN,2012,0.12,,
IE,HT,2012,0.01,,
IE,ID,2012,1.16,,
IE,IN,2012,87.52,,
IE,IQ,2012,0.34,,
IE,IR,2012,0.96,,
IE,JM,2012,0.66,,
IE,JO,2012,1.98,,
IE,KE,2012,4.02,,
IE,KG,2012,0.12,,
IE,KH,2012,0.01,,
IE,KI,2012,0,,
IE,KM,2012,0,,
IE,KN,2012,0,,
IE,KP,2012,0,,
IE,KZ,2012,0.02,,
IE,LA,2012,0.02,,
IE,LB,2012,4.21,,
IE,LC,2012,0.01,,
IE,LK,2012,1.75,,
IE,LR,2012,0.23,,
IE,LS,2012,0.26,,
IE,LY,2012,0,,
IE,MA,2012,1.34,,
IE,MD,2012,9.13,,
IE,ME,2012,0,,
IE,MG,2012,0,,
IE,MH,2012,0,,
IE,MK,2012,0.07,,
IE,ML,2012,0.02,,
IE,MM,2012,0,,
IE,MN,2012,1.06,,
IE,MR,2012,0,,
IE,MS,2012,,,
IE,MU,2012,0.51,,
IE,MV,2012,0.01,,
IE,MW,2012,0.04,,
IE,MX,2012,1.32,,
IE,MY,2012,4.02,,
IE,MZ,2012,0.01,,
IE,NA,2012,0.14,,
IE,NE,2012,0.02,,
IE,NG,2012,607.53,,
IE,NI,2012,0.08,,
IE,NP,2012,1.04,,
IE,NR,2012,,,
IE,NU,2012,,,
IE,PA,2012,0.09,,
IE,PE,2012,0.82,,
IE,PG,2012,0,,
IE,PH,2012,77.37,,
IE,PK,2012,28.39,,
IE,PS,2012,0,,
IE,PW,2012,0,,
IE,PY,2012,0.14,,
IE,RS,2012,0,,
IE,RW,2012,0.22,,
IE,SB,2012,0,,
IE,SC,2012,0.08,,
IE,SD,2012,2.15,,
IE,SH,2012,,,
IE,SL,2012,0.43,,
IE,SN,2012,0.2,,
IE,SO,2012,0,,
IE,SR,2012,0,,
IE,SS,2012,,,
IE,ST,2012,0,,
IE,SV,2012,0.13,,
IE,SY,2012,0.78,,
IE,SZ,2012,0.02,,
IE,TD,2012,0,,
IE,TG,2012,0.24,,
IE,TH,2012,5.26,,
IE,TJ,2012,0.27,,
IE,TK,2012,,,
IE,TL,2012,0,,
IE,TM,2012,0,,
IE,TN,2012,0.85,,
IE,TO,2012,0,,
IE,TR,2012,0.27,,
IE,TV,2012,0,,
IE,TZ,2012,0.17,,
IE,UA,2012,5.52,,
IE,UG,2012,0.85,,
IE,UY,2012,0.01,,
IE,UZ,2012,0,,
IE,VC,2012,0,,
IE,VE,2012,0.05,,
IE,VN,2012,7.03,,
IE,VU,2012,0.01,,
IE,WF,2012,,,
IE,WS,2012,0.05,,
IE,XK,2012,0,,
IE,YE,2012,0.15,,
IE,ZA,2012,14.85,,
IE,ZM,2012,0.51,,
IE,ZW,2012,0,,
IL,AF,2012,0,,
IL,AG,2012,0,,
IL,AI,2012,,,
IL,AL,2012,0,,
IL,AM,2012,29.27,,
IL,AO,2012,0,,
IL,AR,2012,28.75,,
IL,AZ,2012,47.57,,
IL,BA,2012,0,,
IL,BD,2012,0,,
IL,BF,2012,0,,
IL,BI,2012,0,,
IL,BJ,2012,0,,
IL,BO,2012,0,,
IL,BR,2012,0,,
IL,BT,2012,0,,
IL,BW,2012,0,,
IL,BY,2012,19,,
IL,BZ,2012,0,,
IL,CD,2012,0,,
IL,CF,2012,0,,
IL,CG,2012,0,,
IL,CI,2012,0,,
IL,CK,2012,,,
IL,CL,2012,0,,
IL,CM,2012,0,,
IL,CN,2012,0,,
IL,CO,2012,0,,
IL,CR,2012,0,,
IL,CU,2012,0,,
IL,CV,2012,0,,
IL,DJ,2012,0,,
IL,DM,2012,0,,
IL,DO,2012,0,,
IL,DZ,2012,68.57,,
IL,EC,2012,0,,
IL,EG,2012,185.34,,
IL,ER,2012,0,,
IL,ET,2012,82.54,,
IL,FJ,2012,0,,
IL,FM,2012,0,,
IL,GA,2012,0,,
IL,GD,2012,0,,
IL,GE,2012,28.48,,
IL,GH,2012,0,,
IL,GM,2012,0,,
IL,GN,2012,0,,
IL,GQ,2012,0,,
IL,GT,2012,0,,
IL,GW,2012,0,,
IL,GY,2012,0,,
IL,HN,2012,0,,
IL,HT,2012,0,,
IL,ID,2012,0,,
IL,IN,2012,139,,
IL,IQ,2012,29.74,,
IL,IR,2012,74.61,,
IL,JM,2012,0,,
IL,JO,2012,0,,
IL,KE,2012,0,,
IL,KG,2012,79.75,,
IL,KH,2012,0,,
IL,KI,2012,0,,
IL,KM,2012,0,,
IL,KN,2012,0,,
IL,KP,2012,0,,
IL,KZ,2012,3.63,,
IL,LA,2012,0,,
IL,LB,2012,36.92,,
IL,LC,2012,0,,
IL,LK,2012,0,,
IL,LR,2012,0,,
IL,LS,2012,0,,
IL,LY,2012,0,,
IL,MA,2012,527.61,,
IL,MD,2012,54.19,,
IL,ME,2012,0,,
IL,MG,2012,0,,
IL,MH,2012,0,,
IL,MK,2012,0,,
IL,ML,2012,0,,
IL,MM,2012,0,,
IL,MN,2012,0,,
IL,MR,2012,0,,
IL,MS,2012,,,
IL,MU,2012,0,,
IL,MV,2012,0,,
IL,MW,2012,0,,
IL,MX,2012,0,,
IL,MY,2012,0,,
IL,MZ,2012,0,,
IL,NA,2012,0,,
IL,NE,2012,0,,
IL,NG,2012,0,,
IL,NI,2012,0,,
IL,NP,2012,0,,
IL,NR,2012,,,
IL,NU,2012,,,
IL,PA,2012,0,,
IL,PE,2012,0,,
IL,PG,2012,0,,
IL,PH,2012,0,,
IL,PK,2012,10.53,,
IL,PS,2012,0,,
IL,PW,2012,0,,
IL,PY,2012,0,,
IL,RS,2012,0,,
IL,RW,2012,0,,
IL,SB,2012,0,,
IL,SC,2012,0,,
IL,SD,2012,0,,
IL,SH,2012,,,
IL,SL,2012,0,,
IL,SN,2012,0,,
IL,SO,2012,0,,
IL,SR,2012,0,,
IL,SS,2012,,,
IL,ST,2012,0,,
IL,SV,2012,0,,
IL,SY,2012,36.52,,
IL,SZ,2012,0,,
IL,TD,2012,0,,
IL,TG,2012,0,,
IL,TH,2012,0,,
IL,TJ,2012,159.99,,
IL,TK,2012,,,
IL,TL,2012,0,,
IL,TM,2012,0,,
IL,TN,2012,48.56,,
IL,TO,2012,0,,
IL,TR,2012,9.63,,
IL,TV,2012,0,,
IL,TZ,2012,0,,
IL,UA,2012,260.31,,
IL,UG,2012,0,,
IL,UY,2012,0,,
IL,UZ,2012,0,,
IL,VC,2012,0,,
IL,VE,2012,0,,
IL,VN,2012,0,,
IL,VU,2012,0,,
IL,WF,2012,,,
IL,WS,2012,0,,
IL,XK,2012,0,,
IL,YE,2012,70.86,,
IL,ZA,2012,0,,
IL,ZM,2012,0,,
IL,ZW,2012,0,,
IM,AF,2012,0,,
IM,AG,2012,0,,
IM,AI,2012,,,
IM,AL,2012,0,,
IM,AM,2012,0,,
IM,AO,2012,0,,
IM,AR,2012,0,,
IM,AZ,2012,0,,
IM,BA,2012,0,,
IM,BD,2012,0,,
IM,BF,2012,0,,
IM,BI,2012,0,,
IM,BJ,2012,0,,
IM,BO,2012,0,,
IM,BR,2012,0,,
IM,BT,2012,0,,
IM,BW,2012,0,,
IM,BY,2012,0,,
IM,BZ,2012,0,,
IM,CD,2012,0,,
IM,CF,2012,0,,
IM,CG,2012,0,,
IM,CI,2012,0,,
IM,CK,2012,,,
IM,CL,2012,0,,
IM,CM,2012,0,,
IM,CN,2012,0,,
IM,CO,2012,0,,
IM,CR,2012,0,,
IM,CU,2012,0,,
IM,CV,2012,0,,
IM,DJ,2012,0,,
IM,DM,2012,0,,
IM,DO,2012,0,,
IM,DZ,2012,0,,
IM,EC,2012,0,,
IM,EG,2012,0,,
IM,ER,2012,0,,
IM,ET,2012,0,,
IM,FJ,2012,0,,
IM,FM,2012,0,,
IM,GA,2012,0,,
IM,GD,2012,0,,
IM,GE,2012,0,,
IM,GH,2012,0,,
IM,GM,2012,0,,
IM,GN,2012,0,,
IM,GQ,2012,0,,
IM,GT,2012,0,,
IM,GW,2012,0,,
IM,GY,2012,0,,
IM,HN,2012,0,,
IM,HT,2012,0,,
IM,ID,2012,0,,
IM,IN,2012,0,,
IM,IQ,2012,0,,
IM,IR,2012,0,,
IM,JM,2012,0,,
IM,JO,2012,0,,
IM,KE,2012,0,,
IM,KG,2012,0,,
IM,KH,2012,0,,
IM,KI,2012,0,,
IM,KM,2012,0,,
IM,KN,2012,0,,
IM,KP,2012,0,,
IM,KZ,2012,0,,
IM,LA,2012,0,,
IM,LB,2012,0,,
IM,LC,2012,0,,
IM,LK,2012,0,,
IM,LR,2012,0,,
IM,LS,2012,0,,
IM,LY,2012,0,,
IM,MA,2012,0,,
IM,MD,2012,0,,
IM,ME,2012,0,,
IM,MG,2012,0,,
IM,MH,2012,0,,
IM,MK,2012,0,,
IM,ML,2012,0,,
IM,MM,2012,0,,
IM,MN,2012,0,,
IM,MR,2012,0,,
IM,MS,2012,,,
IM,MU,2012,0,,
IM,MV,2012,0,,
IM,MW,2012,0,,
IM,MX,2012,0,,
IM,MY,2012,0,,
IM,MZ,2012,0,,
IM,NA,2012,0,,
IM,NE,2012,0,,
IM,NG,2012,0,,
IM,NI,2012,0,,
IM,NP,2012,0,,
IM,NR,2012,,,
IM,NU,2012,,,
IM,PA,2012,0,,
IM,PE,2012,0,,
IM,PG,2012,0,,
IM,PH,2012,0,,
IM,PK,2012,0,,
IM,PS,2012,0,,
IM,PW,2012,0,,
IM,PY,2012,0,,
IM,RS,2012,0,,
IM,RW,2012,0,,
IM,SB,2012,0,,
IM,SC,2012,0,,
IM,SD,2012,0,,
IM,SH,2012,,,
IM,SL,2012,0,,
IM,SN,2012,0,,
IM,SO,2012,0,,
IM,SR,2012,0,,
IM,SS,2012,,,
IM,ST,2012,0,,
IM,SV,2012,0,,
IM,SY,2012,0,,
IM,SZ,2012,0,,
IM,TD,2012,0,,
IM,TG,2012,0,,
IM,TH,2012,0,,
IM,TJ,2012,0,,
IM,TK,2012,,,
IM,TL,2012,0,,
IM,TM,2012,0,,
IM,TN,2012,0,,
IM,TO,2012,0,,
IM,TR,2012,0,,
IM,TV,2012,0,,
IM,TZ,2012,0,,
IM,UA,2012,0,,
IM,UG,2012,0,,
IM,UY,2012,0,,
IM,UZ,2012,0,,
IM,VC,2012,0,,
IM,VE,2012,0,,
IM,VN,2012,0,,
IM,VU,2012,0,,
IM,WF,2012,,,
IM,WS,2012,0,,
IM,XK,2012,0,,
IM,YE,2012,0,,
IM,ZA,2012,0,,
IM,ZM,2012,0,,
IM,ZW,2012,0,,
IN,AF,2012,1,,
IN,AG,2012,0,,
IN,AI,2012,,,
IN,AL,2012,0,,
IN,AM,2012,0,,
IN,AO,2012,0,,
IN,AR,2012,0,,
IN,AZ,2012,0,,
IN,BA,2012,0,,
IN,BD,2012,6619.82,,
IN,BF,2012,0,,
IN,BI,2012,0,,
IN,BJ,2012,0,,
IN,BO,2012,0,,
IN,BR,2012,0,,
IN,BT,2012,1.48,,
IN,BW,2012,0,,
IN,BY,2012,0,,
IN,BZ,2012,0,,
IN,CD,2012,0,,
IN,CF,2012,0,,
IN,CG,2012,0,,
IN,CI,2012,0,,
IN,CK,2012,,,
IN,CL,2012,0,,
IN,CM,2012,0,,
IN,CN,2012,144.01,,
IN,CO,2012,0,,
IN,CR,2012,0,,
IN,CU,2012,0,,
IN,CV,2012,0,,
IN,DJ,2012,0,,
IN,DM,2012,0,,
IN,DO,2012,0,,
IN,DZ,2012,0,,
IN,EC,2012,0,,
IN,EG,2012,0,,
IN,ER,2012,0,,
IN,ET,2012,0,,
IN,FJ,2012,0.11,,
IN,FM,2012,0,,
IN,GA,2012,0,,
IN,GD,2012,0,,
IN,GE,2012,0,,
IN,GH,2012,0,,
IN,GM,2012,0,,
IN,GN,2012,0,,
IN,GQ,2012,0,,
IN,GT,2012,0,,
IN,GW,2012,0,,
IN,GY,2012,0,,
IN,HN,2012,0,,
IN,HT,2012,0,,
IN,ID,2012,1.86,,
IN,IN,2012,0,,
IN,IQ,2012,0.09,,
IN,IR,2012,1.55,,
IN,JM,2012,0,,
IN,JO,2012,0,,
IN,KE,2012,3.73,,
IN,KG,2012,0,,
IN,KH,2012,0,,
IN,KI,2012,0,,
IN,KM,2012,0,,
IN,KN,2012,0,,
IN,KP,2012,0,,
IN,KZ,2012,0.09,,
IN,LA,2012,0,,
IN,LB,2012,0,,
IN,LC,2012,0,,
IN,LK,2012,400.45,,
IN,LR,2012,0,,
IN,LS,2012,0,,
IN,LY,2012,0,,
IN,MA,2012,0,,
IN,MD,2012,0,,
IN,ME,2012,0,,
IN,MG,2012,0,,
IN,MH,2012,0,,
IN,MK,2012,0,,
IN,ML,2012,0,,
IN,MM,2012,0,,
IN,MN,2012,0,,
IN,MR,2012,0,,
IN,MS,2012,,,
IN,MU,2012,0.48,,
IN,MV,2012,0.27,,
IN,MW,2012,0,,
IN,MX,2012,0,,
IN,MY,2012,9.48,,
IN,MZ,2012,0,,
IN,NA,2012,0,,
IN,NE,2012,0,,
IN,NG,2012,8.98,,
IN,NI,2012,0,,
IN,NP,2012,1634.26,,
IN,NR,2012,,,
IN,NU,2012,,,
IN,PA,2012,0,,
IN,PE,2012,0,,
IN,PG,2012,0,,
IN,PH,2012,0,,
IN,PK,2012,2189.17,,
IN,PS,2012,0,,
IN,PW,2012,0,,
IN,PY,2012,0,,
IN,RS,2012,0,,
IN,RW,2012,0,,
IN,SB,2012,0,,
IN,SC,2012,0,,
IN,SD,2012,0,,
IN,SH,2012,,,
IN,SL,2012,0,,
IN,SN,2012,0,,
IN,SO,2012,0,,
IN,SR,2012,0,,
IN,SS,2012,,,
IN,ST,2012,0,,
IN,SV,2012,0,,
IN,SY,2012,0,,
IN,SZ,2012,0,,
IN,TD,2012,0,,
IN,TG,2012,0,,
IN,TH,2012,0,,
IN,TJ,2012,0,,
IN,TK,2012,,,
IN,TL,2012,0,,
IN,TM,2012,0,,
IN,TN,2012,0,,
IN,TO,2012,0,,
IN,TR,2012,0.02,,
IN,TV,2012,0,,
IN,TZ,2012,0,,
IN,UA,2012,0,,
IN,UG,2012,0.87,,
IN,UY,2012,0,,
IN,UZ,2012,0,,
IN,VC,2012,0,,
IN,VE,2012,0,,
IN,VN,2012,1.5,,
IN,VU,2012,0,,
IN,WF,2012,,,
IN,WS,2012,0,,
IN,XK,2012,0,,
IN,YE,2012,0,,
IN,ZA,2012,0,,
IN,ZM,2012,0.13,,
IN,ZW,2012,0,,
IQ,AF,2012,0,,
IQ,AG,2012,0,,
IQ,AI,2012,,,
IQ,AL,2012,0,,
IQ,AM,2012,0,,
IQ,AO,2012,0,,
IQ,AR,2012,0,,
IQ,AZ,2012,0,,
IQ,BA,2012,0,,
IQ,BD,2012,0,,
IQ,BF,2012,0,,
IQ,BI,2012,0,,
IQ,BJ,2012,0,,
IQ,BO,2012,0,,
IQ,BR,2012,0,,
IQ,BT,2012,0,,
IQ,BW,2012,0,,
IQ,BY,2012,0,,
IQ,BZ,2012,0,,
IQ,CD,2012,0,,
IQ,CF,2012,0,,
IQ,CG,2012,0,,
IQ,CI,2012,0,,
IQ,CK,2012,,,
IQ,CL,2012,0,,
IQ,CM,2012,0,,
IQ,CN,2012,0,,
IQ,CO,2012,0,,
IQ,CR,2012,0,,
IQ,CU,2012,0,,
IQ,CV,2012,0,,
IQ,DJ,2012,0,,
IQ,DM,2012,0,,
IQ,DO,2012,0,,
IQ,DZ,2012,0.35,,
IQ,EC,2012,0,,
IQ,EG,2012,0,,
IQ,ER,2012,0,,
IQ,ET,2012,0,,
IQ,FJ,2012,0,,
IQ,FM,2012,0,,
IQ,GA,2012,0,,
IQ,GD,2012,0,,
IQ,GE,2012,0,,
IQ,GH,2012,0,,
IQ,GM,2012,0,,
IQ,GN,2012,0,,
IQ,GQ,2012,0,,
IQ,GT,2012,0,,
IQ,GW,2012,0,,
IQ,GY,2012,0,,
IQ,HN,2012,0,,
IQ,HT,2012,0,,
IQ,ID,2012,0,,
IQ,IN,2012,1.07,,
IQ,IQ,2012,0,,
IQ,IR,2012,7.53,,
IQ,JM,2012,0,,
IQ,JO,2012,15.36,,
IQ,KE,2012,0,,
IQ,KG,2012,0,,
IQ,KH,2012,0,,
IQ,KI,2012,0,,
IQ,KM,2012,0,,
IQ,KN,2012,0,,
IQ,KP,2012,0,,
IQ,KZ,2012,0,,
IQ,LA,2012,0,,
IQ,LB,2012,17.16,,
IQ,LC,2012,0,,
IQ,LK,2012,0,,
IQ,LR,2012,0,,
IQ,LS,2012,0,,
IQ,LY,2012,0,,
IQ,MA,2012,0.69,,
IQ,MD,2012,0,,
IQ,ME,2012,0,,
IQ,MG,2012,0,,
IQ,MH,2012,0,,
IQ,MK,2012,0,,
IQ,ML,2012,0,,
IQ,MM,2012,0,,
IQ,MN,2012,0,,
IQ,MR,2012,0,,
IQ,MS,2012,,,
IQ,MU,2012,0,,
IQ,MV,2012,0,,
IQ,MW,2012,0,,
IQ,MX,2012,0,,
IQ,MY,2012,0,,
IQ,MZ,2012,0,,
IQ,NA,2012,0,,
