id,year,budget-type,l1,l2,l3,l4,l5,l6,value,value-ncu
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,crops,integrated-production-and-pest-management,,,0,0
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,crops,kabale-tea-factory,,,0,0
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,crops,labour-saving-tech-and-mech-for-agricultral-production,,,1456653.964,4927106000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,crops,vegetable-oil-development-project-phase,,,4685396.522,15848270000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,crops,rice-development-project,,,1422032.643,4810000000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,crops,agriculture-cluster-development-project,,,147820.7367,500001000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,crops,commercialization-of-agriculture-in-northern-uganda,,,88692.26461,300000000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,crops,agriculture-techonology-transfer-cassava-value-chain-project,,,82779.15133,279999000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,crops,enhancing-national-food-security-through-increased-rice-production-in-eastern-uganda,,,127125.5793,430000000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,animal-resources,directorate-of-animal-resources,,,120886.0785,408895000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,animal-resources,animal-production-department,,,343726.2802,1162648000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,animal-resources,livestock-health-and-entomology,,,883968.0111,2990006000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,animal-resources,fisheries-resources-department,,,2273791.171,7691058000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,animal-resources,department-of-entomology,,,243903.7277,825000000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,animal-resources,livestock-disease-control,,,1308210.903,4430000000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,animal-resources,national-livestock-production-improvement,,,,
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,animal-resources,support-to-fisheries-development,,,0,0
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,animal-resources,uganda-meat-exports-development-project,,,0,0
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,animal-resources,avian-and-human-influenza-preparedness-and-response,,,434592.0966,1470000000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,animal-resources,support-to-quality-assurance-fish-marketing,,,0,0
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,animal-resources,export-goat-breeding-and-production,,,0,0
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,animal-resources,increasing-mukene-for-human-consumption,,,461495.4169,1560000000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,animal-resources,support-to-fisheries-mechanisation-weed-control,,,88692.26461,300000000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,animal-resources,technical-assistance-to-improve-animal-disease-diagnostic-capacity,,,0,0
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,policy-planning-and-support-services,headquarters,,,1956624.676,6618248000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,policy-planning-and-support-services,department-of-planning,,,686390.6184,2321704000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,policy-planning-and-support-services,internal-audit,,,131401.1377,444462000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,policy-planning-and-support-services,department-of-agribusiness,,,147820.441,500000000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,policy-planning-and-support-services,agricultural-statistical-unit,,,236512.7056,800000000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,policy-planning-and-support-services,support-for-institutional-development,,,1011794.555,3422377000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,policy-planning-and-support-services,rural-electrification,,,0,0
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,policy-planning-and-support-services,supervision-monitoring-and-evaluation,,,0,0
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,policy-planning-and-support-services,plan-for-national-agriculture-statistics,,,419810.0525,1420000000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,policy-planning-and-support-services,agriculture-production-marketing-regulation,,,147820.441,500000000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,policy-planning-and-support-services,ministry-of-agriculture-animal-fisheries-coordination,,,714564.0119,2420000000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,policy-planning-and-support-services,support-to-agro-processing-marketing-of-agricultural,,,1126391.761,3810000000
UG,2015,budget,agriculture,ministry-of-agriculture-animal-fisheries,policy-planning-and-support-services,construction-of-ministry-of-agriculture-animal-industry,,,354769.0584,1200000000
UG,2015,budget,interest-payments,,,,,,320141.2826,1082872167
UG,2015,budget,interest-payments,domestic-interest-payments,,,,,294597.9107,996472168
UG,2015,budget,interest-payments,external-interest-payments,,,,,25543.37221,86400000
UG,2014,budget,education,,,,,,605840015.1,1770000000000
UG,2014,budget,education,pre-primary-and-primary-education,,,,,267952852.7,783000000000
UG,2014,budget,education,secondary-education,,,,,188978269.3,552000000000
UG,2014,budget,education,tertiaryhigher-education,,,,,121501991.5,355000000000
UG,2014,budget,education,other,,,,,27406501.27,80088830000
UG,2014,budget,education,pre-primary-and-primary-education,central-government,,,,15771373.24,46100000000
UG,2014,budget,education,pre-primary-and-primary-education,district-governments,,,,247603168.4,724000000000
UG,2014,budget,education,pre-primary-and-primary-education,kampala-capital-city-authority,,,,4578433.964,13379359000
UG,2014,budget,education,secondary-education,central-government,,,,81190679.04,237000000000
UG,2014,budget,education,secondary-education,district-governments,,,,104436413,305000000000
UG,2014,budget,education,secondary-education,kampala-capital-city-authority,,,,3351162.216,9792956000
UG,2014,budget,education,tertiaryhigher-education,higher-education,,,,19519161.82,57000000000
UG,2014,budget,education,tertiaryhigher-education,central-government---skills-development,,,,24060172.99,70300000000
UG,2014,budget,education,tertiaryhigher-education,busitema-university,,,,5293854.02,15500000000
UG,2014,budget,education,tertiaryhigher-education,kampala-capital-city-authority,,,,1139634.681,3330305000
UG,2014,budget,education,tertiaryhigher-education,muni-university,,,,0,0
UG,2014,budget,education,tertiaryhigher-education,makerere-university,,,,28402707.41,83000000000
UG,2014,budget,education,tertiaryhigher-education,mbarara-university,,,,5126175.386,15000000000
UG,2014,budget,education,tertiaryhigher-education,makerere-university-business-school,,,,2936087.104,8580000000
UG,2014,budget,education,tertiaryhigher-education,kyambogo-university,,,,7569492.626,22100000000
UG,2014,budget,education,tertiaryhigher-education,uganda-management-institute,,,,657026.4847,1920000000
UG,2014,budget,education,tertiaryhigher-education,gulu-university,,,,4920854.609,14400000000
UG,2014,budget,education,tertiaryhigher-education,district-governments---skills-development,,,,21876928.73,63900000000
UG,2014,budget,education,other,functional-adult-literacy-project,,,,146119.9526,427000000
UG,2014,budget,education,other,support-to-national-library-of-uganda,,,,147601.6842,431330000
UG,2014,budget,education,other,district-governments---education-inspection-and-monitoring,,,,1060824.012,3100000000
UG,2014,budget,education,other,education-service-commission,,,,2063473.804,6030000000
UG,2014,budget,education,other,kampala-capital-city-authority,,,,27547.20418,80500000
UG,2014,budget,education,other,policy-planning-and-support-services,,,,6522356.666,19100000000
UG,2014,budget,education,other,physical-education-and-sports,,,,1806822.833,5280000000
UG,2014,budget,education,other,quality-and-standards,,,,14892600.32,43500000000
UG,2014,budget,education,other,special-needs-education-guidance-and-counselling,,,,739154.7953,2160000000
UG,2014,budget,education,pre-primary-and-primary-education,central-government,basic-education,,,8718841.375,25478692000
UG,2014,budget,education,pre-primary-and-primary-education,central-government,emergency-construction-of-primary-schools,,,638171.1934,1864900000
UG,2014,budget,education,pre-primary-and-primary-education,central-government,karamoja-primary-education-project,,,6414360.675,18744408000
UG,2014,budget,education,pre-primary-and-primary-education,central-government,uganda-teacher-and-school-effectiveness-project,,,0,0
UG,2014,budget,education,secondary-education,central-government,secondary-education,,,4803032.308,14035693000
UG,2014,budget,education,secondary-education,central-government,private-schools-department,,,211140.9361,617008000
UG,2014,budget,education,secondary-education,central-government,development-of-secondary-education,,,2534160.049,7405466000
UG,2014,budget,education,secondary-education,central-government,support-to-ugandan-secondary-education,,,44633314.79,130000000000
UG,2014,budget,education,secondary-education,central-government,african-development-bank-iv-support-to-secondary-education,,,29009405.33,84772927000
UG,2014,budget,education,other,special-needs-education-guidance-and-counselling,,african-development-bank,,413946.1908,1209657000
UG,2014,budget,education,other,special-needs-education-guidance-and-counselling,guidance-and-counselling,,,325807.1145,952092000
UG,2014,budget,education,other,special-needs-education-guidance-and-counselling,development-and-improvement-of-special-needs-education,,,0,0
UG,2014,budget,education,tertiaryhigher-education,higher-education,higher-education,,,9001947.927,26306002000
UG,2014,budget,education,tertiaryhigher-education,higher-education,development-of-uganda-petroleum-institute-kigumba,,,4695932.543,13722720000
UG,2014,budget,education,tertiaryhigher-education,higher-education,support-to-higher-education-science-technology,,,5819641.175,17006485000
UG,2014,budget,education,tertiaryhigher-education,central-government---skills-development,business-technical-vocational-education-and-training,,,5655216.876,16525995000
UG,2014,budget,education,tertiaryhigher-education,central-government---skills-development,national-health-service-training-colleges,,,2638508.516,7710399000
UG,2014,budget,education,tertiaryhigher-education,central-government---skills-development,department-of-training-institutions,,,924203.5671,2700760000
UG,2014,budget,education,tertiaryhigher-education,central-government---skills-development,development-of-business-technical-vocational-education-and-training,,,12734724.13,37214132000
UG,2014,budget,education,tertiaryhigher-education,central-government---skills-development,development-of-technical-vocational-education-training-p-graduate,,,752842.8471,2200000000
UG,2014,budget,education,tertiaryhigher-education,central-government---skills-development,nakawa-vocational-training-institute,,,346839.1483,1013553000
UG,2014,budget,education,tertiaryhigher-education,central-government---skills-development,support-to-national-health-departmental-training-institute,,,1008809.415,2950000000
UG,2014,budget,education,tertiaryhigher-education,central-government---skills-development,albertine-region-sustainable-development-project,,,0,0
UG,2014,budget,education,other,quality-and-standards,teacher-education,,,5318518.52,15542076000
UG,2014,budget,education,other,quality-and-standards,education-standards-agency,,,1340730.298,3917958000
UG,2014,budget,education,other,quality-and-standards,development-of-primary-teachers-colleges,,,1808512.623,5284938000
UG,2014,budget,education,other,quality-and-standards,relocation-of-shimoni-primary-teachers-college,,,339484.9002,992062000
UG,2014,budget,education,other,quality-and-standards,improving-the-training-of-btvet-technical-instructors-health-tutors-secondary-teachers-in-uganda,,,6084237.033,17779702000
UG,2014,budget,education,other,physical-education-and-sports,sports-and-physical-education,,,1093508.684,3195513000
UG,2014,budget,education,other,physical-education-and-sports,support-to-physical-education-and-sports,,,711710.2515,2079800000
UG,2014,budget,education,other,policy-planning-and-support-services,headquarter,,,4624014.834,13512558000
UG,2014,budget,education,other,policy-planning-and-support-services,planning,,,1754287.406,5126478000
UG,2014,budget,education,other,policy-planning-and-support-services,internal-audit,,,145760.299,425949000
UG,2014,budget,education,other,policy-planning-and-support-services,quick-action-for-improving-quality-and-timeliness-of-education-and-sports-sector,,,0,0
UG,2015,budget,education,,,,,,597708996.8,2020000000000
UG,2015,budget,education,pre-primary-and-primary-education,,,,,301092499.9,1020000000000
UG,2015,budget,education,secondary-education,,,,,141444354.1,478000000000
UG,2015,budget,education,tertiaryhigher-education,,,,,131541862.8,445000000000
UG,2015,budget,education,other,,,,,23631210.44,79932147000
UG,2015,budget,education,pre-primary-and-primary-education,central-government,,,,18333074.25,62011296000
UG,2015,budget,education,pre-primary-and-primary-education,district-governments,,,,279732446.2,946000000000
UG,2015,budget,education,pre-primary-and-primary-education,kampala-capital-city-authority,,,,3026804.462,10238112000
UG,2015,budget,education,secondary-education,central-government,,,,31772525.59,107000000000
UG,2015,budget,education,secondary-education,district-governments,,,,104423315.9,353000000000
UG,2015,budget,education,secondary-education,kampala-capital-city-authority,,,,5248428.026,17752714000
UG,2015,budget,education,tertiaryhigher-education,higher-education,,,,16393286.91,55500000000
UG,2015,budget,education,tertiaryhigher-education,central-government---skills-development,,,,35482818.66,120000000000
UG,2015,budget,education,tertiaryhigher-education,busitema-university,,,,5017025.768,17000000000
UG,2015,budget,education,tertiaryhigher-education,kampala-capital-city-authority,,,,1859670.727,6290303000
UG,2015,budget,education,tertiaryhigher-education,muni-university,,,,1921665.733,6500000000
UG,2015,budget,education,tertiaryhigher-education,makerere-university,,,,28174576.06,95300000000
UG,2015,budget,education,tertiaryhigher-education,mbarara-university,,,,6019430.473,20360616000
UG,2015,budget,education,tertiaryhigher-education,makerere-university-business-school,,,,2637116.668,8920000000
UG,2015,budget,education,tertiaryhigher-education,kyambogo-university,,,,6923909.457,23400000000
UG,2015,budget,education,tertiaryhigher-education,uganda-management-institute,,,,606063.8082,2050000000
UG,2015,budget,education,tertiaryhigher-education,gulu-university,,,,4554870.777,15406769000
UG,2015,budget,education,tertiaryhigher-education,district-governments---skills-development,,,,23873001.22,80800000000
UG,2015,budget,education,other,functional-adult-literacy-project,,,,0,0
UG,2015,budget,education,other,support-to-national-library-of-uganda,,,,127518.7816,431330000
UG,2015,budget,education,other,district-governments---education-inspection-and-monitoring,,,,1389512.146,4700000000
UG,2015,budget,education,other,education-service-commission,,,,1702891.481,5760000000
UG,2015,budget,education,other,kampala-capital-city-authority,,,,26849.21798,90817000
UG,2015,budget,education,other,policy-planning-and-support-services,,,,4065062.128,13800000000
UG,2015,budget,education,other,physical-education-and-sports,,,,2063573.357,6980000000
UG,2015,budget,education,other,quality-and-standards,,,,13037762.9,44100000000
UG,2015,budget,education,other,special-needs-education-guidance-and-counselling,,,,1218040.434,4120000000
UG,2015,budget,education,pre-primary-and-primary-education,central-government,basic-education,,,9104378.036,30795396000
UG,2015,budget,education,pre-primary-and-primary-education,central-government,emergency-construction-of-primary-schools,,,551340.6809,1864900000
UG,2015,budget,education,pre-primary-and-primary-education,central-government,karamoja-primary-education-project,,,6294194.379,21300000000
UG,2015,budget,education,pre-primary-and-primary-education,central-government,uganda-teacher-and-school-effectiveness-project,,,2383161.15,8060000000
UG,2015,budget,education,secondary-education,central-government,secondary-education,,,4632073.55,15667906000
UG,2015,budget,education,secondary-education,central-government,private-schools-department,,,182386.1817,616918000
UG,2015,budget,education,secondary-education,central-government,development-of-secondary-education,,,2610336.925,8829418000
UG,2015,budget,education,secondary-education,central-government,support-to-ugandan-secondary-education,,,261937.8215,886000000
UG,2015,budget,education,secondary-education,central-government,african-development-bank-iv-support-to-secondary-education,,,24085443.44,81468582000
UG,2015,budget,education,other,special-needs-education-guidance-and-counselling,,,,328435.4382,1110927000
UG,2015,budget,education,other,special-needs-education-guidance-and-counselling,guidance-and-counselling,,,281477.3187,952092000
UG,2015,budget,education,other,special-needs-education-guidance-and-counselling,development-and-improvement-of-special-needs-education,,,609217.4095,2060667000
UG,2015,budget,education,tertiaryhigher-education,higher-education,higher-education,,,6192051.045,20944502000
UG,2015,budget,education,tertiaryhigher-education,higher-education,development-of-uganda-petroleum-institute-kigumba,,,2956408.82,10000000000
UG,2015,budget,education,tertiaryhigher-education,higher-education,support-to-higher-education-science-technology,,,7313416.319,24737500000
UG,2015,budget,education,tertiaryhigher-education,central-government---skills-development,business-technical-vocational-education-and-training,,,5270092.885,17825995000
UG,2015,budget,education,tertiaryhigher-education,central-government---skills-development,national-health-service-training-colleges,,,2833819.555,9585344000
UG,2015,budget,education,tertiaryhigher-education,central-government---skills-development,department-of-training-institutions,,,798455.0686,2700760000
UG,2015,budget,education,tertiaryhigher-education,central-government---skills-development,development-of-business-technical-vocational-education-and-training,,,25030549.4,84665386000
UG,2015,budget,education,tertiaryhigher-education,central-government---skills-development,development-of-technical-vocational-education-training-p-graduate,,,591281.7641,2000000000
UG,2015,budget,education,tertiaryhigher-education,central-government---skills-development,nakawa-vocational-training-institute,,,118847.6346,402000000
UG,2015,budget,education,tertiaryhigher-education,central-government---skills-development,support-to-national-health-departmental-training-institute,,,841985.232,2850000000
UG,2015,budget,education,tertiaryhigher-education,central-government---skills-development,albertine-region-sustainable-development-project,,,186253.7557,630000000
UG,2015,budget,education,other,quality-and-standards,teacher-education,,,4890513.939,16542076000
UG,2015,budget,education,other,quality-and-standards,education-standards-agency,,,1158075.594,3917170000
UG,2015,budget,education,other,quality-and-standards,development-of-primary-teachers-colleges,,,1619468.719,5477824000
UG,2015,budget,education,other,quality-and-standards,relocation-of-shimoni-primary-teachers-college,,,204601.8201,692062000
UG,2015,budget,education,other,quality-and-standards,improving-the-training-of-btvet-technical-instructors-health-tutors-secondary-teachers-in-uganda,,,5165733.132,17500000000
UG,2015,budget,education,other,physical-education-and-sports,sports-and-physical-education,,,944465.3005,3194637000
UG,2015,budget,education,other,physical-education-and-sports,support-to-physical-education-and-sports,,,1117463.406,3779800000
UG,2015,budget,education,other,policy-planning-and-support-services,headquarter,,,2690272.307,9099798000
UG,2015,budget,education,other,policy-planning-and-support-services,planning,,,1274776.58,4311909000
UG,2015,budget,education,other,policy-planning-and-support-services,internal-audit,,,125927.9381,425949000
UG,2015,budget,education,other,policy-planning-and-support-services,quick-action-for-improving-quality-and-timeliness-of-education-and-sports-sector,,,59128.17641,200000000
UG,2014,budget,wash,,,,,,111630168.6,326000000000
UG,2014,budget,wash,rural-water-supply-and-sanitation---central-government,,,,,10475640.54,30612510000
UG,2014,budget,wash,urban-water-supply-and-sanitation---central-government,,,,,52979946.56,155000000000
UG,2014,budget,wash,water-for-production,,,,,6963882.912,20350253000
UG,2014,budget,wash,water-resources-management,,,,,13751706.34,40186015000
UG,2014,budget,wash,policy-planning-and-support-services,,,,,5602862.131,16373001000
UG,2014,budget,wash,rural-water-supply-and-sanitation---district-governments,,,,,21343094.71,62400000000
UG,2014,budget,wash,urban-water-supply-and-sanitation-----district-governments,,,,,513301.9412,1500000000
UG,2014,budget,wash,rural-water-supply-and-sanitation---central-government,rural-water-supply-and-sanitation,,,,191122.8448,558510000
UG,2014,budget,wash,rural-water-supply-and-sanitation---central-government,school-community-water-idps,,,,3758396.813,11000000000
UG,2014,budget,wash,rural-water-supply-and-sanitation---central-government,support-to-rural-water-supply-project,,,,6329697.337,18500000000
UG,2014,budget,wash,rural-water-supply-and-sanitation---central-government,provision-of-improved-water-sources-for-returned-idp,,,,196423.5428,574000000
UG,2014,budget,wash,urban-water-supply-and-sanitation---central-government,urban-water-supply-sewerage,,,,137447.203,401656000
UG,2014,budget,wash,urban-water-supply-and-sanitation---central-government,energy-for-rural-transformation,,,,751166.7451,2195102000
UG,2014,budget,wash,urban-water-supply-and-sanitation---central-government,support-to-small-town-water-supply-project,,,,1632376.826,4770224000
UG,2014,budget,wash,urban-water-supply-and-sanitation---central-government,urban-water-reform,,,,783325.1117,2289077000
UG,2014,budget,wash,urban-water-supply-and-sanitation---central-government,water-and-sanitation-development-facility-north,,,,3499719.669,10227079000
UG,2014,budget,wash,urban-water-supply-and-sanitation---central-government,water-and-sanitation-development-facility---east,,,,3746364.331,10947838000
UG,2014,budget,wash,urban-water-supply-and-sanitation---central-government,water-and-sanitation-development-facility---central,,,,6739973.419,19695932000
UG,2014,budget,wash,urban-water-supply-and-sanitation---central-government,protection-of-lake-victoria-kampala-sanitation,,,,19374901.39,56618434000
UG,2014,budget,wash,urban-water-supply-and-sanitation---central-government,lake-victoria-water-and-sanitation-phase-ii-project,,,,589795.2231,1723533000
UG,2014,budget,wash,urban-water-supply-and-sanitation---central-government,kampala-water-lake-victoria-water-and-sanitation,,,,10306076.37,30100000000
UG,2014,budget,wash,urban-water-supply-and-sanitation---central-government,water-management-and-development-project,,,,1546675.25,4519782000
UG,2014,budget,wash,urban-water-supply-and-sanitation---central-government,water-management-and-development-project-ii,,,,479081.8118,1400000000
UG,2014,budget,wash,urban-water-supply-and-sanitation---central-government,water-and-sanitation-development-facility-south-west,,,,3392925.831,9920000000
UG,2014,budget,wash,urban-water-supply-and-sanitation---central-government,investment-subsidy-to-national-water-and-sewerage-corporation,,,,0,0
UG,2014,budget,wash,water-for-production,water-for-production,,,,119263.995,348520000
UG,2014,budget,wash,water-for-production,water-for-production-project,,,,6844618.917,20001733000
UG,2014,budget,wash,water-resources-management,water-resources-monitoring-assessment,,,,162530.5578,474956000
UG,2014,budget,wash,water-resources-management,water-resources-regulation,,,,297598.093,869658000
UG,2014,budget,wash,water-resources-management,water-quality-management,,,,178239.9927,520863000
UG,2014,budget,wash,water-resources-management,lake-victoria-environment-management-project,,,,9171823.494,26802422000
UG,2014,budget,wash,water-resources-management,operational-water-resources-management,,,,432932.8874,1265141000
UG,2014,budget,wash,water-resources-management,support-to-water-resource-management,,,,2178142.72,6365092000
UG,2014,budget,wash,water-resources-management,mapping-of-ground-water-resurces-in-uganda,,,,571000.5014,1668610000
UG,2014,budget,wash,water-resources-management,water-management-and-development-project,,,,759438.0926,2219273000
UG,2014,budget,wash,water-resources-management,support-for-hydro-power-development-and-operations-on-river,,,,0,0
UG,2014,budget,wash,policy-planning-and-support-services,finance-and-administration,,,,619259.0967,1809634000
UG,2014,budget,wash,policy-planning-and-support-services,office-of-directorate-of-water-development,,,,61995.23965,181166000
UG,2014,budget,wash,policy-planning-and-support-services,planning,,,,316690.1876,925450000
UG,2014,budget,wash,policy-planning-and-support-services,office-of-directorate-of-water-resources-management,,,,34539.40322,100933000
UG,2014,budget,wash,policy-planning-and-support-services,internal-audit,,,,42457.94116,124073000
UG,2014,budget,wash,policy-planning-and-support-services,policy-and-management-support,,,,4172054.871,12191815000
UG,2014,budget,wash,policy-planning-and-support-services,water-management-and-development-project,,,,355865.3918,1039930000
UG,2014,budget,social-protection,,,,,,13328926.56,38950544000
UG,2014,budget,social-protection,social-protection-for-vulnerable-groups,,,,,3436961.662,10043684000
UG,2014,budget,social-protection,promotion-of-labour-productivity-and-employment,,,,,1346278.065,3934170000
UG,2014,budget,social-protection,policy-planning-and-support-services,,,,,6057199.025,17700690000
UG,2014,budget,social-protection,community-mobilisation-and-empowerment---district-governments,,,,,2443317.24,7140000000
UG,2014,budget,social-protection,social-protection-for-vulnerable-groups,disability-and-elderly,,,,414905.3811,1212460000
UG,2014,budget,social-protection,social-protection-for-vulnerable-groups,youth-and-children-affairs,,,,2125245.244,6210512000
UG,2014,budget,social-protection,social-protection-for-vulnerable-groups,promotion-of-children-and-youth,,,,212408.4497,620712000
UG,2014,budget,social-protection,social-protection-for-vulnerable-groups,social-assistance-grant-for-empowerment,,,,684402.5882,2000000000
UG,2014,budget,social-protection,promotion-of-labour-productivity-and-employment,labour-and-industrial-relations,,,,149884.1668,438000000
UG,2014,budget,social-protection,promotion-of-labour-productivity-and-employment,occupational-safety-and-health,,,,205662.9778,601000000
UG,2014,budget,social-protection,promotion-of-labour-productivity-and-employment,industrial-court,,,,122165.862,357000000
UG,2014,budget,social-protection,promotion-of-labour-productivity-and-employment,employment-services,,,,184162.4705,538170000
UG,2014,budget,social-protection,promotion-of-labour-productivity-and-employment,strengthening-safeguards-safety-and-health-at-workplaces,,,,684402.5882,2000000000
UG,2014,budget,social-protection,policy-planning-and-support-services,headquarters-planning-and-policy,,,,1989727.029,5814493000
UG,2014,budget,social-protection,policy-planning-and-support-services,office-of-the-dgcd;-dsp-and-dl,,,,45170.57082,132000000
UG,2014,budget,social-protection,policy-planning-and-support-services,internal-audit,,,,56452.26309,164968000
UG,2014,budget,social-protection,policy-planning-and-support-services,strengthening-ministry-of-gender-labour-and-social-development,,,,3965849.162,11589229000
UG,2014,budget,social-protection,policy-planning-and-support-services,headquarters-planning-and-policy,support-to-the-street-children-activities,,,325342.063,950733000
UG,2014,budget,social-protection,policy-planning-and-support-services,headquarters-planning-and-policy,other,,,1664384.966,4863760000
UG,2014,budget,social-protection,policy-planning-and-support-services,strengthening-ministry-of-gender-labour-and-social-development,support-to-youth-groups,,,0,0
UG,2014,budget,social-protection,policy-planning-and-support-services,strengthening-ministry-of-gender-labour-and-social-development,other,,,3965849.162,11589229000
UG,2015,budget,wash,,,,,,106726949.7,361000000000
UG,2015,budget,wash,rural-water-supply-and-sanitation---central-government,,,,,21434547.25,72501973000
UG,2015,budget,wash,urban-water-supply-and-sanitation---central-government,,,,,44551898.36,151000000000
UG,2015,budget,wash,water-for-production,,,,,9599317.236,32469519000
UG,2015,budget,wash,water-resources-management,,,,,7107877.318,24042268000
UG,2015,budget,wash,policy-planning-and-support-services,,,,,5150786.416,17422443000
UG,2015,budget,wash,rural-water-supply-and-sanitation---district-governments,,,,,18439121.81,62400000000
UG,2015,budget,wash,urban-water-supply-and-sanitation-----district-governments,,,,,443461.3231,1500000000
UG,2015,budget,wash,rural-water-supply-and-sanitation---central-government,rural-water-supply-and-sanitation,,,,151360.1493,511973000
UG,2015,budget,wash,rural-water-supply-and-sanitation---central-government,school-community-water-idps,,,,4725228.218,16000000000
UG,2015,budget,wash,rural-water-supply-and-sanitation---central-government,support-to-rural-water-supply-project,,,,8720519.097,29500000000
UG,2015,budget,wash,rural-water-supply-and-sanitation---central-government,provision-of-improved-water-sources-for-returned-idp,,,,7837439.783,26500000000
UG,2015,budget,wash,urban-water-supply-and-sanitation---central-government,urban-water-supply-sewerage,,,,120919.1902,409007000
UG,2015,budget,wash,urban-water-supply-and-sanitation---central-government,energy-for-rural-transformation,,,,734977.7191,2486049000
UG,2015,budget,wash,urban-water-supply-and-sanitation---central-government,support-to-small-town-water-supply-project,,,,1558093.672,5270224000
UG,2015,budget,wash,urban-water-supply-and-sanitation---central-government,urban-water-reform,,,,629442.2022,2129077000
UG,2015,budget,wash,urban-water-supply-and-sanitation---central-government,water-and-sanitation-development-facility-north,,,,5057551.925,17107079000
UG,2015,budget,wash,urban-water-supply-and-sanitation---central-government,water-and-sanitation-development-facility---east,,,,3142023.4,10627838000
UG,2015,budget,wash,urban-water-supply-and-sanitation---central-government,water-and-sanitation-development-facility---central,,,,5882050.885,19895932000
UG,2015,budget,wash,urban-water-supply-and-sanitation---central-government,protection-of-lake-victoria-kampala-sanitation,,,,11533966.04,39013434000
UG,2015,budget,wash,urban-water-supply-and-sanitation---central-government,lake-victoria-water-and-sanitation-phase-ii-project,,,,1544289.903,5223533000
UG,2015,budget,wash,urban-water-supply-and-sanitation---central-government,kampala-water-lake-victoria-water-and-sanitation,,,,5291748.284,17899244000
UG,2015,budget,wash,urban-water-supply-and-sanitation---central-government,water-management-and-development-project,,,,1158847.808,3919782000
UG,2015,budget,wash,urban-water-supply-and-sanitation---central-government,water-management-and-development-project-ii,,,,532153.5877,1800000000
UG,2015,budget,wash,urban-water-supply-and-sanitation---central-government,water-and-sanitation-development-facility-south-west,,,,6478969.93,21900000000
UG,2015,budget,wash,urban-water-supply-and-sanitation---central-government,investment-subsidy-to-national-water-and-sewerage-corporation,,,,886922.6461,3000000000
UG,2015,budget,wash,water-for-production,water-for-production,,,,94462.87899,319519000
UG,2015,budget,wash,water-for-production,water-for-production-project,,,,9504854.357,32200000000
UG,2015,budget,wash,water-resources-management,water-resources-monitoring-assessment,,,,121211.2834,409995000
UG,2015,budget,wash,water-resources-management,water-resources-regulation,,,,82988.16943,280706000
UG,2015,budget,wash,water-resources-management,water-quality-management,,,,149510.0287,505715000
UG,2015,budget,wash,water-resources-management,lake-victoria-environment-management-project,,,,3140001.808,10600000000
UG,2015,budget,wash,water-resources-management,operational-water-resources-management,,,,438103.4234,1481877000
UG,2015,budget,wash,water-resources-management,support-to-water-resource-management,,,,1731221.564,5855826000
UG,2015,budget,wash,water-resources-management,mapping-of-ground-water-resurces-in-uganda,,,,493309.3322,1668610000
UG,2015,budget,wash,water-resources-management,water-management-and-development-project,,,,803711.2678,2718539000
UG,2015,budget,wash,water-resources-management,support-for-hydro-power-development-and-operations-on-river,,,,147820.441,500000000
