id-from,id-to,year,financing-type,value,,
DK,CU,2001,,0,,
DK,CV,2001,,0,,
DK,DJ,2001,,0,,
DK,DM,2001,,0,,
DK,DO,2001,,0,,
DK,DZ,2001,,0,,
DK,EC,2001,,0,,
DK,EG,2001,,4673607.925,,
DK,ER,2001,,0,,
DK,ET,2001,,0,,
DK,FJ,2001,,0,,
DK,FM,2001,,0,,
DK,GA,2001,,0,,
DK,GD,2001,,0,,
DK,GE,2001,,0,,
DK,GH,2001,,0,,
DK,GM,2001,,0,,
DK,GN,2001,,0,,
DK,GQ,2001,,0,,
DK,GT,2001,,0,,
DK,GW,2001,,0,,
DK,GY,2001,,0,,
DK,HN,2001,,0,,
DK,HR,2001,,1779452.146,,
DK,HT,2001,,0,,
DK,IN,2001,,24701239.98,,
DK,IQ,2001,,0,,
DK,IR,2001,,83450935.8,,
DK,JM,2001,,0,,
DK,JO,2001,,0,,
DK,KE,2001,,0,,
DK,KG,2001,,0,,
DK,KH,2001,,0,,
DK,KI,2001,,0,,
DK,KM,2001,,0,,
DK,KN,2001,,0,,
DK,KP,2001,,0,,
DK,KZ,2001,,0,,
DK,LA,2001,,0,,
DK,LB,2001,,0,,
DK,LC,2001,,0,,
DK,LK,2001,,0,,
DK,LR,2001,,0,,
DK,LS,2001,,0,,
DK,LY,2001,,0,,
DK,MA,2001,,668451.847,,
DK,MD,2001,,0,,
DK,ME,2001,,0,,
DK,MG,2001,,0,,
DK,MH,2001,,0,,
DK,MK,2001,,0,,
DK,ML,2001,,0,,
DK,MM,2001,,0,,
DK,MN,2001,,0,,
DK,MR,2001,,0,,
DK,MS,2001,,0,,
DK,MT,2001,,0,,
DK,MU,2001,,0,,
DK,MV,2001,,0,,
DK,MW,2001,,0,,
DK,MX,2001,,321117971.5,,
DK,MY,2001,,35161307.8,,
DK,MZ,2001,,0,,
DK,NA,2001,,0,,
DK,NE,2001,,0,,
DK,NG,2001,,0,,
DK,NI,2001,,0,,
DK,NP,2001,,0,,
DK,NR,2001,,0,,
DK,NU,2001,,0,,
DK,OM,2001,,0,,
DK,PA,2001,,0,,
DK,PE,2001,,0,,
DK,PG,2001,,0,,
DK,PH,2001,,4673607.925,,
DK,PK,2001,,0,,
DK,PS,2001,,0,,
DK,PW,2001,,0,,
DK,PY,2001,,0,,
DK,RS,2001,,0,,
DK,RW,2001,,0,,
DK,SA,2001,,0,,
DK,SB,2001,,0,,
DK,SC,2001,,0,,
DK,SD,2001,,0,,
DK,SH,2001,,0,,
DK,SI,2001,,0,,
DK,SL,2001,,0,,
DK,SN,2001,,0,,
DK,SO,2001,,0,,
DK,SR,2001,,0,,
DK,SS,2001,,,,
DK,ST,2001,,0,,
DK,SV,2001,,0,,
DK,SY,2001,,0,,
DK,SZ,2001,,0,,
DK,TC,2001,,0,,
DK,TD,2001,,0,,
DK,TG,2001,,0,,
DK,TH,2001,,3560755.959,,
DK,TJ,2001,,0,,
DK,TK,2001,,0,,
DK,TL,2001,,0,,
DK,TM,2001,,0,,
DK,TN,2001,,0,,
DK,TO,2001,,0,,
DK,TR,2001,,192047511.7,,
DK,TT,2001,,0,,
DK,TV,2001,,0,,
DK,TZ,2001,,0,,
DK,UA,2001,,222200.06,,
DK,UG,2001,,0,,
DK,UY,2001,,1335052.026,,
DK,UZ,2001,,0,,
DK,VC,2001,,0,,
DK,VE,2001,,0,,
DK,VN,2001,,0,,
DK,VU,2001,,0,,
DK,WF,2001,,0,,
DK,WS,2001,,0,,
DK,XK,2001,,,,
DK,YE,2001,,0,,
DK,YT,2001,,,,
DK,ZA,2001,,22031135.93,,
DK,ZM,2001,,0,,
DK,ZW,2001,,0,,
DK,AF,2002,,0,,
DK,AG,2002,,0,,
DK,AI,2002,,0,,
DK,AL,2002,,0,,
DK,AM,2002,,0,,
DK,AO,2002,,0,,
DK,AR,2002,,4133222.721,,
DK,AZ,2002,,0,,
DK,BA,2002,,0,,
DK,BB,2002,,0,,
DK,BD,2002,,0,,
DK,BF,2002,,0,,
DK,BH,2002,,0,,
DK,BI,2002,,0,,
DK,BJ,2002,,0,,
DK,BO,2002,,0,,
DK,BR,2002,,36979480.62,,
DK,BT,2002,,0,,
DK,BW,2002,,0,,
DK,BY,2002,,0,,
DK,BZ,2002,,0,,
DK,CD,2002,,0,,
DK,CF,2002,,0,,
DK,CG,2002,,0,,
DK,CI,2002,,0,,
DK,CK,2002,,0,,
DK,CL,2002,,2174658.261,,
DK,CM,2002,,0,,
DK,CN,2002,,98538773.71,,
DK,CO,2002,,0,,
DK,CR,2002,,0,,
DK,CU,2002,,0,,
DK,CV,2002,,0,,
DK,DJ,2002,,0,,
DK,DM,2002,,0,,
DK,DO,2002,,0,,
DK,DZ,2002,,0,,
DK,EC,2002,,0,,
DK,EG,2002,,869520.299,,
DK,ER,2002,,0,,
DK,ET,2002,,0,,
DK,FJ,2002,,0,,
DK,FM,2002,,0,,
DK,GA,2002,,0,,
DK,GD,2002,,0,,
DK,GE,2002,,0,,
DK,GH,2002,,0,,
DK,GM,2002,,0,,
DK,GN,2002,,0,,
DK,GQ,2002,,0,,
DK,GT,2002,,0,,
DK,GW,2002,,0,,
DK,GY,2002,,0,,
DK,HN,2002,,0,,
DK,HR,2002,,653426.497,,
DK,HT,2002,,0,,
DK,IN,2002,,0,,
DK,IQ,2002,,0,,
DK,IR,2002,,0,,
DK,JM,2002,,0,,
DK,JO,2002,,0,,
DK,KE,2002,,0,,
DK,KG,2002,,0,,
DK,KH,2002,,0,,
DK,KI,2002,,0,,
DK,KM,2002,,0,,
DK,KN,2002,,0,,
DK,KP,2002,,0,,
DK,KZ,2002,,0,,
DK,LA,2002,,0,,
DK,LB,2002,,0,,
DK,LC,2002,,0,,
DK,LK,2002,,0,,
DK,LR,2002,,0,,
DK,LS,2002,,0,,
DK,LY,2002,,0,,
DK,MA,2002,,869520.299,,
DK,MD,2002,,0,,
DK,ME,2002,,0,,
DK,MG,2002,,0,,
DK,MH,2002,,0,,
DK,MK,2002,,0,,
DK,ML,2002,,0,,
DK,MM,2002,,0,,
DK,MN,2002,,0,,
DK,MR,2002,,0,,
DK,MS,2002,,0,,
DK,MT,2002,,0,,
DK,MU,2002,,0,,
DK,MV,2002,,0,,
DK,MW,2002,,0,,
DK,MX,2002,,0,,
DK,MY,2002,,48507913.46,,
DK,MZ,2002,,0,,
DK,NA,2002,,0,,
DK,NE,2002,,0,,
DK,NG,2002,,0,,
DK,NI,2002,,0,,
DK,NP,2002,,0,,
DK,NR,2002,,0,,
DK,NU,2002,,0,,
DK,OM,2002,,0,,
DK,PA,2002,,0,,
DK,PE,2002,,0,,
DK,PG,2002,,0,,
DK,PH,2002,,0,,
DK,PK,2002,,0,,
DK,PS,2002,,0,,
DK,PW,2002,,0,,
DK,PY,2002,,0,,
DK,RS,2002,,0,,
DK,RW,2002,,0,,
DK,SA,2002,,0,,
DK,SB,2002,,0,,
DK,SC,2002,,0,,
DK,SD,2002,,0,,
DK,SH,2002,,0,,
DK,SI,2002,,0,,
DK,SL,2002,,0,,
DK,SN,2002,,0,,
DK,SO,2002,,0,,
DK,SR,2002,,0,,
DK,SS,2002,,,,
DK,ST,2002,,0,,
DK,SV,2002,,0,,
DK,SY,2002,,0,,
DK,SZ,2002,,0,,
DK,TC,2002,,0,,
DK,TD,2002,,0,,
DK,TG,2002,,0,,
DK,TH,2002,,6090072.15,,
DK,TJ,2002,,0,,
DK,TK,2002,,0,,
DK,TL,2002,,0,,
DK,TM,2002,,0,,
DK,TN,2002,,0,,
DK,TO,2002,,0,,
DK,TR,2002,,36761671.79,,
DK,TT,2002,,0,,
DK,TV,2002,,0,,
DK,TZ,2002,,0,,
DK,UA,2002,,10005486.04,,
DK,UG,2002,,0,,
DK,UY,2002,,0,,
DK,UZ,2002,,0,,
DK,VC,2002,,0,,
DK,VE,2002,,0,,
DK,VN,2002,,0,,
DK,VU,2002,,0,,
DK,WF,2002,,0,,
DK,WS,2002,,0,,
DK,XK,2002,,,,
DK,YE,2002,,0,,
DK,YT,2002,,,,
DK,ZA,2002,,18925357.98,,
DK,ZM,2002,,0,,
DK,ZW,2002,,0,,
DK,AF,2003,,0,,
DK,AG,2003,,0,,
DK,AI,2003,,0,,
DK,AL,2003,,0,,
DK,AM,2003,,0,,
DK,AO,2003,,0,,
DK,AR,2003,,0,,
DK,AZ,2003,,0,,
DK,BA,2003,,0,,
DK,BB,2003,,0,,
DK,BD,2003,,0,,
DK,BF,2003,,0,,
DK,BH,2003,,0,,
DK,BI,2003,,0,,
DK,BJ,2003,,0,,
DK,BO,2003,,0,,
DK,BR,2003,,54138615.46,,
DK,BT,2003,,0,,
DK,BW,2003,,0,,
DK,BY,2003,,427850.862,,
DK,BZ,2003,,0,,
DK,CD,2003,,0,,
DK,CF,2003,,0,,
DK,CG,2003,,0,,
DK,CI,2003,,0,,
DK,CK,2003,,0,,
DK,CL,2003,,17761440.38,,
DK,CM,2003,,0,,
DK,CN,2003,,21399580.11,,
DK,CO,2003,,427850.862,,
DK,CR,2003,,0,,
DK,CU,2003,,0,,
DK,CV,2003,,0,,
DK,DJ,2003,,0,,
DK,DM,2003,,0,,
DK,DO,2003,,0,,
DK,DZ,2003,,0,,
DK,EC,2003,,0,,
DK,EG,2003,,17975365.81,,
DK,ER,2003,,0,,
DK,ET,2003,,0,,
DK,FJ,2003,,0,,
DK,FM,2003,,0,,
DK,GA,2003,,0,,
DK,GD,2003,,0,,
DK,GE,2003,,0,,
DK,GH,2003,,0,,
DK,GM,2003,,0,,
DK,GN,2003,,0,,
DK,GQ,2003,,0,,
DK,GT,2003,,0,,
DK,GW,2003,,0,,
DK,GY,2003,,0,,
DK,HN,2003,,0,,
DK,HR,2003,,16476480.39,,
DK,HT,2003,,0,,
DK,IN,2003,,22469207.26,,
DK,IQ,2003,,0,,
DK,IR,2003,,1711403.447,,
DK,JM,2003,,0,,
DK,JO,2003,,0,,
DK,KE,2003,,0,,
DK,KG,2003,,0,,
DK,KH,2003,,0,,
DK,KI,2003,,0,,
DK,KM,2003,,0,,
DK,KN,2003,,0,,
DK,KP,2003,,0,,
DK,KZ,2003,,0,,
DK,LA,2003,,0,,
DK,LB,2003,,0,,
DK,LC,2003,,0,,
DK,LK,2003,,0,,
DK,LR,2003,,0,,
DK,LS,2003,,0,,
DK,LY,2003,,0,,
DK,MA,2003,,855701.724,,
DK,MD,2003,,0,,
DK,ME,2003,,0,,
DK,MG,2003,,0,,
DK,MH,2003,,0,,
DK,MK,2003,,0,,
DK,ML,2003,,0,,
DK,MM,2003,,0,,
DK,MN,2003,,0,,
DK,MR,2003,,0,,
DK,MS,2003,,0,,
DK,MT,2003,,0,,
DK,MU,2003,,0,,
DK,MV,2003,,0,,
DK,MW,2003,,0,,
DK,MX,2003,,0,,
DK,MY,2003,,26749123.29,,
DK,MZ,2003,,0,,
DK,NA,2003,,0,,
DK,NE,2003,,0,,
DK,NG,2003,,0,,
DK,NI,2003,,0,,
DK,NP,2003,,0,,
DK,NR,2003,,0,,
DK,NU,2003,,0,,
DK,OM,2003,,0,,
DK,PA,2003,,0,,
DK,PE,2003,,0,,
DK,PG,2003,,0,,
DK,PH,2003,,0,,
DK,PK,2003,,0,,
DK,PS,2003,,0,,
DK,PW,2003,,0,,
DK,PY,2003,,0,,
DK,RS,2003,,0,,
DK,RW,2003,,0,,
DK,SA,2003,,0,,
DK,SB,2003,,0,,
DK,SC,2003,,0,,
DK,SD,2003,,0,,
DK,SH,2003,,0,,
DK,SI,2003,,0,,
DK,SL,2003,,0,,
DK,SN,2003,,0,,
DK,SO,2003,,0,,
DK,SR,2003,,0,,
DK,SS,2003,,,,
DK,ST,2003,,0,,
DK,SV,2003,,0,,
DK,SY,2003,,0,,
DK,SZ,2003,,0,,
DK,TC,2003,,0,,
DK,TD,2003,,0,,
DK,TG,2003,,0,,
DK,TH,2003,,7918055.751,,
DK,TJ,2003,,0,,
DK,TK,2003,,0,,
DK,TL,2003,,0,,
DK,TM,2003,,0,,
DK,TN,2003,,0,,
DK,TO,2003,,0,,
DK,TR,2003,,87306909.08,,
DK,TT,2003,,0,,
DK,TV,2003,,0,,
DK,TZ,2003,,0,,
DK,UA,2003,,0,,
DK,UG,2003,,0,,
DK,UY,2003,,0,,
DK,UZ,2003,,0,,
DK,VC,2003,,0,,
DK,VE,2003,,0,,
DK,VN,2003,,0,,
DK,VU,2003,,0,,
DK,WF,2003,,0,,
DK,WS,2003,,0,,
DK,XK,2003,,,,
DK,YE,2003,,0,,
DK,YT,2003,,,,
DK,ZA,2003,,28032675.87,,
DK,ZM,2003,,0,,
DK,ZW,2003,,0,,
DK,AF,2004,,0,,
DK,AG,2004,,0,,
DK,AI,2004,,0,,
DK,AL,2004,,0,,
DK,AM,2004,,0,,
DK,AO,2004,,0,,
DK,AR,2004,,0,,
DK,AZ,2004,,0,,
DK,BA,2004,,0,,
DK,BB,2004,,0,,
DK,BD,2004,,0,,
DK,BF,2004,,0,,
DK,BH,2004,,0,,
DK,BI,2004,,0,,
DK,BJ,2004,,0,,
DK,BO,2004,,0,,
DK,BR,2004,,66297051.29,,
DK,BT,2004,,0,,
DK,BW,2004,,0,,
DK,BY,2004,,627369.486,,
DK,BZ,2004,,0,,
DK,CD,2004,,0,,
DK,CF,2004,,0,,
DK,CG,2004,,0,,
DK,CI,2004,,0,,
DK,CK,2004,,0,,
DK,CL,2004,,1672985.296,,
DK,CM,2004,,0,,
DK,CN,2004,,26350770.64,,
DK,CO,2004,,0,,
DK,CR,2004,,0,,
DK,CU,2004,,0,,
DK,CV,2004,,0,,
DK,DJ,2004,,0,,
DK,DM,2004,,0,,
DK,DO,2004,,0,,
DK,DZ,2004,,0,,
DK,EC,2004,,0,,
DK,EG,2004,,8993548.2,,
DK,ER,2004,,0,,
DK,ET,2004,,0,,
DK,FJ,2004,,0,,
DK,FM,2004,,0,,
DK,GA,2004,,0,,
DK,GD,2004,,0,,
DK,GE,2004,,0,,
DK,GH,2004,,0,,
DK,GM,2004,,0,,
DK,GN,2004,,0,,
DK,GQ,2004,,0,,
DK,GT,2004,,0,,
DK,GW,2004,,0,,
DK,GY,2004,,0,,
DK,HN,2004,,0,,
DK,HR,2004,,10039164.01,,
DK,HT,2004,,0,,
DK,IN,2004,,17149351.52,,
DK,IQ,2004,,0,,
DK,IR,2004,,1882108.458,,
DK,JM,2004,,0,,
DK,JO,2004,,0,,
DK,KE,2004,,0,,
DK,KG,2004,,0,,
DK,KH,2004,,0,,
DK,KI,2004,,0,,
DK,KM,2004,,0,,
DK,KN,2004,,0,,
DK,KP,2004,,0,,
DK,KZ,2004,,0,,
DK,LA,2004,,0,,
DK,LB,2004,,0,,
DK,LC,2004,,0,,
DK,LK,2004,,0,,
DK,LR,2004,,0,,
DK,LS,2004,,0,,
DK,LY,2004,,0,,
DK,MA,2004,,2718601.106,,
DK,MD,2004,,0,,
DK,ME,2004,,0,,
DK,MG,2004,,0,,
DK,MH,2004,,0,,
DK,MK,2004,,0,,
DK,ML,2004,,0,,
DK,MM,2004,,0,,
DK,MN,2004,,0,,
DK,MR,2004,,0,,
DK,MS,2004,,0,,
DK,MT,2004,,0,,
DK,MU,2004,,0,,
DK,MV,2004,,0,,
DK,MW,2004,,0,,
DK,MX,2004,,0,,
DK,MY,2004,,29488870.31,,
DK,MZ,2004,,0,,
DK,NA,2004,,0,,
DK,NE,2004,,0,,
DK,NG,2004,,0,,
DK,NI,2004,,0,,
DK,NP,2004,,0,,
DK,NR,2004,,0,,
DK,NU,2004,,0,,
DK,OM,2004,,0,,
DK,PA,2004,,0,,
DK,PE,2004,,0,,
DK,PG,2004,,0,,
DK,PH,2004,,3345970.592,,
DK,PK,2004,,0,,
DK,PS,2004,,0,,
DK,PW,2004,,0,,
DK,PY,2004,,0,,
DK,RS,2004,,0,,
DK,RW,2004,,0,,
DK,SA,2004,,0,,
DK,SB,2004,,0,,
DK,SC,2004,,0,,
DK,SD,2004,,0,,
DK,SH,2004,,0,,
DK,SI,2004,,0,,
DK,SL,2004,,0,,
DK,SN,2004,,0,,
DK,SO,2004,,0,,
DK,SR,2004,,0,,
DK,SS,2004,,,,
DK,ST,2004,,0,,
DK,SV,2004,,0,,
DK,SY,2004,,0,,
DK,SZ,2004,,0,,
DK,TC,2004,,0,,
DK,TD,2004,,0,,
DK,TG,2004,,0,,
DK,TH,2004,,11921272.47,,
DK,TJ,2004,,0,,
DK,TK,2004,,0,,
DK,TL,2004,,0,,
DK,TM,2004,,0,,
DK,TN,2004,,0,,
DK,TO,2004,,0,,
DK,TR,2004,,49565946.09,,
DK,TT,2004,,0,,
DK,TV,2004,,0,,
DK,TZ,2004,,0,,
DK,UA,2004,,2927724.268,,
DK,UG,2004,,0,,
DK,UY,2004,,1672985.296,,
DK,UZ,2004,,0,,
DK,VC,2004,,0,,
DK,VE,2004,,30325362.96,,
DK,VN,2004,,0,,
DK,VU,2004,,0,,
DK,WF,2004,,0,,
DK,WS,2004,,0,,
DK,XK,2004,,,,
DK,YE,2004,,0,,
DK,YT,2004,,,,
DK,ZA,2004,,13385134.6,,
DK,ZM,2004,,0,,
DK,ZW,2004,,0,,
DK,AF,2005,,0,,
DK,AG,2005,,0,,
DK,AI,2005,,0,,
DK,AL,2005,,0,,
DK,AM,2005,,0,,
DK,AO,2005,,4879390.975,,
DK,AR,2005,,0,,
DK,AZ,2005,,0,,
DK,BA,2005,,203561.902,,
DK,BB,2005,,0,,
DK,BD,2005,,0,,
DK,BF,2005,,0,,
DK,BH,2005,,0,,
DK,BI,2005,,0,,
DK,BJ,2005,,1220152.477,,
DK,BO,2005,,203561.902,,
DK,BR,2005,,71150369.87,,
DK,BT,2005,,0,,
DK,BW,2005,,0,,
DK,BY,2005,,1422495.445,,
DK,BZ,2005,,0,,
DK,CD,2005,,0,,
DK,CF,2005,,0,,
DK,CG,2005,,0,,
DK,CI,2005,,0,,
DK,CK,2005,,0,,
DK,CL,2005,,33746175.15,,
DK,CM,2005,,1829619.249,,
DK,CN,2005,,355347163.4,,
DK,CO,2005,,4472267.171,,
DK,CR,2005,,0,,
DK,CU,2005,,0,,
DK,CV,2005,,0,,
DK,DJ,2005,,0,,
DK,DM,2005,,0,,
DK,DO,2005,,,,
DK,DZ,2005,,,,
DK,EC,2005,,407123.804,,
DK,EG,2005,,26631260.06,,
DK,ER,2005,,0,,
DK,ET,2005,,0,,
DK,FJ,2005,,0,,
DK,FM,2005,,0,,
DK,GA,2005,,203561.902,,
DK,GD,2005,,0,,
DK,GE,2005,,0,,
DK,GH,2005,,2236743.052,,
DK,GM,2005,,203561.902,,
DK,GN,2005,,2439086.021,,
DK,GQ,2005,,0,,
DK,GT,2005,,203561.902,,
DK,GW,2005,,0,,
DK,GY,2005,,0,,
DK,HN,2005,,0,,
DK,HR,2005,,6301886.42,,
DK,HT,2005,,0,,
DK,IN,2005,,51228120.04,,
DK,IQ,2005,,0,,
DK,IR,2005,,69727874.43,,
DK,JM,2005,,0,,
DK,JO,2005,,0,,
DK,KE,2005,,2439086.021,,
DK,KG,2005,,0,,
DK,KH,2005,,0,,
DK,KI,2005,,0,,
DK,KM,2005,,0,,
DK,KN,2005,,0,,
DK,KP,2005,,0,,
DK,KZ,2005,,203561.902,,
DK,LA,2005,,50415091.36,,
DK,LB,2005,,2236743.052,,
DK,LC,2005,,0,,
DK,LK,2005,,1220152.477,,
DK,LR,2005,,1220152.477,,
DK,LS,2005,,0,,
DK,LY,2005,,0,,
DK,MA,2005,,2236743.052,,
DK,MD,2005,,0,,
DK,ME,2005,,0,,
DK,MG,2005,,0,,
DK,MH,2005,,7724381.866,,
DK,MK,2005,,0,,
DK,ML,2005,,0,,
DK,MM,2005,,0,,
DK,MN,2005,,0,,
DK,MR,2005,,813028.674,,
DK,MS,2005,,0,,
DK,MT,2005,,0,,
DK,MU,2005,,148603845.1,,
DK,MV,2005,,1220152.477,,
DK,MW,2005,,2033181.151,,
DK,MX,2005,,0,,
DK,MY,2005,,0,,
DK,MZ,2005,,0,,
DK,NA,2005,,0,,
DK,NE,2005,,0,,
DK,NG,2005,,6301886.42,,
DK,NI,2005,,2642647.922,,
DK,NP,2005,,0,,
DK,NR,2005,,0,,
DK,NU,2005,,0,,
DK,OM,2005,,0,,
DK,PA,2005,,,,
DK,PE,2005,,1016590.575,,
DK,PG,2005,,0,,
DK,PH,2005,,0,,
DK,PK,2005,,0,,
DK,PS,2005,,0,,
DK,PW,2005,,0,,
DK,PY,2005,,0,,
DK,RS,2005,,0,,
DK,RW,2005,,0,,
DK,SA,2005,,14229830.19,,
DK,SB,2005,,0,,
DK,SC,2005,,0,,
DK,SD,2005,,0,,
DK,SH,2005,,0,,
DK,SI,2005,,18092630.59,,
DK,SL,2005,,0,,
DK,SN,2005,,1626057.347,,
DK,SO,2005,,0,,
DK,SR,2005,,0,,
DK,SS,2005,,,,
DK,ST,2005,,0,,
DK,SV,2005,,0,,
DK,SY,2005,,0,,
DK,SZ,2005,,0,,
DK,TC,2005,,0,,
DK,TD,2005,,0,,
DK,TG,2005,,0,,
DK,TH,2005,,33948518.12,,
DK,TJ,2005,,0,,
DK,TK,2005,,0,,
DK,TL,2005,,0,,
DK,TM,2005,,0,,
DK,TN,2005,,0,,
DK,TO,2005,,0,,
DK,TR,2005,,7318476.996,,
DK,TT,2005,,203561.902,,
DK,TV,2005,,0,,
DK,TZ,2005,,407123.804,,
DK,UA,2005,,2439086.021,,
DK,UG,2005,,0,,
DK,UY,2005,,,,
DK,UZ,2005,,0,,
DK,VC,2005,,0,,
DK,VE,2005,,94935420.11,,
DK,VN,2005,,11181277.4,,
DK,VU,2005,,0,,
DK,WF,2005,,0,,
DK,WS,2005,,0,,
DK,XK,2005,,,,
DK,YE,2005,,0,,
DK,YT,2005,,,,
DK,ZA,2005,,9351658.146,,
DK,ZM,2005,,0,,
DK,ZW,2005,,0,,
DK,AF,2006,,0,,
DK,AG,2006,,0,,
DK,AI,2006,,0,,
DK,AL,2006,,,,
DK,AM,2006,,0,,
DK,AO,2006,,,,
DK,AR,2006,,89775931.75,,
DK,AZ,2006,,,,
DK,BA,2006,,,,
DK,BB,2006,,,,
DK,BD,2006,,0,,
DK,BF,2006,,,,
DK,BH,2006,,21298833.48,,
DK,BI,2006,,0,,
DK,BJ,2006,,,,
DK,BO,2006,,,,
DK,BR,2006,,0,,
DK,BT,2006,,0,,
DK,BW,2006,,0,,
DK,BY,2006,,,,
DK,BZ,2006,,0,,
DK,CD,2006,,0,,
DK,CF,2006,,0,,
DK,CG,2006,,,,
DK,CI,2006,,597417.846,,
DK,CK,2006,,0,,
DK,CL,2006,,5773067.507,,
DK,CM,2006,,4776976.761,,
DK,CN,2006,,466792730.1,,
DK,CO,2006,,38418108.05,,
DK,CR,2006,,,,
DK,CU,2006,,0,,
DK,CV,2006,,0,,
DK,DJ,2006,,0,,
DK,DM,2006,,0,,
DK,DO,2006,,,,
DK,DZ,2006,,0,,
DK,EC,2006,,,,
DK,EG,2006,,31451387.86,,
DK,ER,2006,,0,,
DK,ET,2006,,0,,
DK,FJ,2006,,0,,
DK,FM,2006,,0,,
DK,GA,2006,,,,
DK,GD,2006,,0,,
DK,GE,2006,,0,,
DK,GH,2006,,8758973.734,,
DK,GM,2006,,,,
DK,GN,2006,,,,
DK,GQ,2006,,0,,
DK,GT,2006,,,,
DK,GW,2006,,0,,
DK,GY,2006,,0,,
DK,HN,2006,,0,,
DK,HR,2006,,63300265.6,,
DK,HT,2006,,0,,
DK,IN,2006,,0,,
DK,IQ,2006,,0,,
DK,IR,2006,,597417.846,,
DK,JM,2006,,0,,
DK,JO,2006,,15128276.08,,
DK,KE,2006,,,,
DK,KG,2006,,0,,
DK,KH,2006,,,,
DK,KI,2006,,0,,
DK,KM,2006,,0,,
DK,KN,2006,,0,,
DK,KP,2006,,,,
DK,KZ,2006,,,,
DK,LA,2006,,0,,
DK,LB,2006,,2587233.327,,
DK,LC,2006,,0,,
DK,LK,2006,,1791070.534,,
DK,LR,2006,,0,,
DK,LS,2006,,0,,
DK,LY,2006,,0,,
DK,MA,2006,,4180741.92,,
DK,MD,2006,,0,,
DK,ME,2006,,0,,
DK,MG,2006,,0,,
DK,MH,2006,,0,,
DK,MK,2006,,0,,
DK,ML,2006,,,,
DK,MM,2006,,0,,
DK,MN,2006,,0,,
DK,MR,2006,,,,
DK,MS,2006,,0,,
DK,MT,2006,,1592325.587,,
DK,MU,2006,,6170557.401,,
DK,MV,2006,,,,
DK,MW,2006,,0,,
DK,MX,2006,,58324543.9,,
DK,MY,2006,,17516764.46,,
DK,MZ,2006,,,,
DK,NA,2006,,,,
DK,NE,2006,,0,,
DK,NG,2006,,3583324.073,,
DK,NI,2006,,0,,
DK,NP,2006,,0,,
DK,NR,2006,,0,,
DK,NU,2006,,0,,
DK,OM,2006,,,,
DK,PA,2006,,102515719.5,,
DK,PE,2006,,597417.846,,
DK,PG,2006,,0,,
DK,PH,2006,,0,,
DK,PK,2006,,,,
DK,PS,2006,,0,,
DK,PW,2006,,0,,
DK,PY,2006,,0,,
DK,RS,2006,,0,,
DK,RW,2006,,0,,
DK,SA,2006,,12541042.75,,
DK,SB,2006,,0,,
DK,SC,2006,,0,,
DK,SD,2006,,0,,
DK,SH,2006,,0,,
DK,SI,2006,,17119274.57,,
DK,SL,2006,,,,
DK,SN,2006,,,,
DK,SO,2006,,0,,
DK,SR,2006,,0,,
DK,SS,2006,,,,
DK,ST,2006,,0,,
DK,SV,2006,,,,
DK,SY,2006,,,,
DK,SZ,2006,,0,,
DK,TC,2006,,0,,
DK,TD,2006,,0,,
DK,TG,2006,,,,
DK,TH,2006,,61906684.96,,
DK,TJ,2006,,0,,
DK,TK,2006,,0,,
DK,TL,2006,,0,,
DK,TM,2006,,0,,
DK,TN,2006,,,,
DK,TO,2006,,0,,
DK,TR,2006,,30057807.22,,
DK,TT,2006,,,,
DK,TV,2006,,0,,
DK,TZ,2006,,1194835.693,,
DK,UA,2006,,3384579.126,,
DK,UG,2006,,0,,
DK,UY,2006,,0,,
DK,UZ,2006,,0,,
DK,VC,2006,,0,,
DK,VE,2006,,0,,
DK,VN,2006,,18512855.21,,
DK,VU,2006,,0,,
DK,WF,2006,,0,,
DK,WS,2006,,0,,
DK,XK,2006,,,,
DK,YE,2006,,0,,
DK,YT,2006,,,,
DK,ZA,2006,,10948717.17,,
DK,ZM,2006,,,,
DK,ZW,2006,,0,,
DK,AF,2007,,,,
DK,AG,2007,,,,
DK,AI,2007,,0,,
DK,AL,2007,,0,,
DK,AM,2007,,0,,
DK,AO,2007,,,,
DK,AR,2007,,0,,
DK,AZ,2007,,,,
DK,BA,2007,,6812095.676,,
DK,BB,2007,,17904657.63,,
DK,BD,2007,,973459.171,,
DK,BF,2007,,,,
DK,BH,2007,,0,,
DK,BI,2007,,0,,
DK,BJ,2007,,8174302.96,,
DK,BO,2007,,,,
DK,BR,2007,,232371801.1,,
DK,BT,2007,,0,,
DK,BW,2007,,0,,
DK,BY,2007,,0,,
DK,BZ,2007,,0,,
DK,CD,2007,,0,,
DK,CF,2007,,0,,
DK,CG,2007,,,,
DK,CI,2007,,388748.113,,
DK,CK,2007,,0,,
DK,CL,2007,,28413567.78,,
DK,CM,2007,,1752014.655,,
DK,CN,2007,,995074413.1,,
DK,CO,2007,,0,,
DK,CR,2007,,,,
DK,CU,2007,,0,,
DK,CV,2007,,0,,
DK,DJ,2007,,0,,
DK,DM,2007,,,,
DK,DO,2007,,388748.113,,
DK,DZ,2007,,0,,
DK,EC,2007,,,,
DK,EG,2007,,21797435.05,,
DK,ER,2007,,0,,
DK,ET,2007,,583651.799,,
DK,FJ,2007,,0,,
DK,FM,2007,,0,,
DK,GA,2007,,,,
DK,GD,2007,,0,,
