id,parent,purpose-code,purpose-name,sector,sector-web-id,year,value
asdb-special-funds,Asian Development Bank,14050,Waste management/disposal,Water & sanitation,water-and-sanitation,2014,12529450.33
asdb-special-funds,Asian Development Bank,14050,Waste management/disposal,Water & sanitation,water-and-sanitation,2013,7297616.54
asdb-special-funds,Asian Development Bank,14050,Waste management/disposal,Water & sanitation,water-and-sanitation,2012,21478199.90
asdb-special-funds,Asian Development Bank,14050,Waste management/disposal,Water & sanitation,water-and-sanitation,2011,19867516.84
asdb-special-funds,Asian Development Bank,14050,Waste management/disposal,Water & sanitation,water-and-sanitation,2010,34732405.23
asdb-special-funds,Asian Development Bank,14050,Waste management/disposal,Water & sanitation,water-and-sanitation,2009,0.00
asdb-special-funds,Asian Development Bank,15110,Public sector policy and administrative management,Governance & security,governance-and-security,2014,30090089.13
asdb-special-funds,Asian Development Bank,15110,Public sector policy and administrative management,Governance & security,governance-and-security,2013,572734642.92
asdb-special-funds,Asian Development Bank,15110,Public sector policy and administrative management,Governance & security,governance-and-security,2012,39025248.00
asdb-special-funds,Asian Development Bank,15110,Public sector policy and administrative management,Governance & security,governance-and-security,2011,19764708.79
asdb-special-funds,Asian Development Bank,15110,Public sector policy and administrative management,Governance & security,governance-and-security,2010,126081551.29
asdb-special-funds,Asian Development Bank,15110,Public sector policy and administrative management,Governance & security,governance-and-security,2008,0.00
asdb-special-funds,Asian Development Bank,15110,Public sector policy and administrative management,Governance & security,governance-and-security,2007,0.00
asdb-special-funds,Asian Development Bank,15110,Public sector policy and administrative management,Governance & security,governance-and-security,2005,0.00
asdb-special-funds,Asian Development Bank,15110,Public sector policy and administrative management,Governance & security,governance-and-security,2004,0.00
asdb-special-funds,Asian Development Bank,15110,Public sector policy and administrative management,Governance & security,governance-and-security,2003,0.00
asdb-special-funds,Asian Development Bank,15111,Public finance management,Governance & security,governance-and-security,2014,84912330.05
asdb-special-funds,Asian Development Bank,15111,Public finance management,Governance & security,governance-and-security,2013,58074710.77
asdb-special-funds,Asian Development Bank,15111,Public finance management,Governance & security,governance-and-security,2012,45135272.00
asdb-special-funds,Asian Development Bank,15111,Public finance management,Governance & security,governance-and-security,2011,72882491.97
asdb-special-funds,Asian Development Bank,15111,Public finance management,Governance & security,governance-and-security,2010,94658943.92
asdb-special-funds,Asian Development Bank,15111,Public finance management,Governance & security,governance-and-security,2006,0.00
asdb-special-funds,Asian Development Bank,15111,Public finance management,Governance & security,governance-and-security,2005,0.00
asdb-special-funds,Asian Development Bank,15111,Public finance management,Governance & security,governance-and-security,2003,0.00
asdb-special-funds,Asian Development Bank,15112,Decentralisation and support to subnational government,Governance & security,governance-and-security,2014,2610841.89
asdb-special-funds,Asian Development Bank,15112,Decentralisation and support to subnational government,Governance & security,governance-and-security,2013,13342508.71
asdb-special-funds,Asian Development Bank,15112,Decentralisation and support to subnational government,Governance & security,governance-and-security,2012,2981480.00
asdb-special-funds,Asian Development Bank,15112,Decentralisation and support to subnational government,Governance & security,governance-and-security,2011,54148438.96
asdb-special-funds,Asian Development Bank,15112,Decentralisation and support to subnational government,Governance & security,governance-and-security,2010,11707328.82
asdb-special-funds,Asian Development Bank,15130,Legal and judicial development,Governance & security,governance-and-security,2014,2268435.80
asdb-special-funds,Asian Development Bank,15130,Legal and judicial development,Governance & security,governance-and-security,2013,1072769.52
asdb-special-funds,Asian Development Bank,15130,Legal and judicial development,Governance & security,governance-and-security,2011,0.00
asdb-special-funds,Asian Development Bank,15130,Legal and judicial development,Governance & security,governance-and-security,2010,0.00
asdb-special-funds,Asian Development Bank,15170,Women's equality organisations and institutions,Governance & security,governance-and-security,2006,0.00
asdb-special-funds,Asian Development Bank,16010,Social/welfare services,Other social services,other-social-services,2014,156029937.06
asdb-special-funds,Asian Development Bank,16010,Social/welfare services,Other social services,other-social-services,2013,18922103.26
asdb-special-funds,Asian Development Bank,16010,Social/welfare services,Other social services,other-social-services,2012,22982153.30
asdb-special-funds,Asian Development Bank,16010,Social/welfare services,Other social services,other-social-services,2011,20111599.30
asdb-special-funds,Asian Development Bank,16010,Social/welfare services,Other social services,other-social-services,2010,0.00
asdb-special-funds,Asian Development Bank,16010,Social/welfare services,Other social services,other-social-services,2009,0.00
asdb-special-funds,Asian Development Bank,16010,Social/welfare services,Other social services,other-social-services,2006,0.00
asdb-special-funds,Asian Development Bank,16010,Social/welfare services,Other social services,other-social-services,2004,0.00
asdb-special-funds,Asian Development Bank,16030,Housing policy and administrative management,Other social services,other-social-services,2014,533909.99
asdb-special-funds,Asian Development Bank,16030,Housing policy and administrative management,Other social services,other-social-services,2013,34797.90
asdb-special-funds,Asian Development Bank,16030,Housing policy and administrative management,Other social services,other-social-services,2012,5150371.50
asdb-special-funds,Asian Development Bank,16030,Housing policy and administrative management,Other social services,other-social-services,2011,27344110.83
asdb-special-funds,Asian Development Bank,16030,Housing policy and administrative management,Other social services,other-social-services,2010,20190950.22
asdb-special-funds,Asian Development Bank,16030,Housing policy and administrative management,Other social services,other-social-services,2003,0.00
asdb-special-funds,Asian Development Bank,16030,Housing policy and administrative management,Other social services,other-social-services,2002,0.00
asdb-special-funds,Asian Development Bank,16040,Low-cost housing,Other social services,other-social-services,2014,1849611.10
asdb-special-funds,Asian Development Bank,16040,Low-cost housing,Other social services,other-social-services,2013,405644.08
asdb-special-funds,Asian Development Bank,16050,Multisector aid for basic social services,Other social services,other-social-services,2013,3976.90
asdb-special-funds,Asian Development Bank,16050,Multisector aid for basic social services,Other social services,other-social-services,2011,0.00
asdb-special-funds,Asian Development Bank,16050,Multisector aid for basic social services,Other social services,other-social-services,2010,-16534.15
asdb-special-funds,Asian Development Bank,16061,Culture and recreation,Other social services,other-social-services,2014,2940128.24
asdb-special-funds,Asian Development Bank,16061,Culture and recreation,Other social services,other-social-services,2013,2446789.41
asdb-special-funds,Asian Development Bank,16061,Culture and recreation,Other social services,other-social-services,2012,327297.00
asdb-special-funds,Asian Development Bank,16061,Culture and recreation,Other social services,other-social-services,2011,111374.35
asdb-special-funds,Asian Development Bank,21010,Transport policy & administrative management,Infrastructure,infrastructure,2014,62247681.47
asdb-special-funds,Asian Development Bank,21010,Transport policy & administrative management,Infrastructure,infrastructure,2013,48130465.46
asdb-special-funds,Asian Development Bank,21010,Transport policy & administrative management,Infrastructure,infrastructure,2012,5155440.00
asdb-special-funds,Asian Development Bank,21010,Transport policy & administrative management,Infrastructure,infrastructure,2011,6465800.98
asdb-special-funds,Asian Development Bank,21010,Transport policy & administrative management,Infrastructure,infrastructure,2010,18231262.32
asdb-special-funds,Asian Development Bank,21010,Transport policy & administrative management,Infrastructure,infrastructure,2009,0.00
asdb-special-funds,Asian Development Bank,21010,Transport policy & administrative management,Infrastructure,infrastructure,2006,0.00
asdb-special-funds,Asian Development Bank,21010,Transport policy & administrative management,Infrastructure,infrastructure,2003,0.00
asdb-special-funds,Asian Development Bank,21020,Road transport,Infrastructure,infrastructure,2014,467752314.21
asdb-special-funds,Asian Development Bank,21020,Road transport,Infrastructure,infrastructure,2013,491344345.58
asdb-special-funds,Asian Development Bank,21020,Road transport,Infrastructure,infrastructure,2012,521728712.10
asdb-special-funds,Asian Development Bank,21020,Road transport,Infrastructure,infrastructure,2011,379770028.53
asdb-special-funds,Asian Development Bank,21020,Road transport,Infrastructure,infrastructure,2010,304223722.33
asdb-special-funds,Asian Development Bank,21020,Road transport,Infrastructure,infrastructure,2009,0.00
asdb-special-funds,Asian Development Bank,21020,Road transport,Infrastructure,infrastructure,2008,0.00
asdb-special-funds,Asian Development Bank,21020,Road transport,Infrastructure,infrastructure,2007,0.00
asdb-special-funds,Asian Development Bank,21020,Road transport,Infrastructure,infrastructure,2006,0.00
asdb-special-funds,Asian Development Bank,21020,Road transport,Infrastructure,infrastructure,2005,0.00
asdb-special-funds,Asian Development Bank,21020,Road transport,Infrastructure,infrastructure,2004,0.00
asdb-special-funds,Asian Development Bank,21020,Road transport,Infrastructure,infrastructure,2003,0.00
asdb-special-funds,Asian Development Bank,21020,Road transport,Infrastructure,infrastructure,2002,0.00
asdb-special-funds,Asian Development Bank,21030,Rail transport,Infrastructure,infrastructure,2014,35211772.61
asdb-special-funds,Asian Development Bank,21030,Rail transport,Infrastructure,infrastructure,2013,18406100.13
asdb-special-funds,Asian Development Bank,21030,Rail transport,Infrastructure,infrastructure,2012,22144298.10
asdb-special-funds,Asian Development Bank,21030,Rail transport,Infrastructure,infrastructure,2011,33364044.98
asdb-special-funds,Asian Development Bank,21030,Rail transport,Infrastructure,infrastructure,2010,146685290.74
asdb-special-funds,Asian Development Bank,21030,Rail transport,Infrastructure,infrastructure,2007,0.00
asdb-special-funds,Asian Development Bank,21040,Water transport,Infrastructure,infrastructure,2014,5659229.96
asdb-special-funds,Asian Development Bank,21040,Water transport,Infrastructure,infrastructure,2013,30323883.42
asdb-special-funds,Asian Development Bank,21040,Water transport,Infrastructure,infrastructure,2012,24672432.30
asdb-special-funds,Asian Development Bank,21040,Water transport,Infrastructure,infrastructure,2011,8736232.82
asdb-special-funds,Asian Development Bank,21040,Water transport,Infrastructure,infrastructure,2010,3611428.10
asdb-special-funds,Asian Development Bank,21040,Water transport,Infrastructure,infrastructure,2009,0.00
asdb-special-funds,Asian Development Bank,21040,Water transport,Infrastructure,infrastructure,2008,0.00
asdb-special-funds,Asian Development Bank,21040,Water transport,Infrastructure,infrastructure,2007,0.00
asdb-special-funds,Asian Development Bank,21040,Water transport,Infrastructure,infrastructure,2005,0.00
asdb-special-funds,Asian Development Bank,21040,Water transport,Infrastructure,infrastructure,2004,0.00
asdb-special-funds,Asian Development Bank,21040,Water transport,Infrastructure,infrastructure,2002,0.00
asdb-special-funds,Asian Development Bank,21050,Air transport,Infrastructure,infrastructure,2014,22906949.22
asdb-special-funds,Asian Development Bank,21050,Air transport,Infrastructure,infrastructure,2013,36527851.70
asdb-special-funds,Asian Development Bank,21050,Air transport,Infrastructure,infrastructure,2012,21568646.00
asdb-special-funds,Asian Development Bank,21050,Air transport,Infrastructure,infrastructure,2011,9198266.05
asdb-special-funds,Asian Development Bank,21050,Air transport,Infrastructure,infrastructure,2010,8731432.91
asdb-special-funds,Asian Development Bank,21061,Storage,Infrastructure,infrastructure,2014,168505.33
asdb-special-funds,Asian Development Bank,22010,Communications policy & administrative management,Infrastructure,infrastructure,2014,299308.48
asdb-special-funds,Asian Development Bank,22010,Communications policy & administrative management,Infrastructure,infrastructure,2013,600512.31
asdb-special-funds,Asian Development Bank,22010,Communications policy & administrative management,Infrastructure,infrastructure,2005,0.00
asdb-special-funds,Asian Development Bank,22010,Communications policy & administrative management,Infrastructure,infrastructure,2002,0.00
asdb-special-funds,Asian Development Bank,22020,Telecommunications,Infrastructure,infrastructure,2014,6012453.05
asdb-special-funds,Asian Development Bank,22020,Telecommunications,Infrastructure,infrastructure,2013,13614926.54
asdb-special-funds,Asian Development Bank,22020,Telecommunications,Infrastructure,infrastructure,2011,0.00
asdb-special-funds,Asian Development Bank,22020,Telecommunications,Infrastructure,infrastructure,2010,0.00
asdb-special-funds,Asian Development Bank,22030,Radio/television/print media,Infrastructure,infrastructure,2012,0.00
asdb-special-funds,Asian Development Bank,22030,Radio/television/print media,Infrastructure,infrastructure,2011,0.00
asdb-special-funds,Asian Development Bank,22040,Information and communication technology (ICT),Infrastructure,infrastructure,2014,1441410.23
asdb-special-funds,Asian Development Bank,22040,Information and communication technology (ICT),Infrastructure,infrastructure,2013,511032.00
asdb-special-funds,Asian Development Bank,22040,Information and communication technology (ICT),Infrastructure,infrastructure,2012,2226791.50
asdb-special-funds,Asian Development Bank,22040,Information and communication technology (ICT),Infrastructure,infrastructure,2011,1220638.98
asdb-special-funds,Asian Development Bank,22040,Information and communication technology (ICT),Infrastructure,infrastructure,2010,2548861.60
asdb-special-funds,Asian Development Bank,23110,Energy policy and administrative management,Infrastructure,infrastructure,2014,420369348.90
asdb-special-funds,Asian Development Bank,23110,Energy policy and administrative management,Infrastructure,infrastructure,2013,18453822.96
asdb-special-funds,Asian Development Bank,23110,Energy policy and administrative management,Infrastructure,infrastructure,2012,12823230.80
asdb-special-funds,Asian Development Bank,23110,Energy policy and administrative management,Infrastructure,infrastructure,2011,11607012.02
asdb-special-funds,Asian Development Bank,23110,Energy policy and administrative management,Infrastructure,infrastructure,2010,9516022.11
asdb-special-funds,Asian Development Bank,23110,Energy policy and administrative management,Infrastructure,infrastructure,2007,0.00
asdb-special-funds,Asian Development Bank,23110,Energy policy and administrative management,Infrastructure,infrastructure,2006,0.00
asdb-special-funds,Asian Development Bank,23110,Energy policy and administrative management,Infrastructure,infrastructure,2003,0.00
asdb-special-funds,Asian Development Bank,23210,"Energy generation, renewable sources - multiple technologies",Infrastructure,infrastructure,2012,23011920.00
asdb-special-funds,Asian Development Bank,23210,"Energy generation, renewable sources - multiple technologies",Infrastructure,infrastructure,2011,8885453.23
asdb-special-funds,Asian Development Bank,23210,"Energy generation, renewable sources - multiple technologies",Infrastructure,infrastructure,2010,23215511.88
asdb-special-funds,Asian Development Bank,23210,"Energy generation, renewable sources - multiple technologies",Infrastructure,infrastructure,2009,0.00
asdb-special-funds,Asian Development Bank,23210,"Energy generation, renewable sources - multiple technologies",Infrastructure,infrastructure,2007,0.00
asdb-special-funds,Asian Development Bank,23220,Hydro-electric power plants,Infrastructure,infrastructure,2014,50399401.47
asdb-special-funds,Asian Development Bank,23220,Hydro-electric power plants,Infrastructure,infrastructure,2013,27135401.65
asdb-special-funds,Asian Development Bank,23220,Hydro-electric power plants,Infrastructure,infrastructure,2012,1423400.00
asdb-special-funds,Asian Development Bank,23220,Hydro-electric power plants,Infrastructure,infrastructure,2011,339835.67
asdb-special-funds,Asian Development Bank,23220,Hydro-electric power plants,Infrastructure,infrastructure,2010,0.00
asdb-special-funds,Asian Development Bank,23230,Solar energy,Infrastructure,infrastructure,2014,1999299.13
asdb-special-funds,Asian Development Bank,23230,Solar energy,Infrastructure,infrastructure,2013,1676264.51
asdb-special-funds,Asian Development Bank,23240,Wind energy,Infrastructure,infrastructure,2014,463678.34
asdb-special-funds,Asian Development Bank,23240,Wind energy,Infrastructure,infrastructure,2013,336048.28
asdb-special-funds,Asian Development Bank,23240,Wind energy,Infrastructure,infrastructure,2012,6781960.00
asdb-special-funds,Asian Development Bank,23240,Wind energy,Infrastructure,infrastructure,2011,1209377.52
asdb-special-funds,Asian Development Bank,23260,Geothermal energy,Infrastructure,infrastructure,2014,0.00
asdb-special-funds,Asian Development Bank,23270,Biofuel-fired power plants,Infrastructure,infrastructure,2014,1100139.17
asdb-special-funds,Asian Development Bank,23270,Biofuel-fired power plants,Infrastructure,infrastructure,2013,2120683.39
asdb-special-funds,Asian Development Bank,23310,"Energy generation, non-renewable sources, unspecified",Infrastructure,infrastructure,2014,4345515.08
asdb-special-funds,Asian Development Bank,23310,"Energy generation, non-renewable sources, unspecified",Infrastructure,infrastructure,2013,2820618.27
asdb-special-funds,Asian Development Bank,23310,"Energy generation, non-renewable sources, unspecified",Infrastructure,infrastructure,2012,37500.00
asdb-special-funds,Asian Development Bank,23310,"Energy generation, non-renewable sources, unspecified",Infrastructure,infrastructure,2010,1479179.32
asdb-special-funds,Asian Development Bank,23310,"Energy generation, non-renewable sources, unspecified",Infrastructure,infrastructure,2007,0.00
asdb-special-funds,Asian Development Bank,23310,"Energy generation, non-renewable sources, unspecified",Infrastructure,infrastructure,2003,0.00
asdb-special-funds,Asian Development Bank,23310,"Energy generation, non-renewable sources, unspecified",Infrastructure,infrastructure,2002,0.00
asdb-special-funds,Asian Development Bank,23340,Natural gas-fired electric power plants,Infrastructure,infrastructure,2011,0.00
asdb-special-funds,Asian Development Bank,23340,Natural gas-fired electric power plants,Infrastructure,infrastructure,2010,0.00
asdb-special-funds,Asian Development Bank,23630,Electric power transmission and distribution,Infrastructure,infrastructure,2014,120657704.52
asdb-special-funds,Asian Development Bank,23630,Electric power transmission and distribution,Infrastructure,infrastructure,2013,206946088.09
asdb-special-funds,Asian Development Bank,23630,Electric power transmission and distribution,Infrastructure,infrastructure,2012,75163396.80
asdb-special-funds,Asian Development Bank,23630,Electric power transmission and distribution,Infrastructure,infrastructure,2011,52401492.15
asdb-special-funds,Asian Development Bank,23630,Electric power transmission and distribution,Infrastructure,infrastructure,2010,60648818.92
asdb-special-funds,Asian Development Bank,23630,Electric power transmission and distribution,Infrastructure,infrastructure,2009,0.00
asdb-special-funds,Asian Development Bank,23630,Electric power transmission and distribution,Infrastructure,infrastructure,2007,0.00
asdb-special-funds,Asian Development Bank,23630,Electric power transmission and distribution,Infrastructure,infrastructure,2005,0.00
asdb-special-funds,Asian Development Bank,23630,Electric power transmission and distribution,Infrastructure,infrastructure,2004,0.00
asdb-special-funds,Asian Development Bank,23630,Electric power transmission and distribution,Infrastructure,infrastructure,2003,0.00
asdb-special-funds,Asian Development Bank,23630,Electric power transmission and distribution,Infrastructure,infrastructure,2002,0.00
asdb-special-funds,Asian Development Bank,23640,Gas distribution,Infrastructure,infrastructure,2014,3623222.36
asdb-special-funds,Asian Development Bank,23640,Gas distribution,Infrastructure,infrastructure,2013,5748612.92
asdb-special-funds,Asian Development Bank,24010,Financial policy & administrative management,Banking & business,banking-and-business,2014,39209563.80
asdb-special-funds,Asian Development Bank,24010,Financial policy & administrative management,Banking & business,banking-and-business,2013,38479516.73
asdb-special-funds,Asian Development Bank,24010,Financial policy & administrative management,Banking & business,banking-and-business,2012,18744655.00
asdb-special-funds,Asian Development Bank,24010,Financial policy & administrative management,Banking & business,banking-and-business,2011,15014933.33
asdb-special-funds,Asian Development Bank,24010,Financial policy & administrative management,Banking & business,banking-and-business,2010,18224025.57
asdb-special-funds,Asian Development Bank,24010,Financial policy & administrative management,Banking & business,banking-and-business,2008,0.00
asdb-special-funds,Asian Development Bank,24010,Financial policy & administrative management,Banking & business,banking-and-business,2007,0.00
asdb-special-funds,Asian Development Bank,24010,Financial policy & administrative management,Banking & business,banking-and-business,2006,0.00
asdb-special-funds,Asian Development Bank,24010,Financial policy & administrative management,Banking & business,banking-and-business,2004,0.00
asdb-special-funds,Asian Development Bank,24010,Financial policy & administrative management,Banking & business,banking-and-business,2003,0.00
asdb-special-funds,Asian Development Bank,24010,Financial policy & administrative management,Banking & business,banking-and-business,2002,0.00
asdb-special-funds,Asian Development Bank,24020,Monetary institutions,Banking & business,banking-and-business,2014,1374014.51
asdb-special-funds,Asian Development Bank,24020,Monetary institutions,Banking & business,banking-and-business,2013,480211.01
asdb-special-funds,Asian Development Bank,24020,Monetary institutions,Banking & business,banking-and-business,2011,1954707.49
asdb-special-funds,Asian Development Bank,24030,Formal sector financial intermediaries,Banking & business,banking-and-business,2014,169481063.78
asdb-special-funds,Asian Development Bank,24030,Formal sector financial intermediaries,Banking & business,banking-and-business,2013,36989172.42
asdb-special-funds,Asian Development Bank,24030,Formal sector financial intermediaries,Banking & business,banking-and-business,2012,59931057.00
asdb-special-funds,Asian Development Bank,24030,Formal sector financial intermediaries,Banking & business,banking-and-business,2011,62670297.05
asdb-special-funds,Asian Development Bank,24030,Formal sector financial intermediaries,Banking & business,banking-and-business,2010,0.00
asdb-special-funds,Asian Development Bank,24030,Formal sector financial intermediaries,Banking & business,banking-and-business,2005,0.00
asdb-special-funds,Asian Development Bank,24040,Informal/semi-formal financial intermediaries,Banking & business,banking-and-business,2014,82819750.87
asdb-special-funds,Asian Development Bank,24040,Informal/semi-formal financial intermediaries,Banking & business,banking-and-business,2013,59050046.17
asdb-special-funds,Asian Development Bank,24040,Informal/semi-formal financial intermediaries,Banking & business,banking-and-business,2012,1000000.00
asdb-special-funds,Asian Development Bank,24040,Informal/semi-formal financial intermediaries,Banking & business,banking-and-business,2011,156317.96
asdb-special-funds,Asian Development Bank,24040,Informal/semi-formal financial intermediaries,Banking & business,banking-and-business,2010,32118881.92
asdb-special-funds,Asian Development Bank,24040,Informal/semi-formal financial intermediaries,Banking & business,banking-and-business,2003,0.00
asdb-special-funds,Asian Development Bank,24081,Education/training in banking & financial services,Banking & business,banking-and-business,2005,0.00
asdb-special-funds,Asian Development Bank,25010,Business support services & institutions,Banking & business,banking-and-business,2013,372834.63
asdb-special-funds,Asian Development Bank,25010,Business support services & institutions,Banking & business,banking-and-business,2012,4612994.00
asdb-special-funds,Asian Development Bank,25010,Business support services & institutions,Banking & business,banking-and-business,2011,3659665.91
asdb-special-funds,Asian Development Bank,25010,Business support services & institutions,Banking & business,banking-and-business,2010,1170156.40
asdb-special-funds,Asian Development Bank,25010,Business support services & institutions,Banking & business,banking-and-business,2002,0.00
asdb-special-funds,Asian Development Bank,31110,Agricultural policy & administrative management,Agriculture & food security,agriculture-and-food-security,2014,52257097.71
asdb-special-funds,Asian Development Bank,31110,Agricultural policy & administrative management,Agriculture & food security,agriculture-and-food-security,2013,41478101.40
asdb-special-funds,Asian Development Bank,31110,Agricultural policy & administrative management,Agriculture & food security,agriculture-and-food-security,2012,2918838.00
asdb-special-funds,Asian Development Bank,31110,Agricultural policy & administrative management,Agriculture & food security,agriculture-and-food-security,2011,2699307.86
asdb-special-funds,Asian Development Bank,31110,Agricultural policy & administrative management,Agriculture & food security,agriculture-and-food-security,2010,7038763.64
asdb-special-funds,Asian Development Bank,31110,Agricultural policy & administrative management,Agriculture & food security,agriculture-and-food-security,2006,0.00
asdb-special-funds,Asian Development Bank,31110,Agricultural policy & administrative management,Agriculture & food security,agriculture-and-food-security,2004,0.00
asdb-special-funds,Asian Development Bank,31110,Agricultural policy & administrative management,Agriculture & food security,agriculture-and-food-security,2002,0.00
asdb-special-funds,Asian Development Bank,31120,Agricultural development,Agriculture & food security,agriculture-and-food-security,2013,0.00
asdb-special-funds,Asian Development Bank,31120,Agricultural development,Agriculture & food security,agriculture-and-food-security,2012,6918913.00
asdb-special-funds,Asian Development Bank,31120,Agricultural development,Agriculture & food security,agriculture-and-food-security,2011,3492667.43
asdb-special-funds,Asian Development Bank,31120,Agricultural development,Agriculture & food security,agriculture-and-food-security,2010,10083011.44
asdb-special-funds,Asian Development Bank,31120,Agricultural development,Agriculture & food security,agriculture-and-food-security,2009,0.00
asdb-special-funds,Asian Development Bank,31120,Agricultural development,Agriculture & food security,agriculture-and-food-security,2007,0.00
asdb-special-funds,Asian Development Bank,31120,Agricultural development,Agriculture & food security,agriculture-and-food-security,2006,0.00
asdb-special-funds,Asian Development Bank,31120,Agricultural development,Agriculture & food security,agriculture-and-food-security,2005,0.00
asdb-special-funds,Asian Development Bank,31120,Agricultural development,Agriculture & food security,agriculture-and-food-security,2004,0.00
asdb-special-funds,Asian Development Bank,31120,Agricultural development,Agriculture & food security,agriculture-and-food-security,2003,0.00
asdb-special-funds,Asian Development Bank,31120,Agricultural development,Agriculture & food security,agriculture-and-food-security,2002,0.00
asdb-special-funds,Asian Development Bank,31130,Agricultural land resources,Agriculture & food security,agriculture-and-food-security,2014,9061146.70
asdb-special-funds,Asian Development Bank,31130,Agricultural land resources,Agriculture & food security,agriculture-and-food-security,2013,16393787.34
asdb-special-funds,Asian Development Bank,31130,Agricultural land resources,Agriculture & food security,agriculture-and-food-security,2012,1350341.00
asdb-special-funds,Asian Development Bank,31130,Agricultural land resources,Agriculture & food security,agriculture-and-food-security,2011,3323002.73
asdb-special-funds,Asian Development Bank,31130,Agricultural land resources,Agriculture & food security,agriculture-and-food-security,2007,0.00
asdb-special-funds,Asian Development Bank,31130,Agricultural land resources,Agriculture & food security,agriculture-and-food-security,2003,0.00
asdb-special-funds,Asian Development Bank,31140,Agricultural water resources,Agriculture & food security,agriculture-and-food-security,2014,117200755.90
asdb-special-funds,Asian Development Bank,31140,Agricultural water resources,Agriculture & food security,agriculture-and-food-security,2013,104432471.83
asdb-special-funds,Asian Development Bank,31140,Agricultural water resources,Agriculture & food security,agriculture-and-food-security,2012,61428467.00
asdb-special-funds,Asian Development Bank,31140,Agricultural water resources,Agriculture & food security,agriculture-and-food-security,2011,66798372.74
asdb-special-funds,Asian Development Bank,31140,Agricultural water resources,Agriculture & food security,agriculture-and-food-security,2010,64524713.55
asdb-special-funds,Asian Development Bank,31140,Agricultural water resources,Agriculture & food security,agriculture-and-food-security,2007,0.00
asdb-special-funds,Asian Development Bank,31140,Agricultural water resources,Agriculture & food security,agriculture-and-food-security,2005,0.00
asdb-special-funds,Asian Development Bank,31140,Agricultural water resources,Agriculture & food security,agriculture-and-food-security,2004,0.00
asdb-special-funds,Asian Development Bank,31140,Agricultural water resources,Agriculture & food security,agriculture-and-food-security,2003,0.00
asdb-special-funds,Asian Development Bank,31150,Agricultural inputs,Agriculture & food security,agriculture-and-food-security,2012,2267526.00
asdb-special-funds,Asian Development Bank,31150,Agricultural inputs,Agriculture & food security,agriculture-and-food-security,2011,2011927.45
asdb-special-funds,Asian Development Bank,31150,Agricultural inputs,Agriculture & food security,agriculture-and-food-security,2010,0.00
asdb-special-funds,Asian Development Bank,31161,Food crop production,Agriculture & food security,agriculture-and-food-security,2014,17614599.03
asdb-special-funds,Asian Development Bank,31161,Food crop production,Agriculture & food security,agriculture-and-food-security,2013,18858472.81
asdb-special-funds,Asian Development Bank,31161,Food crop production,Agriculture & food security,agriculture-and-food-security,2012,1023883.00
asdb-special-funds,Asian Development Bank,31161,Food crop production,Agriculture & food security,agriculture-and-food-security,2011,117841.98
asdb-special-funds,Asian Development Bank,31161,Food crop production,Agriculture & food security,agriculture-and-food-security,2010,0.00
asdb-special-funds,Asian Development Bank,31161,Food crop production,Agriculture & food security,agriculture-and-food-security,2005,0.00
asdb-special-funds,Asian Development Bank,31162,Industrial crops/export crops,Agriculture & food security,agriculture-and-food-security,2013,0.00
asdb-special-funds,Asian Development Bank,31162,Industrial crops/export crops,Agriculture & food security,agriculture-and-food-security,2012,3838103.00
asdb-special-funds,Asian Development Bank,31162,Industrial crops/export crops,Agriculture & food security,agriculture-and-food-security,2011,4863859.45
asdb-special-funds,Asian Development Bank,31162,Industrial crops/export crops,Agriculture & food security,agriculture-and-food-security,2010,13569.61
asdb-special-funds,Asian Development Bank,31162,Industrial crops/export crops,Agriculture & food security,agriculture-and-food-security,2007,0.00
asdb-special-funds,Asian Development Bank,31163,Livestock,Agriculture & food security,agriculture-and-food-security,2014,4497474.09
asdb-special-funds,Asian Development Bank,31163,Livestock,Agriculture & food security,agriculture-and-food-security,2013,5008909.01
asdb-special-funds,Asian Development Bank,31163,Livestock,Agriculture & food security,agriculture-and-food-security,2012,3728721.00
asdb-special-funds,Asian Development Bank,31163,Livestock,Agriculture & food security,agriculture-and-food-security,2011,2709269.64
asdb-special-funds,Asian Development Bank,31163,Livestock,Agriculture & food security,agriculture-and-food-security,2010,10874495.16
asdb-special-funds,Asian Development Bank,31163,Livestock,Agriculture & food security,agriculture-and-food-security,2007,0.00
asdb-special-funds,Asian Development Bank,31163,Livestock,Agriculture & food security,agriculture-and-food-security,2005,0.00
asdb-special-funds,Asian Development Bank,31163,Livestock,Agriculture & food security,agriculture-and-food-security,2004,0.00
asdb-special-funds,Asian Development Bank,31166,Agricultural extension,Agriculture & food security,agriculture-and-food-security,2012,1146213.00
asdb-special-funds,Asian Development Bank,31166,Agricultural extension,Agriculture & food security,agriculture-and-food-security,2011,34404.71
asdb-special-funds,Asian Development Bank,31166,Agricultural extension,Agriculture & food security,agriculture-and-food-security,2010,0.00
asdb-special-funds,Asian Development Bank,31181,Agricultural education/training,Agriculture & food security,agriculture-and-food-security,2011,0.00
asdb-special-funds,Asian Development Bank,31181,Agricultural education/training,Agriculture & food security,agriculture-and-food-security,2010,0.00
asdb-special-funds,Asian Development Bank,31182,Agricultural research,Agriculture & food security,agriculture-and-food-security,2014,192002.61
asdb-special-funds,Asian Development Bank,31182,Agricultural research,Agriculture & food security,agriculture-and-food-security,2013,1341210.45
