id,parent,sector,year,value
afdf,African Development Bank and Fund,banking-and-business,2007,27292908.08
afdf,African Development Bank and Fund,banking-and-business,2006,11847944.88
afdf,African Development Bank and Fund,banking-and-business,2005,12437018.70
afdf,African Development Bank and Fund,banking-and-business,2004,220449635.59
afdf,African Development Bank and Fund,banking-and-business,2003,59900486.47
afdf,African Development Bank and Fund,banking-and-business,2002,222005118.20
afdf,African Development Bank and Fund,debt-relief,2014,219134.95
afdf,African Development Bank and Fund,debt-relief,2013,636214.96
afdf,African Development Bank and Fund,debt-relief,2012,551598373.02
afdf,African Development Bank and Fund,debt-relief,2011,391554.63
afdf,African Development Bank and Fund,debt-relief,2010,521849317.17
afdf,African Development Bank and Fund,debt-relief,2009,754422543.96
afdf,African Development Bank and Fund,debt-relief,2008,22672718.38
afdf,African Development Bank and Fund,debt-relief,2007,353286326.15
afdf,African Development Bank and Fund,debt-relief,2006,9924812509.23
afdf,African Development Bank and Fund,debt-relief,2005,109660223.10
afdf,African Development Bank and Fund,debt-relief,2004,203339691.12
afdf,African Development Bank and Fund,debt-relief,2003,118724468.74
afdf,African Development Bank and Fund,debt-relief,2002,191486171.53
afdf,African Development Bank and Fund,education,2014,68636640.94
afdf,African Development Bank and Fund,education,2013,94189153.49
afdf,African Development Bank and Fund,education,2012,103445701.00
afdf,African Development Bank and Fund,education,2011,92236358.38
afdf,African Development Bank and Fund,education,2010,124740036.99
afdf,African Development Bank and Fund,education,2009,114160510.61
afdf,African Development Bank and Fund,education,2008,121598255.66
afdf,African Development Bank and Fund,education,2007,87664929.66
afdf,African Development Bank and Fund,education,2006,73116421.24
afdf,African Development Bank and Fund,education,2005,67857532.21
afdf,African Development Bank and Fund,education,2004,90229796.45
afdf,African Development Bank and Fund,education,2003,55516204.11
afdf,African Development Bank and Fund,education,2002,92740707.29
afdf,African Development Bank and Fund,environment,2009,714645.11
afdf,African Development Bank and Fund,environment,2014,27161821.71
afdf,African Development Bank and Fund,environment,2013,24205925.61
afdf,African Development Bank and Fund,environment,2012,14168599.00
afdf,African Development Bank and Fund,environment,2011,14223378.22
afdf,African Development Bank and Fund,environment,2010,7381224.45
afdf,African Development Bank and Fund,environment,2008,8148063.38
afdf,African Development Bank and Fund,environment,2007,13352337.06
afdf,African Development Bank and Fund,environment,2006,9886364.90
afdf,African Development Bank and Fund,environment,2005,9323889.01
afdf,African Development Bank and Fund,environment,2004,9839268.81
afdf,African Development Bank and Fund,environment,2003,4839854.20
afdf,African Development Bank and Fund,environment,2002,11216849.09
afdf,African Development Bank and Fund,general-budget-support,2014,213797807.06
afdf,African Development Bank and Fund,general-budget-support,2013,428894614.28
afdf,African Development Bank and Fund,general-budget-support,2012,331444120.00
afdf,African Development Bank and Fund,general-budget-support,2011,417339030.69
afdf,African Development Bank and Fund,general-budget-support,2010,318437243.90
afdf,African Development Bank and Fund,general-budget-support,2009,425550987.07
afdf,African Development Bank and Fund,general-budget-support,2008,318496430.98
afdf,African Development Bank and Fund,general-budget-support,2007,251995584.20
afdf,African Development Bank and Fund,general-budget-support,2006,145724721.36
afdf,African Development Bank and Fund,general-budget-support,2005,166737040.04
afdf,African Development Bank and Fund,general-budget-support,2004,123688314.72
afdf,African Development Bank and Fund,general-budget-support,2003,123821797.15
afdf,African Development Bank and Fund,general-budget-support,2002,102937822.05
afdf,African Development Bank and Fund,governance-and-security,2014,65806984.45
afdf,African Development Bank and Fund,governance-and-security,2013,45107035.09
afdf,African Development Bank and Fund,governance-and-security,2012,57126385.53
afdf,African Development Bank and Fund,governance-and-security,2011,77083187.58
afdf,African Development Bank and Fund,governance-and-security,2010,15176323.94
afdf,African Development Bank and Fund,governance-and-security,2009,10725752.12
afdf,African Development Bank and Fund,governance-and-security,2008,122579559.05
afdf,African Development Bank and Fund,governance-and-security,2007,111445602.27
afdf,African Development Bank and Fund,governance-and-security,2006,63960110.37
afdf,African Development Bank and Fund,governance-and-security,2005,146744021.30
afdf,African Development Bank and Fund,governance-and-security,2004,134604993.73
afdf,African Development Bank and Fund,governance-and-security,2003,76007003.30
afdf,African Development Bank and Fund,governance-and-security,2002,115729603.88
afdf,African Development Bank and Fund,health,2014,127644087.37
afdf,African Development Bank and Fund,health,2013,41026951.61
afdf,African Development Bank and Fund,health,2012,70976688.61
afdf,African Development Bank and Fund,health,2011,87714334.90
afdf,African Development Bank and Fund,health,2010,79824302.19
afdf,African Development Bank and Fund,health,2009,109372235.41
afdf,African Development Bank and Fund,health,2008,113439787.83
afdf,African Development Bank and Fund,health,2007,84955262.52
afdf,African Development Bank and Fund,health,2006,89665592.42
afdf,African Development Bank and Fund,health,2005,68730721.74
afdf,African Development Bank and Fund,health,2004,85394011.54
afdf,African Development Bank and Fund,health,2003,42830487.14
afdf,African Development Bank and Fund,health,2002,88525996.26
afdf,African Development Bank and Fund,humanitarian,2014,1132118.99
afdf,African Development Bank and Fund,humanitarian,2013,8639.82
afdf,African Development Bank and Fund,humanitarian,2012,358166.00
afdf,African Development Bank and Fund,humanitarian,2011,92613747.60
afdf,African Development Bank and Fund,humanitarian,2010,0.00
afdf,African Development Bank and Fund,humanitarian,2009,0.00
afdf,African Development Bank and Fund,humanitarian,2008,4596873.94
afdf,African Development Bank and Fund,humanitarian,2007,4993400.60
afdf,African Development Bank and Fund,humanitarian,2006,5464808.45
afdf,African Development Bank and Fund,humanitarian,2005,7205619.56
afdf,African Development Bank and Fund,humanitarian,2004,10773010.20
afdf,African Development Bank and Fund,humanitarian,2003,9727730.40
afdf,African Development Bank and Fund,humanitarian,2002,14635058.08
afdf,African Development Bank and Fund,industry-and-trade,2014,8837016.58
afdf,African Development Bank and Fund,industry-and-trade,2013,0.00
afdf,African Development Bank and Fund,industry-and-trade,2012,0.00
afdf,African Development Bank and Fund,industry-and-trade,2011,1378049.23
afdf,African Development Bank and Fund,industry-and-trade,2010,0.00
afdf,African Development Bank and Fund,industry-and-trade,2009,17141335.10
afdf,African Development Bank and Fund,industry-and-trade,2008,1764002.56
afdf,African Development Bank and Fund,industry-and-trade,2007,4366874.75
afdf,African Development Bank and Fund,industry-and-trade,2006,4720494.91
afdf,African Development Bank and Fund,industry-and-trade,2005,8587619.27
afdf,African Development Bank and Fund,industry-and-trade,2004,11433396.30
afdf,African Development Bank and Fund,industry-and-trade,2003,6526447.22
afdf,African Development Bank and Fund,industry-and-trade,2002,5470284.22
afdf,African Development Bank and Fund,infrastructure,2014,840068766.11
afdf,African Development Bank and Fund,infrastructure,2013,974629686.66
afdf,African Development Bank and Fund,infrastructure,2012,796624635.48
afdf,African Development Bank and Fund,infrastructure,2011,787537196.63
afdf,African Development Bank and Fund,infrastructure,2010,566855235.45
afdf,African Development Bank and Fund,infrastructure,2009,449772238.10
afdf,African Development Bank and Fund,infrastructure,2008,256453073.08
afdf,African Development Bank and Fund,infrastructure,2007,169520276.89
afdf,African Development Bank and Fund,infrastructure,2006,151395757.25
afdf,African Development Bank and Fund,infrastructure,2005,161154617.37
afdf,African Development Bank and Fund,infrastructure,2004,179803543.08
afdf,African Development Bank and Fund,infrastructure,2003,114993823.02
afdf,African Development Bank and Fund,infrastructure,2002,143053029.01
afdf,African Development Bank and Fund,other,2014,193449045.20
afdf,African Development Bank and Fund,other,2013,136503806.32
afdf,African Development Bank and Fund,other,2012,91128366.76
afdf,African Development Bank and Fund,other,2011,46406770.50
afdf,African Development Bank and Fund,other,2010,96642059.12
afdf,African Development Bank and Fund,other,2009,112036205.19
afdf,African Development Bank and Fund,other,2008,365255596.92
afdf,African Development Bank and Fund,other,2007,84694350.64
afdf,African Development Bank and Fund,other,2006,83961189.24
afdf,African Development Bank and Fund,other,2005,107360242.80
afdf,African Development Bank and Fund,other,2004,40611575.47
afdf,African Development Bank and Fund,other,2003,28861143.20
afdf,African Development Bank and Fund,other,2002,30898641.83
afdf,African Development Bank and Fund,other-social-services,2014,1545286.74
afdf,African Development Bank and Fund,other-social-services,2013,23526422.06
afdf,African Development Bank and Fund,other-social-services,2012,13352200.00
afdf,African Development Bank and Fund,other-social-services,2011,42234435.93
afdf,African Development Bank and Fund,other-social-services,2010,35902387.37
afdf,African Development Bank and Fund,other-social-services,2009,24361974.73
afdf,African Development Bank and Fund,other-social-services,2008,29161119.46
afdf,African Development Bank and Fund,other-social-services,2007,26175610.33
afdf,African Development Bank and Fund,other-social-services,2006,26601653.81
afdf,African Development Bank and Fund,other-social-services,2005,29290636.70
afdf,African Development Bank and Fund,other-social-services,2004,35494853.12
afdf,African Development Bank and Fund,other-social-services,2003,23824647.11
afdf,African Development Bank and Fund,other-social-services,2002,6315580.94
afdf,African Development Bank and Fund,water-and-sanitation,2014,263653012.66
afdf,African Development Bank and Fund,water-and-sanitation,2013,264716764.65
afdf,African Development Bank and Fund,water-and-sanitation,2012,172444579.30
afdf,African Development Bank and Fund,water-and-sanitation,2011,176140807.96
afdf,African Development Bank and Fund,water-and-sanitation,2010,183253224.53
afdf,African Development Bank and Fund,water-and-sanitation,2009,206110578.55
afdf,African Development Bank and Fund,water-and-sanitation,2008,195884614.15
afdf,African Development Bank and Fund,water-and-sanitation,2007,154986305.28
afdf,African Development Bank and Fund,water-and-sanitation,2006,95541372.27
afdf,African Development Bank and Fund,water-and-sanitation,2005,55210914.86
afdf,African Development Bank and Fund,water-and-sanitation,2004,30234978.87
afdf,African Development Bank and Fund,water-and-sanitation,2003,34065701.69
afdf,African Development Bank and Fund,water-and-sanitation,2002,35695610.42
arab-fund-afesd,Arab Fund,agriculture-and-food-security,2014,143537949.30
arab-fund-afesd,Arab Fund,agriculture-and-food-security,2013,75715197.47
arab-fund-afesd,Arab Fund,agriculture-and-food-security,2012,133767905.90
arab-fund-afesd,Arab Fund,agriculture-and-food-security,2011,155154002.07
arab-fund-afesd,Arab Fund,agriculture-and-food-security,2010,76402415.46
arab-fund-afesd,Arab Fund,agriculture-and-food-security,2009,69986592.80
arab-fund-afesd,Arab Fund,agriculture-and-food-security,2008,66829854.45
arab-fund-afesd,Arab Fund,banking-and-business,2013,95629.60
arab-fund-afesd,Arab Fund,banking-and-business,2012,0.00
arab-fund-afesd,Arab Fund,education,2014,3727780.28
arab-fund-afesd,Arab Fund,education,2013,4893606.27
arab-fund-afesd,Arab Fund,education,2012,7275273.40
arab-fund-afesd,Arab Fund,education,2011,11251853.49
arab-fund-afesd,Arab Fund,education,2010,8033286.85
arab-fund-afesd,Arab Fund,education,2009,26431230.69
arab-fund-afesd,Arab Fund,education,2008,48788688.39
arab-fund-afesd,Arab Fund,environment,2014,7159945.36
arab-fund-afesd,Arab Fund,environment,2013,8611751.64
arab-fund-afesd,Arab Fund,environment,2012,2327374.00
arab-fund-afesd,Arab Fund,environment,2011,73686.00
arab-fund-afesd,Arab Fund,environment,2010,37986.00
arab-fund-afesd,Arab Fund,environment,2009,583444.35
arab-fund-afesd,Arab Fund,environment,2008,840198.24
arab-fund-afesd,Arab Fund,governance-and-security,2014,30197.37
arab-fund-afesd,Arab Fund,governance-and-security,2013,123701.06
arab-fund-afesd,Arab Fund,governance-and-security,2012,2864278.40
arab-fund-afesd,Arab Fund,governance-and-security,2011,63124.44
arab-fund-afesd,Arab Fund,governance-and-security,2010,116522.86
arab-fund-afesd,Arab Fund,governance-and-security,2009,286126.75
arab-fund-afesd,Arab Fund,governance-and-security,2008,600178.28
arab-fund-afesd,Arab Fund,health,2014,4184997.43
arab-fund-afesd,Arab Fund,health,2013,1331595.39
arab-fund-afesd,Arab Fund,health,2012,4706623.10
arab-fund-afesd,Arab Fund,health,2011,2210526.02
arab-fund-afesd,Arab Fund,health,2010,1360702.26
arab-fund-afesd,Arab Fund,health,2009,1732287.78
arab-fund-afesd,Arab Fund,health,2008,4678488.35
arab-fund-afesd,Arab Fund,humanitarian,2014,6622576.78
arab-fund-afesd,Arab Fund,humanitarian,2013,6344860.00
arab-fund-afesd,Arab Fund,humanitarian,2012,3429022.00
arab-fund-afesd,Arab Fund,humanitarian,2011,6505565.59
arab-fund-afesd,Arab Fund,humanitarian,2010,7363639.88
arab-fund-afesd,Arab Fund,humanitarian,2009,11565362.40
arab-fund-afesd,Arab Fund,humanitarian,2008,28744648.94
arab-fund-afesd,Arab Fund,industry-and-trade,2014,2315837.02
arab-fund-afesd,Arab Fund,industry-and-trade,2013,1531113.92
arab-fund-afesd,Arab Fund,industry-and-trade,2012,1788453.20
arab-fund-afesd,Arab Fund,industry-and-trade,2011,14682574.58
arab-fund-afesd,Arab Fund,industry-and-trade,2010,8877450.31
arab-fund-afesd,Arab Fund,industry-and-trade,2009,19085295.85
arab-fund-afesd,Arab Fund,industry-and-trade,2008,22241209.20
arab-fund-afesd,Arab Fund,infrastructure,2014,549764168.14
arab-fund-afesd,Arab Fund,infrastructure,2013,667643990.74
arab-fund-afesd,Arab Fund,infrastructure,2012,606142613.02
arab-fund-afesd,Arab Fund,infrastructure,2011,512494537.47
arab-fund-afesd,Arab Fund,infrastructure,2010,846944976.27
arab-fund-afesd,Arab Fund,infrastructure,2009,636825526.27
arab-fund-afesd,Arab Fund,infrastructure,2008,686596293.03
arab-fund-afesd,Arab Fund,other,2014,202448.62
arab-fund-afesd,Arab Fund,other,2013,20104109.54
arab-fund-afesd,Arab Fund,other,2012,4458298.70
arab-fund-afesd,Arab Fund,other,2011,3044514.28
arab-fund-afesd,Arab Fund,other,2010,5579728.26
arab-fund-afesd,Arab Fund,other,2009,5220556.54
arab-fund-afesd,Arab Fund,other,2008,3124890.85
arab-fund-afesd,Arab Fund,other-social-services,2014,50607196.07
arab-fund-afesd,Arab Fund,other-social-services,2013,23150200.30
arab-fund-afesd,Arab Fund,other-social-services,2012,5893450.50
arab-fund-afesd,Arab Fund,other-social-services,2011,12693715.62
arab-fund-afesd,Arab Fund,other-social-services,2010,24120215.19
arab-fund-afesd,Arab Fund,other-social-services,2009,31856498.92
arab-fund-afesd,Arab Fund,other-social-services,2008,21083146.10
arab-fund-afesd,Arab Fund,water-and-sanitation,2014,108400071.35
arab-fund-afesd,Arab Fund,water-and-sanitation,2013,82494991.04
arab-fund-afesd,Arab Fund,water-and-sanitation,2012,82100592.60
arab-fund-afesd,Arab Fund,water-and-sanitation,2011,94482998.21
arab-fund-afesd,Arab Fund,water-and-sanitation,2010,88525206.91
arab-fund-afesd,Arab Fund,water-and-sanitation,2009,123533241.52
arab-fund-afesd,Arab Fund,water-and-sanitation,2008,192477874.71
asdb-special-funds,Asian Development Bank,agriculture-and-food-security,2014,208101091.90
asdb-special-funds,Asian Development Bank,agriculture-and-food-security,2013,207877677.56
asdb-special-funds,Asian Development Bank,agriculture-and-food-security,2012,144772970.80
asdb-special-funds,Asian Development Bank,agriculture-and-food-security,2011,121097985.04
asdb-special-funds,Asian Development Bank,agriculture-and-food-security,2010,111184807.21
asdb-special-funds,Asian Development Bank,agriculture-and-food-security,2009,0.00
asdb-special-funds,Asian Development Bank,agriculture-and-food-security,2007,0.00
asdb-special-funds,Asian Development Bank,agriculture-and-food-security,2006,0.00
asdb-special-funds,Asian Development Bank,agriculture-and-food-security,2005,0.00
asdb-special-funds,Asian Development Bank,agriculture-and-food-security,2004,0.00
asdb-special-funds,Asian Development Bank,agriculture-and-food-security,2003,0.00
asdb-special-funds,Asian Development Bank,agriculture-and-food-security,2002,0.00
asdb-special-funds,Asian Development Bank,banking-and-business,2014,292884392.96
asdb-special-funds,Asian Development Bank,banking-and-business,2013,135371780.96
asdb-special-funds,Asian Development Bank,banking-and-business,2012,84288706.00
asdb-special-funds,Asian Development Bank,banking-and-business,2011,83455921.74
asdb-special-funds,Asian Development Bank,banking-and-business,2010,51513063.89
asdb-special-funds,Asian Development Bank,banking-and-business,2008,0.00
asdb-special-funds,Asian Development Bank,banking-and-business,2007,0.00
asdb-special-funds,Asian Development Bank,banking-and-business,2006,0.00
asdb-special-funds,Asian Development Bank,banking-and-business,2005,0.00
asdb-special-funds,Asian Development Bank,banking-and-business,2004,0.00
asdb-special-funds,Asian Development Bank,banking-and-business,2003,0.00
asdb-special-funds,Asian Development Bank,banking-and-business,2002,0.00
asdb-special-funds,Asian Development Bank,debt-relief,2014,6063384.06
asdb-special-funds,Asian Development Bank,debt-relief,2013,5307176.71
asdb-special-funds,Asian Development Bank,debt-relief,2011,1016108.26
asdb-special-funds,Asian Development Bank,debt-relief,2010,764903.07
asdb-special-funds,Asian Development Bank,education,2014,220687013.24
asdb-special-funds,Asian Development Bank,education,2013,219542927.54
asdb-special-funds,Asian Development Bank,education,2012,223844282.90
asdb-special-funds,Asian Development Bank,education,2011,254210495.38
asdb-special-funds,Asian Development Bank,education,2010,218191031.14
asdb-special-funds,Asian Development Bank,education,2009,0.00
asdb-special-funds,Asian Development Bank,education,2008,0.00
asdb-special-funds,Asian Development Bank,education,2007,0.00
asdb-special-funds,Asian Development Bank,education,2006,0.00
asdb-special-funds,Asian Development Bank,education,2005,0.00
asdb-special-funds,Asian Development Bank,education,2004,0.00
asdb-special-funds,Asian Development Bank,education,2003,0.00
asdb-special-funds,Asian Development Bank,education,2002,0.00
asdb-special-funds,Asian Development Bank,environment,2014,32398855.60
asdb-special-funds,Asian Development Bank,environment,2013,16838206.22
asdb-special-funds,Asian Development Bank,environment,2012,27123699.90
asdb-special-funds,Asian Development Bank,environment,2011,23769538.22
asdb-special-funds,Asian Development Bank,environment,2010,68294650.53
asdb-special-funds,Asian Development Bank,environment,2007,0.00
asdb-special-funds,Asian Development Bank,environment,2004,0.00
asdb-special-funds,Asian Development Bank,environment,2003,0.00
asdb-special-funds,Asian Development Bank,general-budget-support,2009,0.00
asdb-special-funds,Asian Development Bank,general-budget-support,2008,0.00
asdb-special-funds,Asian Development Bank,general-budget-support,2005,0.00
asdb-special-funds,Asian Development Bank,general-budget-support,2004,0.00
asdb-special-funds,Asian Development Bank,governance-and-security,2014,119881696.89
asdb-special-funds,Asian Development Bank,governance-and-security,2013,645224631.91
asdb-special-funds,Asian Development Bank,governance-and-security,2012,87142000.00
asdb-special-funds,Asian Development Bank,governance-and-security,2011,146795639.72
asdb-special-funds,Asian Development Bank,governance-and-security,2010,232447824.03
asdb-special-funds,Asian Development Bank,governance-and-security,2008,0.00
asdb-special-funds,Asian Development Bank,governance-and-security,2007,0.00
asdb-special-funds,Asian Development Bank,governance-and-security,2006,0.00
asdb-special-funds,Asian Development Bank,governance-and-security,2005,0.00
asdb-special-funds,Asian Development Bank,governance-and-security,2004,0.00
asdb-special-funds,Asian Development Bank,governance-and-security,2003,0.00
asdb-special-funds,Asian Development Bank,health,2014,57110637.34
asdb-special-funds,Asian Development Bank,health,2013,70808753.36
asdb-special-funds,Asian Development Bank,health,2012,70790837.62
asdb-special-funds,Asian Development Bank,health,2011,84070075.17
asdb-special-funds,Asian Development Bank,health,2010,232729485.29
asdb-special-funds,Asian Development Bank,health,2008,0.00
asdb-special-funds,Asian Development Bank,health,2007,0.00
asdb-special-funds,Asian Development Bank,health,2005,0.00
asdb-special-funds,Asian Development Bank,health,2004,0.00
asdb-special-funds,Asian Development Bank,health,2003,0.00
asdb-special-funds,Asian Development Bank,humanitarian,2013,0.00
asdb-special-funds,Asian Development Bank,humanitarian,2012,11786357.30
asdb-special-funds,Asian Development Bank,humanitarian,2011,91062632.58
asdb-special-funds,Asian Development Bank,humanitarian,2010,82168302.47
asdb-special-funds,Asian Development Bank,humanitarian,2008,0.00
asdb-special-funds,Asian Development Bank,humanitarian,2005,0.00
asdb-special-funds,Asian Development Bank,humanitarian,2004,0.00
asdb-special-funds,Asian Development Bank,humanitarian,2003,0.00
asdb-special-funds,Asian Development Bank,humanitarian,2002,0.00
asdb-special-funds,Asian Development Bank,industry-and-trade,2014,52595817.28
asdb-special-funds,Asian Development Bank,industry-and-trade,2013,62480124.79
asdb-special-funds,Asian Development Bank,industry-and-trade,2012,60782225.90
asdb-special-funds,Asian Development Bank,industry-and-trade,2011,85136978.75
asdb-special-funds,Asian Development Bank,industry-and-trade,2010,38658865.45
asdb-special-funds,Asian Development Bank,industry-and-trade,2009,0.00
asdb-special-funds,Asian Development Bank,industry-and-trade,2007,0.00
asdb-special-funds,Asian Development Bank,industry-and-trade,2005,0.00
asdb-special-funds,Asian Development Bank,industry-and-trade,2004,0.00
asdb-special-funds,Asian Development Bank,industry-and-trade,2003,0.00
asdb-special-funds,Asian Development Bank,industry-and-trade,2002,0.00
asdb-special-funds,Asian Development Bank,infrastructure,2014,1204657933.53
asdb-special-funds,Asian Development Bank,infrastructure,2013,904696657.23
asdb-special-funds,Asian Development Bank,infrastructure,2012,716737727.60
asdb-special-funds,Asian Development Bank,infrastructure,2011,513198182.95
asdb-special-funds,Asian Development Bank,infrastructure,2010,578891530.22
asdb-special-funds,Asian Development Bank,infrastructure,2009,0.00
asdb-special-funds,Asian Development Bank,infrastructure,2008,0.00
asdb-special-funds,Asian Development Bank,infrastructure,2007,0.00
asdb-special-funds,Asian Development Bank,infrastructure,2006,0.00
asdb-special-funds,Asian Development Bank,infrastructure,2005,0.00
asdb-special-funds,Asian Development Bank,infrastructure,2004,0.00
asdb-special-funds,Asian Development Bank,infrastructure,2003,0.00
asdb-special-funds,Asian Development Bank,infrastructure,2002,0.00
asdb-special-funds,Asian Development Bank,other,2014,87821282.77
asdb-special-funds,Asian Development Bank,other,2013,131485402.46
asdb-special-funds,Asian Development Bank,other,2012,221679339.55
asdb-special-funds,Asian Development Bank,other,2011,257939754.33
asdb-special-funds,Asian Development Bank,other,2010,206771379.01
asdb-special-funds,Asian Development Bank,other,2009,0.00
asdb-special-funds,Asian Development Bank,other,2008,0.00
asdb-special-funds,Asian Development Bank,other,2007,0.00
asdb-special-funds,Asian Development Bank,other,2006,0.00
asdb-special-funds,Asian Development Bank,other,2005,0.00
asdb-special-funds,Asian Development Bank,other,2004,0.00
asdb-special-funds,Asian Development Bank,other,2003,0.00
asdb-special-funds,Asian Development Bank,other,2002,0.00
asdb-special-funds,Asian Development Bank,other-social-services,2014,161353586.38
asdb-special-funds,Asian Development Bank,other-social-services,2013,21813311.55
