"district_id","district_name","year","value"
"d18974","Baringo",2013,"bush"
"d18975","Bomet",2013,"vip_or_covered_latrine"
"d18987","Bungoma",2013,"vip_or_covered_latrine"
"d18988","Busia",2013,"vip_or_covered_latrine"
"d18976","Elgeyo-Marakwet",2013,"vip_or_covered_latrine"
"d18955","Embu",2013,"vip_or_covered_latrine"
"d18965","Garissa",2013,"bush"
"d18968","Homa Bay",2013,"vip_or_covered_latrine"
"d18956","Isiolo",2013,"bush"
"d18991","Kajiado",2013,"vip_or_covered_latrine"
"d18989","Kakamega",2013,"vip_or_covered_latrine"
"d18977","Kericho",2013,"vip_or_covered_latrine"
"d18943","Kiambu",2013,"vip_or_covered_latrine"
"d18949","Kilifi",2013,"vip_or_covered_latrine"
"d18944","Kirinyaga",2013,"vip_or_covered_latrine"
"d18969","Kisii",2013,"vip_or_covered_latrine"
"d18970","Kisumu",2013,"vip_or_covered_latrine"
"d18957","Kitui",2013,"vip_or_covered_latrine"
"d18950","Kwale",2013,"bush"
"d18978","Laikipia",2013,"vip_or_covered_latrine"
"d18951","Lamu",2013,"vip_or_covered_latrine"
"d18958","Machakos",2013,"vip_or_covered_latrine"
"d18959","Makueni",2013,"vip_or_covered_latrine"
"d18966","Mandera",2013,"bush"
"d18960","Marsabit",2013,"bush"
"d18961","Meru",2013,"vip_or_covered_latrine"
"d18971","Migori",2013,"vip_or_covered_latrine"
"d18952","Mombasa",2013,"vip_or_covered_latrine"
"d18946","Murang'a",2013,"vip_or_covered_latrine"
"d18964","Nairobi",2013,"main_sewer"
"d18979","Nakuru",2013,"vip_or_covered_latrine"
"d18980","Nandi",2013,"vip_or_covered_latrine"
"d18981","Narok",2013,"bush"
"d18962","Nithi",2013,"vip_or_covered_latrine"
"d18972","Nyamira",2013,"vip_or_covered_latrine"
"d18947","Nyandarua",2013,"vip_or_covered_latrine"
"d18948","Nyeri",2013,"vip_or_covered_latrine"
"d18982","Samburu",2013,"bush"
"d18973","Siaya",2013,"vip_or_covered_latrine"
"d18953","Taita Taveta",2013,"vip_or_covered_latrine"
"d18954","Tana River",2013,"bush"
"d18983","Trans-Nzoia",2013,"vip_or_covered_latrine"
"d18984","Turkana",2013,"bush"
"d18985","Uasin Gishu",2013,"vip_or_covered_latrine"
"d18990","Vihiga",2013,"vip_or_covered_latrine"
"d18967","Wajir",2013,"bush"
"d18986","West Pokot",2013,"bush"
