"district_id","2010","2011","2012","2013","2014","2015","2016"
"d314",84,64,59,63,51,51,110
"d301",37,46,51,40,40,35,34
"d322",60,65,53,62,58,50,46
"d323",42,39,38,69,54,41,44
"d315",39,29,40,64,53,40,33
"d324",41,24,25,29,28,14,36
"d216",48,56,55,68,55,54,45
"d316",34,37,51,48,32,60,36
"d302",33,42,45,44,31,28,39
"d303",44,45,42,46,41,39,41
"d217",58,53,62,87,72,74,101
"d218",56,57,71,66,47,56,65
"d201",37,48,51,60,54,63,58
"d420",44,34,37,41,29,45,30
"d117",36,48,47,51,51,54,56
"d219",65,73,60,65,61,66,62
"d118",39,44,37,53,55,50,51
"d220",44,64,57,61,56,55,66
"d225",53,68,62,107,74,63,55
"d416",49,70,58,60,64,62,41
"d401",46,50,41,63,52,55,86
"d402",47,47,46,54,46,40,41
"d202",51,72,70,74,55,54,64
"d221",45,53,59,92,57,63,52
"d119",34,48,55,55,72,55,45
"d120",24,19,19,25,20,53,49
"d226",50,48,55,71,57,87,60
"d317",24,52,50,59,40,43,77
"d121",34,39,39,46,33,53,41
"d304",56,51,46,43,43,39,37
"d403",48,59,59,63,56,57,56
"d417",46,46,36,53,42,51,42
"d203",58,64,61,69,65,69,55
"d418",41,39,40,42,44,40,41
"d204",54,54,57,64,58,54,56
"d318",52,,47,49,35,35,39
"d404",39,41,44,31,40,40,57
"d405",48,46,60,61,52,45,55
"d213",51,63,61,56,46,52,44
"d101",35,37,39,58,40,35,29
"d222",46,58,57,85,64,83,80
"d122",42,55,43,14,41,47,48
"d102",45,56,52,57,49,59,52
"d205",56,54,54,73,63,60,66
"d413",46,42,39,51,51,45,59
"d414",42,45,42,41,53,41,43
"d206",52,63,56,71,77,48,49
"d406",42,48,47,54,46,47,42
"d207",36,49,57,62,52,42,44
"d112",44,46,41,62,48,52,51
"d407",42,52,42,54,48,62,42
"d103",41,62,53,62,50,56,55
"d227",68,78,70,67,73,61,62
"d419",41,42,42,48,36,39,38
"d421",54,47,44,49,51,51,52
"d408",40,45,47,54,37,39,34
"d305",58,43,42,76,54,76,72
"d319",40,47,42,42,44,42,37
"d325",43,54,39,51,56,45,50
"d306",72,73,72,108,98,104,121
"d208",49,60,62,69,53,60,64
"d228",53,52,57,63,54,112,58
"d123",37,29,30,37,37,47,37
"d422",41,47,45,47,35,41,38
"d415",55,66,56,69,58,51,54
"d326",60,39,63,61,58,40,38
"d307",33,41,51,69,65,47,54
"d229",56,65,67,82,75,56,66
"d104",39,54,48,57,44,50,58
"d124",58,74,58,89,51,49,59
"d114",49,65,52,53,50,77,52
"d223",53,67,69,73,59,45,67
"d320",44,31,32,38,33,34,37
"d105",44,54,47,48,33,49,42
"d409",50,54,52,57,48,47,48
"d214",47,54,63,74,63,76,95
"d209",62,61,74,74,83,79,134
"d410",41,46,41,50,52,43,43
"d423",51,48,48,64,43,44,51
"d115",45,60,59,57,53,67,50
"d308",42,37,38,46,52,40,52
"d309",33,39,38,42,35,59,89
"d106",35,37,39,47,39,39,43
"d107",49,48,53,57,47,51,49
"d108",44,51,43,58,43,57,57
"d311",61,43,33,45,41,27,145
"d116",36,54,46,54,47,36,35
"d109",53,47,49,52,46,43,37
"d230",43,36,47,99,54,72,57
"d224",58,70,69,89,70,76,79
"d327",43,46,29,51,51,47,45
"d310",40,49,43,72,40,49,51
"d231",61,70,65,74,50,62,47
"d424",67,79,98,76,59,60,41
"d411",47,45,52,54,47,44,33
"d328",34,37,38,39,32,37,30
"d329",56,40,37,60,40,43,57
"d321",74,59,43,47,37,41,34
"d312",34,31,35,39,43,42,46
"d210",50,39,45,65,49,75,61
"d110",46,56,55,60,47,51,59
"d425",43,46,46,52,36,43,48
"d412",41,46,43,53,44,43,43
"d111",34,39,42,53,50,53,47
"d232",56,62,67,86,70,60,61
"d426",51,47,49,48,45,48,47
"d215",54,67,49,56,49,61,68
"d211",52,70,70,80,74,66,77
"d212",48,60,58,70,61,57,64
"d113",39,44,46,49,52,51,51
"d313",62,64,63,58,55,46,59
"d330",43,31,32,34,37,51,41
