"district_id","2015","2016","2017","2018"
"d18974",10.4578116363462,8.49766880377428,8.38448984444969,8.00119176910435
"d18975",13.4086490748671,8.6249499592772,7.99665156477129,7.25835952263058
"d18987",7.97990782455595,7.30237414471093,7.42703778082243,14.3292138919336
"d18988",4.59305188073156,6.81784860666442,7.09184887951848,5.39060401760197
"d18976",7.19662307760427,6.78712290435907,7.01418525580879,8.64328645922159
"d18955",2.28172777044404,3.86564135480659,7.71613566396897,7.67758375474084
"d18965",3.47927594675722,5.6794574117072,4.54832596336071,7.82327092648123
"d18968",6.75170625351622,6.75682928138249,6.72375813849736,9.81694649100474
"d18956",4.92363273425035,4.96069153327665,6.36948692550371,2.09179746788867
"d18991",7.60880115772197,12.7304560973475,8.74926658119169,8.81163989263754
"d18989",7.509793262983,4.70683398409794,4.41488890855979,3.59155530685989
"d18977",9.21153450821357,5.78141104498454,10.6149231346082,8.74213277594687
"d18943",7.08233847333243,5.99697331801451,5.85863107763257,11.8457387867621
"d18949",14.6669041823589,12.2971511424712,12.7972616432693,9.64869655749284
"d18944",4.89304317520322,5.23722693845021,6.59873733389536,4.64717979547219
"d18969",6.61029106998925,8.74636670008211,6.38924265021708,6.31016267077402
"d18970",2.79512706859898,4.22941772914522,6.33634841360954,5.5432999515678
"d18957",6.65804024760624,6.21246329709312,7.95156465923154,6.71713215807037
"d18950",12.6942287588123,17.3670592818469,18.0137015518756,17.1068309838845
"d18978",1.57029913269219,2.47839323805995,2.09439866175865,2.04532062373638
"d18951",6.97017524446282,9.06819506198462,8.67794297638396,7.10338235508178
"d18958",3.75111497510359,3.50092752126695,1.42204908419383,0.90911060732868
"d18959",8.53594833859117,5.95432048313127,6.94860526914512,7.03535887029521
"d18966",6.06834328186116,8.17768407300319,5.88038580163676,6.46367140478398
"d18960",3.55725009913536,3.62364691039014,7.55435570195506,6.04857742331363
"d18961",3.33848249923242,5.92588657277721,6.10447696799153,6.17935147837109
"d18971",5.04172571248622,2.54043929848459,5.00428083663708,4.89071724340166
"d18952",4.40298779282139,5.34929579113054,11.3105828279632,4.55404083154077
"d18946",4.55208045022604,7.16046973528191,7.13674961211628,8.66028118250684
"d18964",6.27656958239764,7.32987266100873,6.62835672894546,6.26387189388763
"d18979",5.19186230771106,6.91168541056848,6.15582708053751,5.25971477168651
"d18980",6.41690599682798,4.37372362151123,7.81320772653307,13.0405229303281
"d18981",8.65867045903358,10.4354252717954,19.099750993817,16.2821819803941
"d18962",8.01613505529325,4.41948787941726,6.02450033167018,5.19117675255628
"d18972",4.24173813167881,5.57637434918753,10.005375890243,11.2734094786237
"d18947",5.99270652140743,5.6145202118625,4.35460667093826,3.44070358724759
"d18948",1.30691643938061,3.0871320826914,5.5908432878746,2.35423702822691
"d18982",10.3511615013921,10.6332993686948,10.975498548151,10.4964566687668
"d18973",6.86052894630234,9.75756592949952,9.60168094690027,6.50544147194614
"d18953",6.74437968359701,14.2764734759883,11.2332166437719,3.54631391290018
"d18954",5.52699912262822,4.1673351308551,7.69829431221221,11.4117910204967
"d18983",4.74400369567396,5.83481614676009,6.4399011398232,8.93981054234803
"d18984",9.52539365713018,9.52591395447034,4.80528404323665,3.94844419937825
"d18985",10.6703964084681,4.1670998459457,7.47997909456477,7.15141836096661
"d18990",5.2108827237616,4.33490166087549,9.82983666686386,14.1229697861299
"d18967",4.36280871405468,6.22054541294446,7.41584565607451,10.1905285405715
"d18986",,,,15.1189369373455
