"district_id","district_name","year","budget_type","value"
"d18974","Baringo",2014,"estimated",8.724532479
"d18974","Baringo",2015,"estimated",6.5064626981
"d18975","Bomet",2015,"estimated",13.0494568667
"d18975","Bomet",2016,"estimated",17.5946331904
"d18987","Bungoma",2014,"estimated",6.2278779243
"d18988","Busia",2016,"estimated",13.7747841222
"d18976","Elgeyo-Marakwet",2014,"estimated",6.0126563482
"d18976","Elgeyo-Marakwet",2015,"estimated",7.7823228738
"d18976","Elgeyo-Marakwet",2016,"actual",8.5217824321
"d18976","Elgeyo-Marakwet",2017,"estimated",8.5267058753
"d18965","Garissa",2014,"estimated",3.4910563235
"d18968","Homa Bay",2015,"estimated",6.5295056739
"d18989","Kakamega",2015,"estimated",7.9102517225
"d18989","Kakamega",2016,"estimated",11.6268733182
"d18943","Kiambu",2014,"estimated",5.0684196731
"d18943","Kiambu",2016,"estimated",9.9363064378
"d18949","Kilifi",2014,"estimated",13.7779473859
"d18944","Kirinyaga",2014,"estimated",10.4812908185
"d18969","Kisii",2014,"estimated",3.7404976239
"d18970","Kisumu",2015,"estimated",4.0016870056
"d18970","Kisumu",2016,"estimated",7.2332212223
"d18957","Kitui",2015,"estimated",5.4128344624
"d18950","Kwale",2016,"estimated",17.4306849889
"d18951","Lamu",2016,"estimated",9.7660594125
"d18959","Makueni",2014,"estimated",6.7851138604
"d18960","Marsabit",2014,"estimated",5.4639928713
"d18960","Marsabit",2015,"estimated",5.0879670193
"d18971","Migori",2014,"estimated",8.2394537366
"d18952","Mombasa",2014,"estimated",0.3658253431
"d18952","Mombasa",2016,"estimated",5.9042640904
"d18946","Murang'a",2016,"estimated",3.68650404
"d18964","Nairobi",2016,"estimated",6.390150581
"d18964","Nairobi",2017,"estimated",5.2352482554
"d18979","Nakuru",2015,"estimated",8.4302274997
"d18979","Nakuru",2016,"estimated",8.0201377509
"d18981","Narok",2014,"estimated",3.8955182872
"d18962","Nithi",2016,"estimated",6.9098980732
"d18947","Nyandarua",2015,"estimated",4.3708674047
"d18947","Nyandarua",2016,"estimated",5.4184026441
"d18948","Nyeri",2016,"estimated",7.0924635437
"d18948","Nyeri",2017,"estimated",9.0724497926
"d18982","Samburu",2016,"estimated",10.4169146994
"d18982","Samburu",2017,"estimated",12.1678820533
"d18973","Siaya",2016,"estimated",12.4646924459
"d18973","Siaya",2017,"estimated",12.46133283
"d18953","Taita Taveta",2015,"estimated",9.3043458322
"d18953","Taita Taveta",2016,"estimated",4.3018985632
"d18953","Taita Taveta",2017,"estimated",12.554982068
"d18983","Trans-Nzoia",2016,"estimated",5.8961871169
"d18983","Trans-Nzoia",2017,"estimated",8.1506918807
"d18984","Turkana",2015,"estimated",11.4526789771
"d18985","Uasin Gishu",2015,"estimated",9.7354469221
"d18985","Uasin Gishu",2017,"estimated",9.9786727795
"d18986","West Pokot",2015,"estimated",9.9202080782
"d18986","West Pokot",2016,"estimated",11.7754327047
"d18986","West Pokot",2017,"estimated",14.8958637288
