"district_id","2010","2011","2012","2013","2014","2015","2016"
"d314",88,,67,59,56,51,140
"d301",50,,69,47,43,40,41
"d322",60,,66,64,54,45,45
"d323",46,,36,89,50,40,46
"d315",39,,42,89,59,46,34
"d324",41,,25,29,28,14,36
"d216",50,,55,62,46,55,42
"d316",36,,58,77,55,87,54
"d302",43,,49,43,32,27,38
"d303",48,,46,51,47,41,39
"d217",55,,56,89,78,64,103
"d218",57,,99,67,56,68,75
"d201",77,,79,71,46,44,41
"d420",45,,37,48,34,49,39
"d117",45,,59,57,68,54,60
"d219",87,,67,66,62,53,58
"d118",42,,36,48,52,38,54
"d220",56,,61,68,58,52,67
"d225",50,,52,153,53,46,57
"d416",51,,52,61,64,62,58
"d401",43,,39,69,50,60,83
"d402",56,,53,56,53,50,53
"d202",58,,73,106,56,61,58
"d221",57,,61,90,58,66,47
"d119",52,,57,51,95,58,55
"d120",21,,16,34,18,23,36
"d226",58,,53,76,45,97,71
"d317",42,,48,62,51,51,80
"d121",59,,52,67,44,66,53
"d304",60,,51,46,50,41,41
"d403",53,,63,64,46,40,45
"d417",59,,49,63,42,57,46
"d203",65,,69,72,67,65,89
"d418",53,,41,45,50,44,38
"d204",73,,66,69,57,51,49
"d318",52,,44,48,32,30,30
"d404",39,,49,32,45,41,62
"d405",69,,68,73,57,57,53
"d213",74,,69,66,48,49,41
"d101",35,,39,58,40,35,29
"d222",65,,75,98,71,99,81
"d122",59,,52,68,56,53,50
"d102",62,,70,75,71,93,88
"d205",64,,52,93,55,56,53
"d413",50,,46,61,85,47,74
"d414",48,,46,44,63,49,53
"d206",66,,51,74,73,47,58
"d406",58,,50,70,48,54,43
"d207",50,,63,85,58,45,51
"d112",52,,64,79,59,46,42
"d407",71,,46,61,47,58,42
"d103",48,,59,87,60,56,66
"d227",100,,55,56,56,46,60
"d419",53,,47,52,42,42,38
"d421",78,,49,52,52,59,56
"d408",40,,53,61,39,40,33
"d305",57,,47,45,41,41,40
"d319",34,,46,35,42,35,29
"d325",57,,62,58,55,61,57
"d306",86,,84,141,124,123,140
"d208",85,,75,58,51,60,62
"d228",57,,67,76,52,115,61
"d123",37,,29,38,35,38,39
"d422",57,,56,56,41,45,44
"d415",74,,64,136,75,54,85
"d326",80,,72,61,58,56,50
"d307",40,,54,68,66,49,55
"d229",82,,64,86,63,57,70
"d104",57,,60,67,55,56,69
"d124",78,,68,113,39,75,123
"d114",117,,60,73,66,60,57
"d223",76,,72,78,58,54,58
"d320",51,,32,50,34,34,32
"d105",58,,58,59,35,80,38
"d409",61,,53,60,45,45,55
"d214",72,,78,100,83,83,87
"d209",93,,81,92,99,95,112
"d410",54,,47,57,61,48,43
"d423",59,,64,72,51,49,71
"d115",65,,86,74,58,114,55
"d308",66,,66,73,71,58,80
"d309",40,,34,34,25,50,69
"d106",58,,66,69,66,64,64
"d107",62,,70,56,48,52,54
"d108",57,,51,73,67,58,48
"d311",61,,33,45,41,37,145
"d116",59,,71,86,52,44,45
"d109",98,,57,63,63,45,33
"d230",73,,58,185,70,81,84
"d224",81,,52,136,68,66,90
"d327",43,,28,54,50,46,39
"d310",46,,46,83,42,45,43
"d231",74,,64,84,46,74,49
"d424",67,,98,76,63,102,46
"d411",58,,49,53,44,47,27
"d328",41,,45,42,36,35,33
"d329",56,,46,57,39,42,60
"d321",74,,46,49,41,38,35
"d312",37,,48,49,53,46,48
"d210",77,,66,124,58,75,69
"d110",56,,59,59,48,50,56
"d425",55,,48,87,37,43,46
"d412",42,,45,50,40,44,45
"d111",60,,57,63,55,65,62
"d232",74,,62,90,71,66,70
"d426",66,,53,45,38,43,43
"d215",70,,55,63,50,66,56
"d211",70,,83,88,76,77,82
"d212",59,,66,90,65,56,58
"d113",48,,52,63,59,61,59
"d313",66,,71,52,49,38,60
"d330",32,,29,29,32,40,39
