"id-from","entity-from-name","id-to","entity-to-name","year","sector","oof-bundle","channel","value"
"ibrd","IBRD","JM","Jamaica",2013,"industry-and-trade","oof-loan","public-sector-recipient",1045262
"ibrd","IBRD","JM","Jamaica",2013,"infrastructure","oof-loan","public-sector-recipient",132674537
"ibrd","IBRD","JM","Jamaica",2013,"health","oof-loan","public-sector-recipient",5582243
"ibrd","IBRD","JM","Jamaica",2013,"banking-and-business","oof-loan","public-sector-recipient",514895
"ibrd","IBRD","JM","Jamaica",2013,"agriculture-and-food-security","oof-loan","public-sector-recipient",1045262
"idb","IDB","JM","Jamaica",2013,"infrastructure","oof-loan","other",12288466
"idb","IDB","JM","Jamaica",2013,"other-social-services","oof-loan","other",3340255
"idb","IDB","JM","Jamaica",2013,"education","oof-loan","public-sector-recipient",5577735
"idb","IDB","JM","Jamaica",2013,"governance-and-security","oof-loan","public-sector-recipient",59943737
"idb","IDB","JM","Jamaica",2013,"education","oof-loan","other",2739968
"idb","IDB","JM","Jamaica",2013,"governance-and-security","oof-loan","other",324346
"idb","IDB","JM","Jamaica",2013,"agriculture-and-food-security","oof-loan","other",2151930
"idb","IDB","JM","Jamaica",2013,"water-and-sanitation","oof-loan","other",14948439
"AU","Australia","JO","Jordan",2006,"other","oof-grant","unspecified",2720279
"EU","European Union","JO","Jordan",2006,"other","oof-loan","unspecified",30028956
"ibrd","IBRD","JO","Jordan",2006,"water-and-sanitation","oof-loan","unspecified",1121512
"ibrd","IBRD","JO","Jordan",2006,"agriculture-and-food-security","oof-loan","unspecified",566703
"ibrd","IBRD","JO","Jordan",2006,"industry-and-trade","oof-loan","unspecified",557407
"ibrd","IBRD","JO","Jordan",2006,"education","oof-loan","unspecified",43003574
"ibrd","IBRD","JO","Jordan",2006,"infrastructure","oof-loan","unspecified",4241871
"US","USA","JO","Jordan",2006,"debt-relief","oof-loan","unspecified",256917
"AU","Australia","JO","Jordan",2007,"governance-and-security","oof-grant","unspecified",7609554
"AU","Australia","JO","Jordan",2007,"other","oof-grant","unspecified",1787476
"EU","European Union","JO","Jordan",2007,"other","oof-loan","unspecified",25176146
"ibrd","IBRD","JO","Jordan",2007,"environment","oof-loan","unspecified",745949
"ibrd","IBRD","JO","Jordan",2007,"infrastructure","oof-loan","unspecified",11594153
"ibrd","IBRD","JO","Jordan",2007,"agriculture-and-food-security","oof-loan","unspecified",1213875
"ibrd","IBRD","JO","Jordan",2007,"education","oof-loan","unspecified",26056692
"ibrd","IBRD","JO","Jordan",2007,"governance-and-security","oof-loan","unspecified",46522
"ibrd","IBRD","JO","Jordan",2007,"industry-and-trade","oof-loan","unspecified",1630386
"ibrd","IBRD","JO","Jordan",2007,"water-and-sanitation","oof-loan","unspecified",733727
"ibrd","IBRD","JO","Jordan",2007,"banking-and-business","oof-loan","unspecified",14438
"AU","Australia","JO","Jordan",2008,"other","oof-grant","unspecified",8594322
"EU","European Union","JO","Jordan",2008,"other","oof-loan","unspecified",18269079
"ibrd","IBRD","JO","Jordan",2008,"banking-and-business","oof-loan","unspecified",113804
"ibrd","IBRD","JO","Jordan",2008,"infrastructure","oof-loan","unspecified",9828441
"ibrd","IBRD","JO","Jordan",2008,"water-and-sanitation","oof-loan","unspecified",391990
"ibrd","IBRD","JO","Jordan",2008,"other-social-services","oof-loan","unspecified",10170
"ibrd","IBRD","JO","Jordan",2008,"agriculture-and-food-security","oof-loan","unspecified",231562
"ibrd","IBRD","JO","Jordan",2008,"industry-and-trade","oof-loan","unspecified",1436962
"ibrd","IBRD","JO","Jordan",2008,"governance-and-security","oof-loan","unspecified",-141808
"ibrd","IBRD","JO","Jordan",2008,"education","oof-loan","unspecified",28123882
"ibrd","IBRD","JO","Jordan",2008,"environment","oof-loan","unspecified",1995160
"AU","Australia","JO","Jordan",2009,"other","oof-grant","unspecified",4846613
"EU","European Union","JO","Jordan",2009,"other","oof-loan","unspecified",27912151
"FR","France","JO","Jordan",2009,"infrastructure","oof-loan","unspecified",15100208
"ibrd","IBRD","JO","Jordan",2009,"industry-and-trade","oof-loan","unspecified",2017254
"ibrd","IBRD","JO","Jordan",2009,"governance-and-security","oof-loan","unspecified",95652865
"ibrd","IBRD","JO","Jordan",2009,"other-social-services","oof-loan","unspecified",62921689
"ibrd","IBRD","JO","Jordan",2009,"infrastructure","oof-loan","unspecified",9747252
"ibrd","IBRD","JO","Jordan",2009,"education","oof-loan","unspecified",7688153
"ibrd","IBRD","JO","Jordan",2009,"water-and-sanitation","oof-loan","unspecified",3520874
"ibrd","IBRD","JO","Jordan",2009,"environment","oof-loan","unspecified",11601849
"ibrd","IBRD","JO","Jordan",2009,"banking-and-business","oof-loan","unspecified",157698463
"US","USA","JO","Jordan",2009,"banking-and-business","oof-loan","unspecified",21000369
"AU","Australia","JO","Jordan",2010,"other","oof-grant","unspecified",3551133
"EU","European Union","JO","Jordan",2010,"other","oof-loan","unspecified",37114807
"FR","France","JO","Jordan",2010,"infrastructure","oof-loan","unspecified",21654067
"ibrd","IBRD","JO","Jordan",2010,"environment","oof-loan","unspecified",10681181
"ibrd","IBRD","JO","Jordan",2010,"infrastructure","oof-loan","unspecified",16831726
"ibrd","IBRD","JO","Jordan",2010,"water-and-sanitation","oof-loan","unspecified",1658070
"ibrd","IBRD","JO","Jordan",2010,"governance-and-security","oof-loan","unspecified",579521
"ibrd","IBRD","JO","Jordan",2010,"industry-and-trade","oof-loan","unspecified",3014720
"ibrd","IBRD","JO","Jordan",2010,"other-social-services","oof-loan","unspecified",519726
"ibrd","IBRD","JO","Jordan",2010,"banking-and-business","oof-loan","unspecified",179851
"ibrd","IBRD","JO","Jordan",2010,"education","oof-loan","unspecified",395680
"ofid","OFID","JO","Jordan",2010,"infrastructure","oof-loan","unspecified",26469486
"US","USA","JO","Jordan",2010,"banking-and-business","oof-loan","unspecified",140056913
"AU","Australia","JO","Jordan",2011,"other","oof-grant","unspecified",2192305
"AU","Australia","JO","Jordan",2011,"industry-and-trade","oof-grant","unspecified",789331
"FR","France","JO","Jordan",2011,"infrastructure","oof-loan","unspecified",14014724
"ibrd","IBRD","JO","Jordan",2011,"other-social-services","oof-loan","unspecified",107173
"ibrd","IBRD","JO","Jordan",2011,"infrastructure","oof-loan","unspecified",7101084
"ibrd","IBRD","JO","Jordan",2011,"governance-and-security","oof-loan","unspecified",663347
"ibrd","IBRD","JO","Jordan",2011,"water-and-sanitation","oof-loan","unspecified",1685217
"ibrd","IBRD","JO","Jordan",2011,"banking-and-business","oof-loan","unspecified",205866
"ibrd","IBRD","JO","Jordan",2011,"environment","oof-loan","unspecified",11381719
"ibrd","IBRD","JO","Jordan",2011,"education","oof-loan","unspecified",1144672
"ibrd","IBRD","JO","Jordan",2011,"industry-and-trade","oof-loan","unspecified",1728323
"ofid","OFID","JO","Jordan",2011,"infrastructure","oof-loan","unspecified",3919380
"AU","Australia","JO","Jordan",2012,"other","oof-grant","unspecified",3511537
"EU","European Union","JO","Jordan",2012,"other","oof-loan","unspecified",34453692
"EU","European Union","JO","Jordan",2012,"industry-and-trade","oof-loan","unspecified",63122830
"FR","France","JO","Jordan",2012,"infrastructure","oof-loan","unspecified",9675951
"ibrd","IBRD","JO","Jordan",2012,"industry-and-trade","oof-loan","unspecified",36354197
"ibrd","IBRD","JO","Jordan",2012,"other-social-services","oof-loan","unspecified",243460
"ibrd","IBRD","JO","Jordan",2012,"governance-and-security","oof-loan","unspecified",145759249
"ibrd","IBRD","JO","Jordan",2012,"water-and-sanitation","oof-loan","unspecified",1738155
"ibrd","IBRD","JO","Jordan",2012,"banking-and-business","oof-loan","unspecified",35235629
"ibrd","IBRD","JO","Jordan",2012,"infrastructure","oof-loan","unspecified",7691806
"ibrd","IBRD","JO","Jordan",2012,"environment","oof-loan","unspecified",5526710
"ibrd","IBRD","JO","Jordan",2012,"education","oof-loan","unspecified",15140536
"ibrd","IBRD","JO","Jordan",2012,"health","oof-loan","unspecified",3.5e+07
"islamic-dev-bank","Islamic Dev Bank","JO","Jordan",2012,"other","oof-loan","unspecified",39324730
"ofid","OFID","JO","Jordan",2012,"infrastructure","oof-loan","unspecified",3426820
"AU","Australia","JO","Jordan",2013,"other","oof-grant","unspecified",2810569
"AU","Australia","JO","Jordan",2013,"industry-and-trade","oof-grant","unspecified",424101
"CA","Canada","JO","Jordan",2013,"governance-and-security","oof-grant","unspecified",9158083
"ebrd","EBRD","JO","Jordan",2013,"infrastructure","oof-loan","other",66655785
"EU","European Union","JO","Jordan",2013,"water-and-sanitation","oof-loan","multilateral",8152798
"EU","European Union","JO","Jordan",2013,"industry-and-trade","oof-loan","multilateral",26468087
"FR","France","JO","Jordan",2013,"infrastructure","oof-loan","unspecified",2283552
"ibrd","IBRD","JO","Jordan",2013,"education","oof-loan","public-sector-recipient",11342663
"ibrd","IBRD","JO","Jordan",2013,"banking-and-business","oof-loan","public-sector-recipient",48138169
"ibrd","IBRD","JO","Jordan",2013,"infrastructure","oof-loan","public-sector-recipient",1061105
"ibrd","IBRD","JO","Jordan",2013,"industry-and-trade","oof-loan","public-sector-recipient",252392
"ibrd","IBRD","JO","Jordan",2013,"governance-and-security","oof-loan","public-sector-recipient",992646
"ibrd","IBRD","JO","Jordan",2013,"humanitarian","oof-loan","public-sector-recipient",30080518
"ibrd","IBRD","JO","Jordan",2013,"water-and-sanitation","oof-loan","public-sector-recipient",1061105
"ibrd","IBRD","JO","Jordan",2013,"health","oof-loan","public-sector-recipient",38210390
"ibrd","IBRD","JO","Jordan",2013,"environment","oof-loan","public-sector-recipient",3353211
"ibrd","IBRD","JO","Jordan",2013,"other-social-services","oof-loan","public-sector-recipient",13142770
"ofid","OFID","JO","Jordan",2013,"infrastructure","oof-loan","unspecified",49953077
"ibrd","IBRD","KZ","Kazakhstan",2006,"governance-and-security","oof-loan","unspecified",-89482
"ibrd","IBRD","KZ","Kazakhstan",2006,"health","oof-loan","unspecified",-1188836
"ibrd","IBRD","KZ","Kazakhstan",2006,"environment","oof-loan","unspecified",971939
"ibrd","IBRD","KZ","Kazakhstan",2006,"agriculture-and-food-security","oof-loan","unspecified",4491029
"ibrd","IBRD","KZ","Kazakhstan",2006,"industry-and-trade","oof-loan","unspecified",11589674
"ibrd","IBRD","KZ","Kazakhstan",2006,"water-and-sanitation","oof-loan","unspecified",971939
"ibrd","IBRD","KZ","Kazakhstan",2006,"infrastructure","oof-loan","unspecified",15219326
"ibrd","IBRD","KZ","Kazakhstan",2007,"environment","oof-loan","unspecified",172866
"ibrd","IBRD","KZ","Kazakhstan",2007,"industry-and-trade","oof-loan","unspecified",19437125
"ibrd","IBRD","KZ","Kazakhstan",2007,"agriculture-and-food-security","oof-loan","unspecified",5401090
"ibrd","IBRD","KZ","Kazakhstan",2007,"banking-and-business","oof-loan","unspecified",19599
"ibrd","IBRD","KZ","Kazakhstan",2007,"water-and-sanitation","oof-loan","unspecified",1393027
"ibrd","IBRD","KZ","Kazakhstan",2007,"infrastructure","oof-loan","unspecified",45162739
"DE","Germany","KZ","Kazakhstan",2008,"banking-and-business","oof-loan","unspecified",91178221
"ibrd","IBRD","KZ","Kazakhstan",2008,"environment","oof-loan","unspecified",295713
"ibrd","IBRD","KZ","Kazakhstan",2008,"infrastructure","oof-loan","unspecified",44881468
"ibrd","IBRD","KZ","Kazakhstan",2008,"water-and-sanitation","oof-loan","unspecified",2761324
"ibrd","IBRD","KZ","Kazakhstan",2008,"industry-and-trade","oof-loan","unspecified",5547626
"ibrd","IBRD","KZ","Kazakhstan",2008,"agriculture-and-food-security","oof-loan","unspecified",12398888
"KR","South Korea","KZ","Kazakhstan",2008,"other","oof-grant","unspecified",88530
"ebrd","EBRD","KZ","Kazakhstan",2009,"infrastructure","oof-loan","other",85937385
"ebrd","EBRD","KZ","Kazakhstan",2009,"industry-and-trade","oof-loan","other",73879796
"ebrd","EBRD","KZ","Kazakhstan",2009,"agriculture-and-food-security","oof-loan","other",7577990
"ebrd","EBRD","KZ","Kazakhstan",2009,"water-and-sanitation","oof-loan","other",5317266
"ebrd","EBRD","KZ","Kazakhstan",2009,"infrastructure","oof-loan","public-sector-unknown",16235327
"ebrd","EBRD","KZ","Kazakhstan",2009,"banking-and-business","oof-loan","other",85292377
"ibrd","IBRD","KZ","Kazakhstan",2009,"water-and-sanitation","oof-loan","unspecified",1745595
"ibrd","IBRD","KZ","Kazakhstan",2009,"health","oof-loan","unspecified",2914038
"ibrd","IBRD","KZ","Kazakhstan",2009,"banking-and-business","oof-loan","unspecified",124173
"ibrd","IBRD","KZ","Kazakhstan",2009,"infrastructure","oof-loan","unspecified",98053997
"ibrd","IBRD","KZ","Kazakhstan",2009,"industry-and-trade","oof-loan","unspecified",4659236
"ibrd","IBRD","KZ","Kazakhstan",2009,"environment","oof-loan","unspecified",121345
"ibrd","IBRD","KZ","Kazakhstan",2009,"agriculture-and-food-security","oof-loan","unspecified",13431209
"asdb","AsDB","KZ","Kazakhstan",2010,"infrastructure","oof-loan","public-sector-recipient",89427667
"asdb","AsDB","KZ","Kazakhstan",2010,"water-and-sanitation","oof-loan","public-sector-recipient",4308377
"DE","Germany","KZ","Kazakhstan",2010,"other","oof-loan","unspecified",41442953
"ebrd","EBRD","KZ","Kazakhstan",2010,"water-and-sanitation","oof-loan","other",2819915
"ebrd","EBRD","KZ","Kazakhstan",2010,"industry-and-trade","oof-loan","other",45071950
"ebrd","EBRD","KZ","Kazakhstan",2010,"infrastructure","oof-loan","public-sector-recipient",23149971
"ebrd","EBRD","KZ","Kazakhstan",2010,"industry-and-trade","oof-loan","public-sector-recipient",206939102
"ebrd","EBRD","KZ","Kazakhstan",2010,"banking-and-business","oof-loan","other",86769760
"ibrd","IBRD","KZ","Kazakhstan",2010,"water-and-sanitation","oof-loan","unspecified",1216130
"ibrd","IBRD","KZ","Kazakhstan",2010,"banking-and-business","oof-loan","unspecified",457502187
"ibrd","IBRD","KZ","Kazakhstan",2010,"governance-and-security","oof-loan","unspecified",581606048
"ibrd","IBRD","KZ","Kazakhstan",2010,"industry-and-trade","oof-loan","unspecified",7142398
"ibrd","IBRD","KZ","Kazakhstan",2010,"agriculture-and-food-security","oof-loan","unspecified",14422879
"ibrd","IBRD","KZ","Kazakhstan",2010,"infrastructure","oof-loan","unspecified",291677889
"ibrd","IBRD","KZ","Kazakhstan",2010,"health","oof-loan","unspecified",17601528
"ibrd","IBRD","KZ","Kazakhstan",2010,"environment","oof-loan","unspecified",49817
"KR","South Korea","KZ","Kazakhstan",2010,"industry-and-trade","oof-loan","unspecified",27329067
"asdb","AsDB","KZ","Kazakhstan",2011,"banking-and-business","oof-loan","public-sector-recipient",146705786
"asdb","AsDB","KZ","Kazakhstan",2011,"infrastructure","oof-loan","public-sector-recipient",139817901
"ebrd","EBRD","KZ","Kazakhstan",2011,"banking-and-business","oof-loan","other",20112191
"ebrd","EBRD","KZ","Kazakhstan",2011,"industry-and-trade","oof-loan","other",136041714
"ebrd","EBRD","KZ","Kazakhstan",2011,"infrastructure","oof-loan","other",22742196
"ebrd","EBRD","KZ","Kazakhstan",2011,"water-and-sanitation","oof-loan","public-sector-recipient",983994
"ebrd","EBRD","KZ","Kazakhstan",2011,"water-and-sanitation","oof-loan","other",7736229
"ebrd","EBRD","KZ","Kazakhstan",2011,"industry-and-trade","oof-loan","public-sector-recipient",136034131
"ebrd","EBRD","KZ","Kazakhstan",2011,"infrastructure","oof-loan","public-sector-recipient",213938895
"ibrd","IBRD","KZ","Kazakhstan",2011,"health","oof-loan","unspecified",7277053
"ibrd","IBRD","KZ","Kazakhstan",2011,"industry-and-trade","oof-loan","unspecified",2026894
"ibrd","IBRD","KZ","Kazakhstan",2011,"environment","oof-loan","unspecified",243547
"ibrd","IBRD","KZ","Kazakhstan",2011,"governance-and-security","oof-loan","unspecified",213771
"ibrd","IBRD","KZ","Kazakhstan",2011,"education","oof-loan","unspecified",1220153
"ibrd","IBRD","KZ","Kazakhstan",2011,"water-and-sanitation","oof-loan","unspecified",337510
"ibrd","IBRD","KZ","Kazakhstan",2011,"infrastructure","oof-loan","unspecified",487773473
"ibrd","IBRD","KZ","Kazakhstan",2011,"banking-and-business","oof-loan","unspecified",72373
"ibrd","IBRD","KZ","Kazakhstan",2011,"agriculture-and-food-security","oof-loan","unspecified",13773025
"KR","South Korea","KZ","Kazakhstan",2011,"industry-and-trade","oof-loan","unspecified",18609758
"asdb","AsDB","KZ","Kazakhstan",2012,"infrastructure","oof-loan","public-sector-recipient",269146453
"ebrd","EBRD","KZ","Kazakhstan",2012,"water-and-sanitation","oof-loan","other",14629820
"ebrd","EBRD","KZ","Kazakhstan",2012,"banking-and-business","oof-loan","other",70893534
"ebrd","EBRD","KZ","Kazakhstan",2012,"industry-and-trade","oof-loan","other",97262471
"ebrd","EBRD","KZ","Kazakhstan",2012,"infrastructure","oof-loan","other",163740849
"ebrd","EBRD","KZ","Kazakhstan",2012,"infrastructure","oof-loan","public-sector-recipient",15790728
"ibrd","IBRD","KZ","Kazakhstan",2012,"industry-and-trade","oof-loan","unspecified",4637451
"ibrd","IBRD","KZ","Kazakhstan",2012,"agriculture-and-food-security","oof-loan","unspecified",2544304
"ibrd","IBRD","KZ","Kazakhstan",2012,"health","oof-loan","unspecified",17094463
"ibrd","IBRD","KZ","Kazakhstan",2012,"other-social-services","oof-loan","unspecified",2106472
"ibrd","IBRD","KZ","Kazakhstan",2012,"governance-and-security","oof-loan","unspecified",665140
"ibrd","IBRD","KZ","Kazakhstan",2012,"education","oof-loan","unspecified",10604233
"ibrd","IBRD","KZ","Kazakhstan",2012,"infrastructure","oof-loan","unspecified",344337923
"islamic-dev-bank","Islamic Dev Bank","KZ","Kazakhstan",2012,"other","oof-loan","unspecified",41756750
"asdb","AsDB","KZ","Kazakhstan",2013,"other","oof-loan","other",17483590
"asdb","AsDB","KZ","Kazakhstan",2013,"infrastructure","oof-loan","public-sector-recipient",218801633
"BE","Belgium","KZ","Kazakhstan",2013,"other","oof-loan","unspecified",50526
"ebrd","EBRD","KZ","Kazakhstan",2013,"infrastructure","oof-loan","public-sector-recipient",25428704
"ebrd","EBRD","KZ","Kazakhstan",2013,"banking-and-business","oof-loan","other",80373210
"ebrd","EBRD","KZ","Kazakhstan",2013,"infrastructure","oof-loan","other",135306831
"ebrd","EBRD","KZ","Kazakhstan",2013,"water-and-sanitation","oof-loan","other",9844848
"ebrd","EBRD","KZ","Kazakhstan",2013,"industry-and-trade","oof-loan","public-sector-recipient",21037134
"ebrd","EBRD","KZ","Kazakhstan",2013,"industry-and-trade","oof-loan","other",42938606
"ibrd","IBRD","KZ","Kazakhstan",2013,"governance-and-security","oof-loan","public-sector-recipient",331883
"ibrd","IBRD","KZ","Kazakhstan",2013,"environment","oof-loan","public-sector-recipient",2967377
"ibrd","IBRD","KZ","Kazakhstan",2013,"industry-and-trade","oof-loan","public-sector-recipient",7650586
"ibrd","IBRD","KZ","Kazakhstan",2013,"health","oof-loan","public-sector-recipient",8291211
"ibrd","IBRD","KZ","Kazakhstan",2013,"agriculture-and-food-security","oof-loan","public-sector-recipient",599437
"ibrd","IBRD","KZ","Kazakhstan",2013,"education","oof-loan","public-sector-recipient",6922320
"ibrd","IBRD","KZ","Kazakhstan",2013,"infrastructure","oof-loan","public-sector-recipient",506619326
"ibrd","IBRD","KZ","Kazakhstan",2013,"other-social-services","oof-loan","public-sector-recipient",3246252
"KR","South Korea","KZ","Kazakhstan",2013,"health","oof-loan","unspecified",525367
"ofid","OFID","KZ","Kazakhstan",2013,"agriculture-and-food-security","oof-loan","unspecified",34967174
"AU","Australia","KE","Kenya",2006,"other","oof-grant","unspecified",3489116
"EU","European Union","KE","Kenya",2006,"other","oof-loan","unspecified",4379144
"FR","France","KE","Kenya",2006,"banking-and-business","oof-loan","unspecified",24128638
"US","USA","KE","Kenya",2006,"debt-relief","oof-loan","unspecified",138425
"US","USA","KE","Kenya",2006,"banking-and-business","oof-loan","unspecified",2713133
"AU","Australia","KE","Kenya",2007,"other","oof-grant","unspecified",1764420
"AU","Australia","KE","Kenya",2007,"governance-and-security","oof-grant","unspecified",1243869
"EU","European Union","KE","Kenya",2007,"other","oof-loan","unspecified",3070619
"FR","France","KE","Kenya",2007,"banking-and-business","oof-loan","unspecified",8203083
"AU","Australia","KE","Kenya",2008,"other","oof-grant","unspecified",2247985
"EU","European Union","KE","Kenya",2008,"other","oof-loan","unspecified",5424847
"FI","Finland","KE","Kenya",2008,"other","oof-loan","unspecified",819588
"FR","France","KE","Kenya",2008,"banking-and-business","oof-loan","unspecified",29343205
"AU","Australia","KE","Kenya",2009,"other","oof-grant","unspecified",3639701
"EU","European Union","KE","Kenya",2009,"other","oof-loan","unspecified",32367635
"FI","Finland","KE","Kenya",2009,"infrastructure","oof-loan","unspecified",773452
"FR","France","KE","Kenya",2009,"banking-and-business","oof-loan","unspecified",27790103
"AU","Australia","KE","Kenya",2010,"other","oof-grant","unspecified",3797767
"FI","Finland","KE","Kenya",2010,"infrastructure","oof-loan","unspecified",10875
"FR","France","KE","Kenya",2010,"other","oof-loan","unspecified",3144835
"ofid","OFID","KE","Kenya",2010,"infrastructure","oof-loan","unspecified",34109268
"AU","Australia","KE","Kenya",2011,"industry-and-trade","oof-grant","unspecified",273070
"FR","France","KE","Kenya",2011,"banking-and-business","oof-loan","unspecified",15525010
"FR","France","KE","Kenya",2011,"other","oof-loan","unspecified",3602282
"GB","UK","KE","Kenya",2011,"industry-and-trade","oof-loan","unspecified",43454
"afdb","AfDB","KE","Kenya",2012,"infrastructure","oof-loan","other",20638534
"AU","Australia","KE","Kenya",2012,"other","oof-grant","unspecified",4268927
"BE","Belgium","KE","Kenya",2012,"agriculture-and-food-security","oof-loan","unspecified",12942
"BE","Belgium","KE","Kenya",2012,"industry-and-trade","oof-loan","unspecified",1248542
"BE","Belgium","KE","Kenya",2012,"banking-and-business","oof-loan","unspecified",1172127
"BE","Belgium","KE","Kenya",2012,"other","oof-loan","unspecified",71536
"EU","European Union","KE","Kenya",2012,"banking-and-business","oof-loan","unspecified",49128097
"FR","France","KE","Kenya",2012,"banking-and-business","oof-loan","unspecified",33251888
"FR","France","KE","Kenya",2012,"other","oof-loan","unspecified",10340403
"SE","Sweden","KE","Kenya",2012,"other","oof-loan","unspecified",12212324
"afdb","AfDB","KE","Kenya",2013,"infrastructure","oof-loan","other",16077689
"AU","Australia","KE","Kenya",2013,"other","oof-grant","unspecified",2989228
"AU","Australia","KE","Kenya",2013,"industry-and-trade","oof-grant","unspecified",317873
"BE","Belgium","KE","Kenya",2013,"other","oof-loan","unspecified",1224245
"EU","European Union","KE","Kenya",2013,"banking-and-business","oof-loan","multilateral",8723700
"FR","France","KE","Kenya",2013,"other","oof-loan","unspecified",14298404
"FR","France","KE","Kenya",2013,"banking-and-business","oof-loan","unspecified",50937208
"ofid","OFID","KE","Kenya",2013,"infrastructure","oof-loan","unspecified",13227920
"US","USA","KE","Kenya",2013,"education","oof-loan","unspecified",3941065
"AU","Australia","KI","Kiribati",2006,"other","oof-grant","unspecified",815090
"AU","Australia","KI","Kiribati",2007,"governance-and-security","oof-grant","unspecified",571701
"AU","Australia","KI","Kiribati",2008,"other","oof-grant","unspecified",649154
"AU","Australia","KI","Kiribati",2009,"other","oof-grant","unspecified",409294
"AU","Australia","KI","Kiribati",2010,"other","oof-grant","unspecified",663446
"AU","Australia","KI","Kiribati",2011,"other","oof-grant","unspecified",899194
"AU","Australia","KI","Kiribati",2012,"other","oof-grant","unspecified",835901
"AU","Australia","KI","Kiribati",2013,"other","oof-grant","unspecified",636763
"ebrd","EBRD","XK","Kosovo",2012,"banking-and-business","oof-loan","other",1362468
"ebrd","EBRD","XK","Kosovo",2013,"banking-and-business","oof-loan","other",7096366
"ebrd","EBRD","XK","Kosovo",2013,"other","oof-loan","other",132642
"ebrd","EBRD","XK","Kosovo",2013,"industry-and-trade","oof-loan","other",1989635
"ebrd","EBRD","KG","Kyrgyzstan",2009,"banking-and-business","oof-loan","other",8604313
"ebrd","EBRD","KG","Kyrgyzstan",2009,"industry-and-trade","oof-loan","other",10969828
"ebrd","EBRD","KG","Kyrgyzstan",2010,"banking-and-business","oof-loan","other",6810763
"ebrd","EBRD","KG","Kyrgyzstan",2010,"industry-and-trade","oof-loan","other",11347336
"ebrd","EBRD","KG","Kyrgyzstan",2010,"infrastructure","oof-loan","public-sector-recipient",4266103
"ebrd","EBRD","KG","Kyrgyzstan",2011,"infrastructure","oof-loan","public-sector-recipient",11727852
"ebrd","EBRD","KG","Kyrgyzstan",2011,"industry-and-trade","oof-loan","other",14141747
"ebrd","EBRD","KG","Kyrgyzstan",2011,"banking-and-business","oof-loan","other",34825185
"ebrd","EBRD","KG","Kyrgyzstan",2011,"water-and-sanitation","oof-loan","public-sector-recipient",74648
"asdb","AsDB","KG","Kyrgyzstan",2013,"other","oof-loan","other",9990623
"BE","Belgium","KG","Kyrgyzstan",2013,"other","oof-loan","unspecified",235450
"AU","Australia","LA","Lao",2006,"other","oof-grant","unspecified",3073313
"EU","European Union","LA","Lao",2006,"other","oof-loan","unspecified",26588992
"FR","France","LA","Lao",2006,"banking-and-business","oof-loan","unspecified",5117926
"AU","Australia","LA","Lao",2007,"governance-and-security","oof-grant","unspecified",528114
"AU","Australia","LA","Lao",2007,"other","oof-grant","unspecified",6850904
"FR","France","LA","Lao",2007,"banking-and-business","oof-loan","unspecified",10058710
"AU","Australia","LA","Lao",2008,"other","oof-grant","unspecified",2182071
"FR","France","LA","Lao",2008,"banking-and-business","oof-loan","unspecified",1335575
"AU","Australia","LA","Lao",2009,"other","oof-grant","unspecified",641606
"FR","France","LA","Lao",2009,"other","oof-loan","unspecified",2007793
"FR","France","LA","Lao",2009,"banking-and-business","oof-loan","unspecified",5719511
"asdb","AsDB","LA","Lao",2010,"infrastructure","oof-loan","public-sector-recipient",158083
"AU","Australia","LA","Lao",2010,"other","oof-grant","unspecified",865590
"FR","France","LA","Lao",2010,"other","oof-loan","unspecified",5164395
"FR","France","LA","Lao",2010,"banking-and-business","oof-loan","unspecified",14091436
"asdb","AsDB","LA","Lao",2011,"infrastructure","oof-loan","public-sector-recipient",79270
"AU","Australia","LA","Lao",2011,"other","oof-grant","unspecified",984658
"FR","France","LA","Lao",2011,"other","oof-loan","unspecified",3450083
"FR","France","LA","Lao",2011,"banking-and-business","oof-loan","unspecified",5750138
"AU","Australia","LA","Lao",2012,"other","oof-grant","unspecified",1013235
"FR","France","LA","Lao",2012,"banking-and-business","oof-loan","unspecified",29205401
"AU","Australia","LA","Lao",2013,"other","oof-grant","unspecified",755889
"AU","Australia","LB","Lebanon",2006,"other","oof-grant","unspecified",3152892
"EU","European Union","LB","Lebanon",2006,"other","oof-loan","unspecified",78310018
"ibrd","IBRD","LB","Lebanon",2006,"water-and-sanitation","oof-loan","unspecified",11950437
"ibrd","IBRD","LB","Lebanon",2006,"governance-and-security","oof-loan","unspecified",3432777
"ibrd","IBRD","LB","Lebanon",2006,"education","oof-loan","unspecified",10095031
"ibrd","IBRD","LB","Lebanon",2006,"industry-and-trade","oof-loan","unspecified",1226667
"ibrd","IBRD","LB","Lebanon",2006,"other-social-services","oof-loan","unspecified",1975517
"ibrd","IBRD","LB","Lebanon",2006,"infrastructure","oof-loan","unspecified",14108733
"ibrd","IBRD","LB","Lebanon",2006,"health","oof-loan","unspecified",204844
"AU","Australia","LB","Lebanon",2007,"governance-and-security","oof-grant","unspecified",1980164
"EU","European Union","LB","Lebanon",2007,"other","oof-loan","unspecified",25412789
"ibrd","IBRD","LB","Lebanon",2007,"water-and-sanitation","oof-loan","unspecified",11811580
"ibrd","IBRD","LB","Lebanon",2007,"other-social-services","oof-loan","unspecified",24277349
"ibrd","IBRD","LB","Lebanon",2007,"industry-and-trade","oof-loan","unspecified",2226062
