"id-from","entity-from-name","id-to","entity-to-name","year","sector","oof-bundle","channel","value"
"ebrd","EBRD","AZ","Azerbaijan",2013,"health","oof-loan","other",1299896
"ibrd","IBRD","AZ","Azerbaijan",2013,"humanitarian","oof-loan","public-sector-recipient",4163919
"ibrd","IBRD","AZ","Azerbaijan",2013,"infrastructure","oof-loan","public-sector-recipient",168574925
"ibrd","IBRD","AZ","Azerbaijan",2013,"banking-and-business","oof-loan","public-sector-recipient",3590875
"ibrd","IBRD","AZ","Azerbaijan",2013,"governance-and-security","oof-loan","public-sector-recipient",9470304
"ibrd","IBRD","AZ","Azerbaijan",2013,"water-and-sanitation","oof-loan","public-sector-recipient",68048080
"ibrd","IBRD","AZ","Azerbaijan",2013,"other","oof-loan","public-sector-recipient",2002087
"ibrd","IBRD","AZ","Azerbaijan",2013,"industry-and-trade","oof-loan","public-sector-recipient",821826
"ibrd","IBRD","AZ","Azerbaijan",2013,"education","oof-loan","public-sector-recipient",493096
"ibrd","IBRD","AZ","Azerbaijan",2013,"health","oof-loan","public-sector-recipient",1709301
"ibrd","IBRD","AZ","Azerbaijan",2013,"other-social-services","oof-loan","public-sector-recipient",1709301
"KR","South Korea","AZ","Azerbaijan",2013,"infrastructure","oof-loan","unspecified",47349291
"KR","South Korea","AZ","Azerbaijan",2013,"industry-and-trade","oof-loan","unspecified",3730192
"ofid","OFID","AZ","Azerbaijan",2013,"banking-and-business","oof-loan","unspecified",9990623
"AU","Australia","BD","Bangladesh",2006,"other","oof-grant","unspecified",1578759
"AU","Australia","BD","Bangladesh",2007,"other","oof-grant","unspecified",1020960
"AU","Australia","BD","Bangladesh",2007,"governance-and-security","oof-grant","unspecified",440491
"AU","Australia","BD","Bangladesh",2008,"other","oof-grant","unspecified",850617
"AU","Australia","BD","Bangladesh",2009,"other","oof-grant","unspecified",2475337
"ofid","OFID","BD","Bangladesh",2009,"banking-and-business","oof-loan","unspecified",52023075
"asdb","AsDB","BD","Bangladesh",2010,"governance-and-security","oof-loan","public-sector-recipient",41543289
"asdb","AsDB","BD","Bangladesh",2010,"infrastructure","oof-loan","public-sector-recipient",98938020
"asdb","AsDB","BD","Bangladesh",2010,"industry-and-trade","oof-loan","public-sector-recipient",52006493
"AU","Australia","BD","Bangladesh",2010,"other","oof-grant","unspecified",1480011
"asdb","AsDB","BD","Bangladesh",2011,"industry-and-trade","oof-loan","public-sector-recipient",14839698
"asdb","AsDB","BD","Bangladesh",2011,"infrastructure","oof-loan","public-sector-recipient",108792106
"AU","Australia","BD","Bangladesh",2011,"other","oof-grant","unspecified",1576085
"AU","Australia","BD","Bangladesh",2011,"industry-and-trade","oof-grant","unspecified",299391
"ofid","OFID","BD","Bangladesh",2011,"infrastructure","oof-loan","unspecified",24261605
"ofid","OFID","BD","Bangladesh",2011,"other","oof-loan","unspecified",48585864
"asdb","AsDB","BD","Bangladesh",2012,"infrastructure","oof-loan","public-sector-recipient",153044819
"asdb","AsDB","BD","Bangladesh",2012,"industry-and-trade","oof-loan","public-sector-recipient",7812945
"asdb","AsDB","BD","Bangladesh",2012,"banking-and-business","oof-loan","public-sector-recipient",9.5e+07
"AU","Australia","BD","Bangladesh",2012,"other","oof-grant","unspecified",1379790
"islamic-dev-bank","Islamic Dev Bank","BD","Bangladesh",2012,"other","oof-loan","unspecified",3286130
"ofid","OFID","BD","Bangladesh",2012,"banking-and-business","oof-loan","unspecified",24992950
"ofid","OFID","BD","Bangladesh",2012,"infrastructure","oof-loan","unspecified",24985000
"asdb","AsDB","BD","Bangladesh",2013,"other","oof-loan","other",9990623
"asdb","AsDB","BD","Bangladesh",2013,"banking-and-business","oof-loan","public-sector-recipient",29971868
"asdb","AsDB","BD","Bangladesh",2013,"infrastructure","oof-loan","public-sector-recipient",242600295
"AU","Australia","BD","Bangladesh",2013,"other","oof-grant","unspecified",935975
"AU","Australia","BD","Bangladesh",2013,"industry-and-trade","oof-grant","unspecified",441079
"DE","Germany","BD","Bangladesh",2013,"other","oof-loan","unspecified",17014892
"ofid","OFID","BD","Bangladesh",2013,"infrastructure","oof-loan","unspecified",75202501
"ibrd","IBRD","BB","Barbados",2006,"health","oof-loan","unspecified",5147682
"ibrd","IBRD","BB","Barbados",2007,"health","oof-loan","unspecified",2356387
"ibrd","IBRD","BB","Barbados",2008,"health","oof-loan","unspecified",707896
"ibrd","IBRD","BB","Barbados",2009,"health","oof-loan","unspecified",3473828
"ibrd","IBRD","BB","Barbados",2009,"other-social-services","oof-loan","unspecified",519078
"idb","IDB","BB","Barbados",2009,"environment","oof-loan","unspecified",9668516
"idb","IDB","BB","Barbados",2009,"other-social-services","oof-loan","unspecified",295842
"idb","IDB","BB","Barbados",2009,"governance-and-security","oof-loan","unspecified",3010817
"idb","IDB","BB","Barbados",2009,"agriculture-and-food-security","oof-loan","unspecified",159821
"idb","IDB","BB","Barbados",2009,"other","oof-loan","unspecified",41948
"idb","IDB","BB","Barbados",2009,"education","oof-loan","unspecified",18763632
"ibrd","IBRD","BB","Barbados",2010,"other-social-services","oof-loan","unspecified",329438
"ibrd","IBRD","BB","Barbados",2010,"health","oof-loan","unspecified",2204702
"idb","IDB","BB","Barbados",2010,"governance-and-security","oof-loan","public-sector-recipient",3146596
"idb","IDB","BB","Barbados",2010,"other-social-services","oof-loan","public-sector-recipient",58391
"idb","IDB","BB","Barbados",2010,"agriculture-and-food-security","oof-loan","public-sector-recipient",1210906
"idb","IDB","BB","Barbados",2010,"banking-and-business","oof-loan","public-sector-recipient",519291
"idb","IDB","BB","Barbados",2010,"environment","oof-loan","public-sector-recipient",125425
"idb","IDB","BB","Barbados",2010,"infrastructure","oof-loan","public-sector-recipient",46736200
"ibrd","IBRD","BY","Belarus",2006,"infrastructure","oof-loan","unspecified",6028961
"ibrd","IBRD","BY","Belarus",2007,"infrastructure","oof-loan","unspecified",7939844
"ibrd","IBRD","BY","Belarus",2008,"infrastructure","oof-loan","unspecified",16648984
"ebrd","EBRD","BY","Belarus",2009,"banking-and-business","oof-loan","other",32846087
"ebrd","EBRD","BY","Belarus",2009,"industry-and-trade","oof-loan","other",6205190
"ibrd","IBRD","BY","Belarus",2009,"other-social-services","oof-loan","unspecified",132135546
"ibrd","IBRD","BY","Belarus",2009,"infrastructure","oof-loan","unspecified",16798832
"ibrd","IBRD","BY","Belarus",2009,"water-and-sanitation","oof-loan","unspecified",157304
"ibrd","IBRD","BY","Belarus",2009,"banking-and-business","oof-loan","unspecified",77603416
"ebrd","EBRD","BY","Belarus",2010,"banking-and-business","oof-loan","other",13189558
"ebrd","EBRD","BY","Belarus",2010,"industry-and-trade","oof-loan","other",20393905
"ibrd","IBRD","BY","Belarus",2010,"infrastructure","oof-loan","unspecified",25102099
"ibrd","IBRD","BY","Belarus",2010,"environment","oof-loan","unspecified",11361
"ibrd","IBRD","BY","Belarus",2010,"water-and-sanitation","oof-loan","unspecified",13094273
"SE","Sweden","BY","Belarus",2010,"other","oof-grant","unspecified",50667
"ebrd","EBRD","BY","Belarus",2011,"banking-and-business","oof-loan","other",7371342
"ebrd","EBRD","BY","Belarus",2011,"infrastructure","oof-loan","other",5971110
"ebrd","EBRD","BY","Belarus",2011,"industry-and-trade","oof-loan","other",10472402
"ibrd","IBRD","BY","Belarus",2011,"infrastructure","oof-loan","unspecified",23040345
"ibrd","IBRD","BY","Belarus",2011,"environment","oof-loan","unspecified",11633
"ibrd","IBRD","BY","Belarus",2011,"water-and-sanitation","oof-loan","unspecified",6382433
"SE","Sweden","BY","Belarus",2011,"environment","oof-grant","unspecified",30105
"SE","Sweden","BY","Belarus",2011,"other-social-services","oof-grant","unspecified",35371
"ebrd","EBRD","BY","Belarus",2012,"infrastructure","oof-loan","other",83548
"ebrd","EBRD","BY","Belarus",2012,"banking-and-business","oof-loan","other",43433444
"ebrd","EBRD","BY","Belarus",2012,"industry-and-trade","oof-loan","other",142688059
"ibrd","IBRD","BY","Belarus",2012,"environment","oof-loan","unspecified",13352
"ibrd","IBRD","BY","Belarus",2012,"water-and-sanitation","oof-loan","unspecified",1316642
"ibrd","IBRD","BY","Belarus",2012,"infrastructure","oof-loan","unspecified",112123226
"ebrd","EBRD","BY","Belarus",2013,"other","oof-loan","other",4907767
"ebrd","EBRD","BY","Belarus",2013,"infrastructure","oof-loan","other",36157333
"ebrd","EBRD","BY","Belarus",2013,"banking-and-business","oof-loan","other",45296995
"ebrd","EBRD","BY","Belarus",2013,"industry-and-trade","oof-loan","other",133778110
"ibrd","IBRD","BY","Belarus",2013,"water-and-sanitation","oof-loan","public-sector-recipient",14953472
"ibrd","IBRD","BY","Belarus",2013,"infrastructure","oof-loan","public-sector-recipient",125582380
"ibrd","IBRD","BY","Belarus",2013,"environment","oof-loan","public-sector-recipient",68798
"ibrd","IBRD","BZ","Belize",2006,"water-and-sanitation","oof-loan","unspecified",6335
"ibrd","IBRD","BZ","Belize",2006,"infrastructure","oof-loan","unspecified",21116
"ibrd","IBRD","BZ","Belize",2006,"environment","oof-loan","unspecified",6335
"EU","European Union","BZ","Belize",2007,"other","oof-loan","unspecified",2032417
"EU","European Union","BZ","Belize",2008,"other","oof-loan","unspecified",1340951
"idb","IDB","BZ","Belize",2009,"agriculture-and-food-security","oof-loan","unspecified",93735
"idb","IDB","BZ","Belize",2009,"infrastructure","oof-loan","unspecified",3687712
"idb","IDB","BZ","Belize",2009,"industry-and-trade","oof-loan","unspecified",524347
"idb","IDB","BZ","Belize",2009,"health","oof-loan","unspecified",780493
"idb","IDB","BZ","Belize",2009,"other-social-services","oof-loan","unspecified",7865211
"idb","IDB","BZ","Belize",2009,"water-and-sanitation","oof-loan","unspecified",584647
"idb","IDB","BZ","Belize",2010,"industry-and-trade","oof-loan","public-sector-recipient",859127
"idb","IDB","BZ","Belize",2010,"infrastructure","oof-loan","public-sector-recipient",1540760
"idb","IDB","BZ","Belize",2010,"agriculture-and-food-security","oof-loan","public-sector-recipient",2071456
"idb","IDB","BZ","Belize",2010,"health","oof-loan","public-sector-recipient",254717
"idb","IDB","BZ","Belize",2010,"water-and-sanitation","oof-loan","public-sector-recipient",1173830
"ibrd","IBRD","BZ","Belize",2011,"governance-and-security","oof-loan","unspecified",1339893
"idb","IDB","BZ","Belize",2011,"agriculture-and-food-security","oof-loan","public-sector-recipient",504273
"idb","IDB","BZ","Belize",2011,"water-and-sanitation","oof-loan","public-sector-recipient",588900
"idb","IDB","BZ","Belize",2011,"industry-and-trade","oof-loan","public-sector-recipient",1554020
"idb","IDB","BZ","Belize",2011,"other-social-services","oof-loan","public-sector-recipient",7320916
"ibrd","IBRD","BZ","Belize",2012,"governance-and-security","oof-loan","unspecified",2681688
"idb","IDB","BZ","Belize",2012,"agriculture-and-food-security","oof-loan","public-sector-recipient",757753
"idb","IDB","BZ","Belize",2012,"water-and-sanitation","oof-loan","public-sector-recipient",3830129
"idb","IDB","BZ","Belize",2012,"governance-and-security","oof-loan","public-sector-recipient",400250
"idb","IDB","BZ","Belize",2012,"industry-and-trade","oof-loan","public-sector-recipient",7310668
"idb","IDB","BZ","Belize",2012,"infrastructure","oof-loan","public-sector-recipient",520206
"ibrd","IBRD","BZ","Belize",2013,"governance-and-security","oof-loan","public-sector-recipient",2872263
"idb","IDB","BZ","Belize",2013,"agriculture-and-food-security","oof-loan","other",1466054
"idb","IDB","BZ","Belize",2013,"governance-and-security","oof-loan","other",1112995
"idb","IDB","BZ","Belize",2013,"industry-and-trade","oof-loan","other",3089190
"idb","IDB","BZ","Belize",2013,"infrastructure","oof-loan","other",1378706
"idb","IDB","BZ","Belize",2013,"water-and-sanitation","oof-loan","other",2700156
"ofid","OFID","BJ","Benin",2011,"other","oof-loan","unspecified",559180
"islamic-dev-bank","Islamic Dev Bank","BJ","Benin",2012,"other","oof-loan","unspecified",1298310
"BE","Belgium","BJ","Benin",2013,"other","oof-loan","unspecified",4162842
"asdb","AsDB","BT","Bhutan",2010,"infrastructure","oof-loan","public-sector-recipient",21831096
"asdb","AsDB","BT","Bhutan",2011,"infrastructure","oof-loan","public-sector-recipient",14733358
"asdb","AsDB","BT","Bhutan",2012,"infrastructure","oof-loan","public-sector-recipient",5948805
"asdb","AsDB","BT","Bhutan",2013,"infrastructure","oof-loan","public-sector-recipient",873180
"idb","IDB","BO","Bolivia ",2009,"other","oof-loan","unspecified",1614990
"idb","IDB","BO","Bolivia ",2009,"banking-and-business","oof-loan","unspecified",1048695
"idb","IDB","BO","Bolivia ",2009,"agriculture-and-food-security","oof-loan","unspecified",1625477
"idb","IDB","BO","Bolivia ",2009,"water-and-sanitation","oof-loan","unspecified",5181301
"idb","IDB","BO","Bolivia ",2009,"governance-and-security","oof-loan","unspecified",1361441
"idb","IDB","BO","Bolivia ",2009,"infrastructure","oof-loan","unspecified",3977070
"idb","IDB","BO","Bolivia ",2010,"banking-and-business","oof-loan","other",3115747
"BE","Belgium","BO","Bolivia ",2012,"banking-and-business","oof-loan","unspecified",392111
"idb","IDB","BO","Bolivia ",2012,"agriculture-and-food-security","oof-loan","other",2500000
"idb","IDB","BO","Bolivia ",2012,"industry-and-trade","oof-loan","other",2e+06
"BE","Belgium","BO","Bolivia ",2013,"other","oof-loan","unspecified",3449866
"idb","IDB","BO","Bolivia ",2013,"agriculture-and-food-security","oof-loan","other",3596624
"EU","European Union","BA","Bosnia & Herzegovina",2006,"other","oof-loan","unspecified",82042584
"EU","European Union","BA","Bosnia & Herzegovina",2007,"other","oof-loan","unspecified",42648605
"EU","European Union","BA","Bosnia & Herzegovina",2007,"industry-and-trade","oof-loan","unspecified",102497255
"EU","European Union","BA","Bosnia & Herzegovina",2008,"other","oof-loan","unspecified",50654532
"EU","European Union","BA","Bosnia & Herzegovina",2008,"industry-and-trade","oof-loan","unspecified",6704754
"EU","European Union","BA","Bosnia & Herzegovina",2008,"infrastructure","oof-loan","unspecified",30045092
"ebrd","EBRD","BA","Bosnia & Herzegovina",2009,"water-and-sanitation","oof-loan","public-sector-unknown",6327802
"ebrd","EBRD","BA","Bosnia & Herzegovina",2009,"industry-and-trade","oof-loan","other",36509358
"ebrd","EBRD","BA","Bosnia & Herzegovina",2009,"infrastructure","oof-loan","public-sector-unknown",117520704
"ebrd","EBRD","BA","Bosnia & Herzegovina",2009,"banking-and-business","oof-loan","other",13143369
"ebrd","EBRD","BA","Bosnia & Herzegovina",2009,"agriculture-and-food-security","oof-loan","other",36509358
"EU","European Union","BA","Bosnia & Herzegovina",2009,"other","oof-loan","unspecified",74477584
"EU","European Union","BA","Bosnia & Herzegovina",2009,"infrastructure","oof-loan","unspecified",59339090
"ibrd","IBRD","BA","Bosnia & Herzegovina",2009,"water-and-sanitation","oof-loan","unspecified",67035
"ebrd","EBRD","BA","Bosnia & Herzegovina",2010,"infrastructure","oof-loan","public-sector-recipient",78287951
"ebrd","EBRD","BA","Bosnia & Herzegovina",2010,"infrastructure","oof-loan","other",2075543
"ebrd","EBRD","BA","Bosnia & Herzegovina",2010,"water-and-sanitation","oof-loan","public-sector-recipient",3224764
"ebrd","EBRD","BA","Bosnia & Herzegovina",2010,"banking-and-business","oof-loan","other",39753801
"ebrd","EBRD","BA","Bosnia & Herzegovina",2010,"industry-and-trade","oof-loan","other",32202927
"EU","European Union","BA","Bosnia & Herzegovina",2010,"banking-and-business","oof-loan","unspecified",54080058
"EU","European Union","BA","Bosnia & Herzegovina",2010,"infrastructure","oof-loan","unspecified",86972733
"ibrd","IBRD","BA","Bosnia & Herzegovina",2010,"banking-and-business","oof-loan","unspecified",43189
"ibrd","IBRD","BA","Bosnia & Herzegovina",2010,"industry-and-trade","oof-loan","unspecified",4275704
"ibrd","IBRD","BA","Bosnia & Herzegovina",2010,"governance-and-security","oof-loan","unspecified",22879062
"ibrd","IBRD","BA","Bosnia & Herzegovina",2010,"other-social-services","oof-loan","unspecified",22879062
"ibrd","IBRD","BA","Bosnia & Herzegovina",2010,"water-and-sanitation","oof-loan","unspecified",2249779
"ebrd","EBRD","BA","Bosnia & Herzegovina",2011,"water-and-sanitation","oof-loan","public-sector-recipient",67862
"ebrd","EBRD","BA","Bosnia & Herzegovina",2011,"industry-and-trade","oof-loan","other",14929566
"ebrd","EBRD","BA","Bosnia & Herzegovina",2011,"infrastructure","oof-loan","public-sector-recipient",77921475
"ebrd","EBRD","BA","Bosnia & Herzegovina",2011,"banking-and-business","oof-loan","other",39643426
"ibrd","IBRD","BA","Bosnia & Herzegovina",2011,"water-and-sanitation","oof-loan","unspecified",779198
"ibrd","IBRD","BA","Bosnia & Herzegovina",2011,"banking-and-business","oof-loan","unspecified",395422
"ibrd","IBRD","BA","Bosnia & Herzegovina",2011,"industry-and-trade","oof-loan","unspecified",39146784
"ebrd","EBRD","BA","Bosnia & Herzegovina",2012,"infrastructure","oof-loan","public-sector-recipient",126865620
"ebrd","EBRD","BA","Bosnia & Herzegovina",2012,"banking-and-business","oof-loan","other",24446350
"ebrd","EBRD","BA","Bosnia & Herzegovina",2012,"industry-and-trade","oof-loan","other",8849428
"ebrd","EBRD","BA","Bosnia & Herzegovina",2012,"water-and-sanitation","oof-loan","public-sector-recipient",1072585
"ebrd","EBRD","BA","Bosnia & Herzegovina",2012,"infrastructure","oof-loan","other",1061085
"ibrd","IBRD","BA","Bosnia & Herzegovina",2012,"water-and-sanitation","oof-loan","unspecified",6584975
"ibrd","IBRD","BA","Bosnia & Herzegovina",2012,"banking-and-business","oof-loan","unspecified",195729
"ibrd","IBRD","BA","Bosnia & Herzegovina",2012,"industry-and-trade","oof-loan","unspecified",19377145
"islamic-dev-bank","Islamic Dev Bank","BA","Bosnia & Herzegovina",2012,"other","oof-loan","unspecified",19956430
"ofid","OFID","BA","Bosnia & Herzegovina",2012,"banking-and-business","oof-loan","other",6426735
"ebrd","EBRD","BA","Bosnia & Herzegovina",2013,"other","oof-loan","other",265285
"ebrd","EBRD","BA","Bosnia & Herzegovina",2013,"infrastructure","oof-loan","public-sector-recipient",202513946
"ebrd","EBRD","BA","Bosnia & Herzegovina",2013,"water-and-sanitation","oof-loan","public-sector-recipient",4135054
"ebrd","EBRD","BA","Bosnia & Herzegovina",2013,"banking-and-business","oof-loan","other",36003920
"ebrd","EBRD","BA","Bosnia & Herzegovina",2013,"industry-and-trade","oof-loan","other",24229338
"ibrd","IBRD","BA","Bosnia & Herzegovina",2013,"water-and-sanitation","oof-loan","public-sector-recipient",3097869
"ibrd","IBRD","BA","Bosnia & Herzegovina",2013,"industry-and-trade","oof-loan","public-sector-recipient",7360607
"ibrd","IBRD","BA","Bosnia & Herzegovina",2013,"banking-and-business","oof-loan","public-sector-recipient",74350
"ofid","OFID","BA","Bosnia & Herzegovina",2013,"banking-and-business","oof-loan","unspecified",4995311
"ofid","OFID","BA","Bosnia & Herzegovina",2013,"infrastructure","oof-loan","unspecified",2274782
"EU","European Union","BW","Botswana",2006,"other","oof-loan","unspecified",10854961
"EU","European Union","BW","Botswana",2007,"other","oof-loan","unspecified",6233361
"afdb","AfDB","BW","Botswana",2009,"banking-and-business","oof-loan","public-sector-unknown",1022959664
"afdb","AfDB","BW","Botswana",2009,"agriculture-and-food-security","oof-loan","public-sector-unknown",189147
"ibrd","IBRD","BW","Botswana",2010,"other","oof-loan","unspecified",783985
"ibrd","IBRD","BW","Botswana",2010,"health","oof-loan","unspecified",3173913
"ibrd","IBRD","BW","Botswana",2010,"infrastructure","oof-loan","unspecified",2779582
"afdb","AfDB","BW","Botswana",2011,"general-budget-support","oof-loan","public-sector-recipient",488332707
"afdb","AfDB","BW","Botswana",2011,"agriculture-and-food-security","oof-loan","public-sector-recipient",6634457
"afdb","AfDB","BW","Botswana",2011,"infrastructure","oof-loan","public-sector-recipient",30078686
"ibrd","IBRD","BW","Botswana",2011,"infrastructure","oof-loan","unspecified",22383637
"ibrd","IBRD","BW","Botswana",2011,"health","oof-loan","unspecified",9477859
"ibrd","IBRD","BW","Botswana",2011,"water-and-sanitation","oof-loan","unspecified",19849640
"afdb","AfDB","BW","Botswana",2012,"agriculture-and-food-security","oof-loan","public-sector-recipient",6822540
"afdb","AfDB","BW","Botswana",2012,"infrastructure","oof-loan","public-sector-recipient",17374613
"ibrd","IBRD","BW","Botswana",2012,"infrastructure","oof-loan","unspecified",15352238
"ibrd","IBRD","BW","Botswana",2012,"other","oof-loan","unspecified",501230
"ibrd","IBRD","BW","Botswana",2012,"health","oof-loan","unspecified",10097986
"ibrd","IBRD","BW","Botswana",2012,"water-and-sanitation","oof-loan","unspecified",12038341
"afdb","AfDB","BW","Botswana",2013,"infrastructure","oof-loan","public-sector-recipient",5164573
"afdb","AfDB","BW","Botswana",2013,"agriculture-and-food-security","oof-loan","public-sector-recipient",9098300
"ibrd","IBRD","BW","Botswana",2013,"infrastructure","oof-loan","public-sector-recipient",584836
"ibrd","IBRD","BW","Botswana",2013,"other","oof-loan","public-sector-recipient",164954
"ibrd","IBRD","BW","Botswana",2013,"health","oof-loan","public-sector-recipient",12558993
"AU","Australia","BR","Brazil",2006,"other","oof-grant","unspecified",3098668
"EU","European Union","BR","Brazil",2006,"other","oof-loan","unspecified",15485956
"ibrd","IBRD","BR","Brazil",2006,"environment","oof-loan","unspecified",82119
"ibrd","IBRD","BR","Brazil",2006,"industry-and-trade","oof-loan","unspecified",31961295
"ibrd","IBRD","BR","Brazil",2006,"infrastructure","oof-loan","unspecified",215783171
"ibrd","IBRD","BR","Brazil",2006,"health","oof-loan","unspecified",90058263
"ibrd","IBRD","BR","Brazil",2006,"education","oof-loan","unspecified",81178367
"ibrd","IBRD","BR","Brazil",2006,"water-and-sanitation","oof-loan","unspecified",100144403
"ibrd","IBRD","BR","Brazil",2006,"banking-and-business","oof-loan","unspecified",10924157
"ibrd","IBRD","BR","Brazil",2006,"agriculture-and-food-security","oof-loan","unspecified",47861229
"ibrd","IBRD","BR","Brazil",2006,"other-social-services","oof-loan","unspecified",1466895154
"ibrd","IBRD","BR","Brazil",2006,"governance-and-security","oof-loan","unspecified",498175092
"ibrd","IBRD","BR","Brazil",2006,"other","oof-loan","unspecified",8252978
"KR","South Korea","BR","Brazil",2006,"industry-and-trade","oof-loan","unspecified",38046315
"KR","South Korea","BR","Brazil",2006,"infrastructure","oof-loan","unspecified",19510931
"NL","Netherlands","BR","Brazil",2006,"debt-relief","oof-loan","unspecified",3780668
"US","USA","BR","Brazil",2006,"agriculture-and-food-security","oof-loan","unspecified",3803923
"US","USA","BR","Brazil",2006,"infrastructure","oof-loan","unspecified",3654424
"AU","Australia","BR","Brazil",2007,"governance-and-security","oof-grant","unspecified",1297266
"AU","Australia","BR","Brazil",2007,"other","oof-grant","unspecified",981911
"EU","European Union","BR","Brazil",2007,"infrastructure","oof-loan","unspecified",92583841
"EU","European Union","BR","Brazil",2007,"other","oof-loan","unspecified",54756519
"ibrd","IBRD","BR","Brazil",2007,"infrastructure","oof-loan","unspecified",175284552
"ibrd","IBRD","BR","Brazil",2007,"industry-and-trade","oof-loan","unspecified",20692748
"ibrd","IBRD","BR","Brazil",2007,"water-and-sanitation","oof-loan","unspecified",61448866
"ibrd","IBRD","BR","Brazil",2007,"other-social-services","oof-loan","unspecified",118662548
"ibrd","IBRD","BR","Brazil",2007,"environment","oof-loan","unspecified",398232
"ibrd","IBRD","BR","Brazil",2007,"education","oof-loan","unspecified",46536524
"ibrd","IBRD","BR","Brazil",2007,"other","oof-loan","unspecified",4246
"ibrd","IBRD","BR","Brazil",2007,"health","oof-loan","unspecified",62227954
"ibrd","IBRD","BR","Brazil",2007,"governance-and-security","oof-loan","unspecified",125019555
"ibrd","IBRD","BR","Brazil",2007,"banking-and-business","oof-loan","unspecified",617842
"ibrd","IBRD","BR","Brazil",2007,"agriculture-and-food-security","oof-loan","unspecified",37290064
"KR","South Korea","BR","Brazil",2007,"other","oof-loan","unspecified",1213192
"KR","South Korea","BR","Brazil",2007,"industry-and-trade","oof-loan","unspecified",12131920
"US","USA","BR","Brazil",2007,"infrastructure","oof-loan","unspecified",97578
"US","USA","BR","Brazil",2007,"agriculture-and-food-security","oof-loan","unspecified",298552
"AU","Australia","BR","Brazil",2008,"industry-and-trade","oof-grant","unspecified",129059
"AU","Australia","BR","Brazil",2008,"other","oof-grant","unspecified",1468672
"ibrd","IBRD","BR","Brazil",2008,"agriculture-and-food-security","oof-loan","unspecified",24643308
"ibrd","IBRD","BR","Brazil",2008,"other","oof-loan","unspecified",10181535
"ibrd","IBRD","BR","Brazil",2008,"industry-and-trade","oof-loan","unspecified",42502688
"ibrd","IBRD","BR","Brazil",2008,"other-social-services","oof-loan","unspecified",127168490
"ibrd","IBRD","BR","Brazil",2008,"infrastructure","oof-loan","unspecified",496094400
"ibrd","IBRD","BR","Brazil",2008,"water-and-sanitation","oof-loan","unspecified",71260029
"ibrd","IBRD","BR","Brazil",2008,"governance-and-security","oof-loan","unspecified",701732226
"ibrd","IBRD","BR","Brazil",2008,"banking-and-business","oof-loan","unspecified",41836066
"ibrd","IBRD","BR","Brazil",2008,"health","oof-loan","unspecified",189958404
"ibrd","IBRD","BR","Brazil",2008,"education","oof-loan","unspecified",49531498
"ibrd","IBRD","BR","Brazil",2008,"environment","oof-loan","unspecified",862395
"JP","Japan","BR","Brazil",2008,"infrastructure","oof-loan","unspecified",22971216
"KR","South Korea","BR","Brazil",2008,"industry-and-trade","oof-loan","unspecified",10830858
"US","USA","BR","Brazil",2008,"banking-and-business","oof-loan","unspecified",1269725
"AU","Australia","BR","Brazil",2009,"other","oof-grant","unspecified",2578765
"AU","Australia","BR","Brazil",2009,"other-social-services","oof-grant","unspecified",48488
"EU","European Union","BR","Brazil",2009,"other","oof-loan","unspecified",220428314
"FR","France","BR","Brazil",2009,"other","oof-loan","unspecified",6652516
"FR","France","BR","Brazil",2009,"banking-and-business","oof-loan","unspecified",22306775
"ibrd","IBRD","BR","Brazil",2009,"industry-and-trade","oof-loan","unspecified",867521
"ibrd","IBRD","BR","Brazil",2009,"banking-and-business","oof-loan","unspecified",11678430
"ibrd","IBRD","BR","Brazil",2009,"agriculture-and-food-security","oof-loan","unspecified",10171038
"ibrd","IBRD","BR","Brazil",2009,"environment","oof-loan","unspecified",1619477
"ibrd","IBRD","BR","Brazil",2009,"other-social-services","oof-loan","unspecified",29598215
"ibrd","IBRD","BR","Brazil",2009,"water-and-sanitation","oof-loan","unspecified",106548207
"ibrd","IBRD","BR","Brazil",2009,"governance-and-security","oof-loan","unspecified",235756197
"ibrd","IBRD","BR","Brazil",2009,"infrastructure","oof-loan","unspecified",336296150
"ibrd","IBRD","BR","Brazil",2009,"health","oof-loan","unspecified",419534177
"ibrd","IBRD","BR","Brazil",2009,"other","oof-loan","unspecified",16089474
"ibrd","IBRD","BR","Brazil",2009,"education","oof-loan","unspecified",168061259
"idb","IDB","BR","Brazil",2009,"health","oof-loan","unspecified",3179206
"idb","IDB","BR","Brazil",2009,"other","oof-loan","unspecified",30621889
"idb","IDB","BR","Brazil",2009,"infrastructure","oof-loan","unspecified",693592691
"idb","IDB","BR","Brazil",2009,"other-social-services","oof-loan","unspecified",89748234
"idb","IDB","BR","Brazil",2009,"agriculture-and-food-security","oof-loan","unspecified",15810418
"idb","IDB","BR","Brazil",2009,"industry-and-trade","oof-loan","unspecified",1104297048
"idb","IDB","BR","Brazil",2009,"governance-and-security","oof-loan","unspecified",468933019
"idb","IDB","BR","Brazil",2009,"water-and-sanitation","oof-loan","unspecified",107254682
"KR","South Korea","BR","Brazil",2009,"industry-and-trade","oof-loan","unspecified",42059766
"US","USA","BR","Brazil",2009,"banking-and-business","oof-loan","unspecified",525009
"AU","Australia","BR","Brazil",2010,"other","oof-grant","unspecified",2811692
"EU","European Union","BR","Brazil",2010,"infrastructure","oof-loan","unspecified",178067756
"FR","France","BR","Brazil",2010,"banking-and-business","oof-loan","unspecified",22405757
