"id","entity-name","2014"
"d314","Abim",
"d301","Adjumani",104.6
"d322","Agago",101.5
"d323","Alebtong",113.2
"d315","Amolatar",113.2
"d324","Amudat",112.6
"d216","Amuria",119.1
"d316","Amuru",104.9
"d302","Apac",119.2
"d303","Arua",103.2
"d217","Budaka",115.1
"d218","Bududa",115.1
"d201","Bugiri",123
"d420","Buhweju",112.6
"d117","Buikwe",120.5
"d219","Bukedea",110.2
"d118","Bukomansimbi",132.2
"d220","Bukwo",115.8
"d225","Bulambuli",123.6
"d416","Buliisa",112.7
"d401","Bundibugyo",108.3
"d402","Bushenyi",112.6
"d202","Busia",115.9
"d221","Butaleja",113.7
"d119","Butambala",120.5
"d120","Buvuma",
"d226","Buyende",116.9
"d317","Dokolo",113.2
"d121","Gomba",
"d304","Gulu",104.9
"d403","Hoima",108.4
"d417","Ibanda",111
"d203","Iganga",132.8
"d418","Isingiro",111
"d204","Jinja",105.4
"d318","Kaabong",
"d404","Kabale",108.4
"d405","Kabarole",109.4
"d213","Kaberamaido",131
"d101","Kalangala",44.4
"d222","Kaliro",116.9
"d122","Kalungu",132.2
"d102","Kampala",64.2
"d205","Kamuli",116.9
"d413","Kamwenge",110.3
"d414","Kanungu",121.7
"d206","Kapchorwa",115.8
"d406","Kasese",123.1
"d207","Katakwi",119.1
"d112","Kayunga",116.9
"d407","Kibaale",109
"d103","Kiboga",127.5
"d227","Kibuku",116.7
"d419","Kiruhura",111
"d421","Kiryandongo",112.7
"d408","Kisoro",102.6
"d305","Kitgum",104.5
"d319","Koboko",103.2
"d325","Kole",119.2
"d306","Kotido",113.2
"d208","Kumi",110.2
"d228","Kween",115.8
"d123","Kyankwanzi",127.5
"d422","Kyegegwa",108.3
"d415","Kyenjojo",108.3
"d326","Lamwo",104.5
"d307","Lira",113.2
"d229","Luuka",132.8
"d104","Luwero",120.4
"d124","Lwengo",132.2
"d114","Lyantonde",131.5
"d223","Manafwa",115.1
"d320","Maracha",103.2
"d105","Masaka",132.2
"d409","Masindi",112.7
"d214","Mayuge",129.3
"d209","Mbale",115.1
"d410","Mbarara",111
"d423","Mitooma",112.6
"d115","Mityana",110.3
"d308","Moroto",87
"d309","Moyo",100.5
"d106","Mpigi",120.5
"d107","Mubende",110.3
"d108","Mukono",120.5
"d311","Nakapiripirit",112.6
"d116","Nakaseke",
"d109","Nakasongola",116
"d230","Namayingo",123
"d224","Namutumba",132.8
"d327","Napak",87
"d310","Nebbi",102.8
"d231","Ngora",110.2
"d424","Ntoroko",108.3
"d411","Ntungamo",
"d328","Nwoya",104.9
"d329","Otuke",113.2
"d321","Oyam",119.2
"d312","Pader",101.5
"d210","Pallisa",116.7
"d110","Rakai",116
"d425","Rubirizi",112.6
"d412","Rukungiri",120.8
"d232","Serere",127.6
"d426","Sheema",112.6
"d215","Sironko",123.6
"d211","Soroti",127.6
"d111","Ssembabule",131.5
"d212","Tororo",113.7
"d113","Wakiso",91.3
"d313","Yumbe",115.5
"d330","Zombo",102.8
