"district_id","2014"
"d18974",227
"d18975",239
"d18987",352
"d18988",286
"d18976",267
"d18955",236
"d18965",347
"d18968",245
"d18956",214
"d18991",252
"d18989",294
"d18977",288
"d18943",391
"d18949",308
"d18944",299
"d18969",316
"d18970",295
"d18957",196
"d18950",343
"d18978",267
"d18951",252
"d18958",263
"d18959",247
"d18966",292
"d18960",170
"d18961",237
"d18971",267
"d18952",428
"d18946",323
"d18964",581
"d18979",317
"d18980",231
"d18981",236
"d18962",283
"d18972",257
"d18947",295
"d18948",304
"d18982",254
"d18973",294
"d18953",267
"d18954",282
"d18983",272
"d18984",353
"d18985",266
"d18990",354
"d18967",247
"d18986",228
