"district_id","district_name","year","value"
"d18974","Baringo",2014,227
"d18975","Bomet",2014,239
"d18987","Bungoma",2014,352
"d18988","Busia",2014,286
"d18976","Elgeyo-Marakwet",2014,267
"d18955","Embu",2014,236
"d18965","Garissa",2014,347
"d18968","Homa Bay",2014,245
"d18956","Isiolo",2014,214
"d18991","Kajiado",2014,252
"d18989","Kakamega",2014,294
"d18977","Kericho",2014,288
"d18943","Kiambu",2014,391
"d18949","Kilifi",2014,308
"d18944","Kirinyaga",2014,299
"d18969","Kisii",2014,316
"d18970","Kisumu",2014,295
"d18957","Kitui",2014,196
"d18950","Kwale",2014,343
"d18978","Laikipia",2014,267
"d18951","Lamu",2014,252
"d18958","Machakos",2014,263
"d18959","Makueni",2014,247
"d18966","Mandera",2014,292
"d18960","Marsabit",2014,170
"d18961","Meru",2014,237
"d18971","Migori",2014,267
"d18952","Mombasa",2014,428
"d18946","Murang'a",2014,323
"d18964","Nairobi",2014,581
"d18979","Nakuru",2014,317
"d18980","Nandi",2014,231
"d18981","Narok",2014,236
"d18962","Nithi",2014,283
"d18972","Nyamira",2014,257
"d18947","Nyandarua",2014,295
"d18948","Nyeri",2014,304
"d18982","Samburu",2014,254
"d18973","Siaya",2014,294
"d18953","Taita Taveta",2014,267
"d18954","Tana River",2014,282
"d18983","Trans-Nzoia",2014,272
"d18984","Turkana",2014,353
"d18985","Uasin Gishu",2014,266
"d18990","Vihiga",2014,354
"d18967","Wajir",2014,247
"d18986","West Pokot",2014,228
