"id","value.2000","value.2001","value.2002","value.2003","value.2004","value.2005","value.2006","value.2007","value.2008","value.2009","value.2010","value.2011","value.2012","value.2013"
"AF",,,1,1,1,1,1,1,1,1,1,1,1,1
"AG",4,4,4,4,4,4,4,4,4,4,4,4,4,4
"AI",,,,,,,,,,,,,,
"AL",1,1,1,1,4,6,1,4,4,4,4,4,4,4
"AM",1,1,1,7,5,5,5,5,5,5,6,5,5,6
"AO",6,4,4,4,6,6,6,6,6,6,6,6,6,6
"AR",6,3,4,3,4,7,6,4,4,4,4,4,4,4
"AZ",4,4,4,4,4,4,5,5,5,5,6,5,4,4
"BA",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"BB",4,4,4,4,4,4,4,4,4,4,4,4,4,4
"BD",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"BF",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BH",4,4,2,4,4,2,4,4,4,4,2,2,2,2
"BI",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BJ",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BO",4,4,1,1,1,6,1,1,6,5,5,5,5,4
"BR",6,6,6,6,6,6,6,6,6,6,6,6,6,6
"BT",1,6,1,6,1,1,1,1,1,1,1,6,6,1
"BW",4,1,4,4,4,4,4,4,1,3,1,4,4,4
"BY",6,6,6,7,7,6,7,6,6,4,6,6,6,6
"BZ",6,6,6,6,6,6,4,6,4,4,4,4,4,4
"CD",1,1,1,1,1,1,1,4,4,1,1,1,4,1
"CF",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CG",4,4,7,4,4,4,4,4,4,4,4,4,4,4
"CI",1,4,1,1,4,4,4,4,1,1,1,1,1,1
"CK",,,,,,,,,,,,,,
"CL",4,4,4,4,4,4,4,4,4,4,4,4,4,4
"CM",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CN",4,4,4,4,4,4,4,4,4,4,4,7,4,4
"CO",6,6,6,6,6,4,6,4,4,6,6,6,4,6
"CR",6,4,4,6,4,6,4,4,4,4,4,4,6,6
"CU",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CV",1,1,1,1,1,1,1,4,4,1,1,1,1,1
"DJ",1,1,1,1,1,1,1,4,4,1,1,1,1,4
"DM",6,5,1,7,1,4,4,4,4,4,1,1,1,1
"DO",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"DZ",5,5,5,5,5,5,4,5,4,4,4,4,5,5
"EC",5,5,5,5,6,6,5,5,5,5,6,6,5,6
"EG",5,5,5,5,4,4,4,4,4,4,5,5,5,5
"ER",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ET",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"FJ",5,5,5,5,4,5,4,4,4,4,4,4,4,4
"FM",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"GA",1,3,1,4,4,4,4,6,4,4,4,4,4,6
"GD",6,5,6,4,5,4,4,4,4,4,4,4,4,4
"GE",5,1,1,4,4,4,4,4,4,5,5,6,6,5
"GH",1,1,1,1,1,1,1,1,1,4,4,4,4,4
"GM",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"GN",1,1,1,1,1,1,1,4,1,1,1,4,1,1
"GQ",4,4,4,4,4,4,4,4,1,4,4,4,4,4
"GT",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"GW",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"GY",1,1,1,5,5,5,1,1,5,5,5,5,5,7
"HN",1,1,5,5,5,5,5,5,5,5,5,5,5,5
"HR",4,4,4,4,4,4,4,4,4,4,3,4,4,4
"HT",5,5,5,5,5,5,5,5,5,1,1,1,5,5
"ID",6,6,6,6,6,6,6,6,6,6,6,6,6,6
"IN",5,5,5,5,5,5,5,6,5,5,5,5,5,5
"IQ",1,1,1,1,1,1,1,1,1,1,1,4,4,4
"IR",6,6,4,4,7,4,4,4,4,4,4,4,4,4
"JM",6,6,4,4,6,6,6,6,4,6,6,6,6,6
"JO",7,5,5,5,5,4,4,4,5,5,5,5,5,5
"KE",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"KG",1,1,1,1,7,5,5,5,5,5,5,5,5,5
"KH",1,1,1,1,1,1,1,4,4,1,4,1,4,4
"KI",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"KM",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"KN",4,4,4,4,4,4,4,4,4,4,4,4,4,4
"KP",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"KZ",6,6,6,6,6,6,6,6,6,6,6,6,6,6
"LA",1,1,1,1,6,6,6,6,6,6,1,6,1,6
"LB",6,6,6,5,5,5,5,5,5,5,5,5,5,5
"LC",4,4,4,4,4,4,4,4,7,4,7,4,4,4
"LK",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"LR",1,1,1,4,3,1,1,1,1,1,1,1,4,4
"LS",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"LY",4,5,4,4,4,4,4,4,4,4,4,1,4,4
"MA",6,4,6,4,1,4,4,4,6,6,6,4,6,6
"MD",7,5,5,5,5,5,5,5,5,5,5,5,5,5
"ME",,1,1,1,1,1,1,5,4,4,4,4,4,4
"MG",1,1,1,1,1,1,1,1,3,4,4,4,4,4
"MH",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"MK",4,4,1,1,7,1,4,7,6,6,6,6,6,6
"ML",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"MM",4,4,4,4,4,4,4,4,4,4,4,4,4,1
"MN",1,1,1,7,5,4,4,4,4,4,4,4,4,6
"MR",1,1,1,1,4,4,1,1,1,1,1,4,4,4
"MS",,,,,,,,,,,,,,
"MT",4,4,2,4,4,4,4,4,4,4,4,4,4,2
"MU",4,5,5,5,5,5,5,4,4,4,2,2,7,6
"MV",1,1,1,4,6,1,4,4,4,4,4,4,4,4
"MW",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"MX",6,6,4,6,6,6,6,6,6,6,6,6,6,6
"MY",6,6,6,6,6,6,6,7,4,6,6,6,6,6
"MZ",1,1,1,1,1,1,1,3,1,1,1,4,4,4
"NA",4,4,4,4,4,4,4,4,4,4,4,4,4,4
"NE",1,1,1,1,1,1,1,1,1,4,4,4,1,1
"NG",4,4,4,4,4,5,5,5,5,5,5,5,5,5
"NI",5,1,5,5,1,5,1,1,5,5,6,6,5,5
"NP",1,1,5,5,5,5,5,5,5,5,5,5,5,5
"NR",,,,,,,,,,,,,,
"NU",,,,,,,,,,,,,,
"OM",4,1,4,1,3,4,4,4,4,4,4,4,2,4
"PA",4,6,6,4,4,6,6,4,4,6,4,4,4,4
"PE",3,4,6,6,6,6,4,6,4,4,4,4,4,4
"PG",1,1,1,1,1,6,1,6,6,6,6,6,6,6
"PH",5,6,5,5,5,5,5,5,5,5,5,5,5,5
"PK",1,1,1,1,1,4,4,4,4,1,6,1,1,1
"PS",5,1,1,1,1,1,1,1,1,1,1,1,1,1
"PW",1,1,1,1,1,1,1,1,1,1,1,1,1,1
