"id","value.2000","value.2001","value.2002","value.2003","value.2004","value.2005","value.2006","value.2007","value.2008","value.2009","value.2010","value.2011","value.2012","value.2013"
"PY",5,5,6,5,5,5,5,5,5,5,6,7,6,6
"RS",1,1,1,1,6,6,6,6,6,5,6,6,6,6
"RW",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"SA",4,4,4,4,4,4,4,4,4,4,4,4,4,4
"SB",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"SC",7,4,6,4,4,7,7,4,4,4,4,7,7,7
"SD",6,6,5,5,5,1,1,1,1,1,1,1,4,4
"SH",,,,,,,,,,,,,,
"SI",,,,,,4,4,4,4,2,4,4,2,2
"SL",1,1,1,1,1,1,1,1,1,1,1,4,4,1
"SN",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"SO",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"SR",1,1,1,1,1,1,1,1,1,1,1,3,3,4
"SS",,,,,,,,,,,,1,1,1
"ST",1,1,1,1,1,1,4,1,4,1,4,1,1,1
"SV",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"SY",5,5,5,5,5,5,5,5,5,5,5,5,1,1
"SZ",4,1,4,5,5,5,4,5,4,5,7,1,1,1
"TC",,,,,,,,,,,,,,
"TD",4,4,4,4,4,1,1,1,1,1,1,1,1,4
"TG",1,1,5,5,5,5,5,5,1,1,1,1,5,5
"TH",4,6,6,6,6,6,6,6,6,6,7,6,6,6
"TJ",1,1,1,1,4,1,4,4,4,1,6,6,6,1
"TK",,,,,,,,,,,,,,
"TL",3,1,1,1,1,1,1,1,1,1,1,1,1,1
"TM",6,4,4,4,4,4,4,4,4,4,4,4,4,4
"TN",5,5,5,5,5,5,4,5,4,5,5,5,5,5
"TO",1,5,5,5,5,5,5,5,5,5,1,1,1,1
"TR",6,6,6,6,6,6,6,6,6,6,6,6,6,6
"TT",4,4,4,4,4,4,4,4,4,4,4,4,4,4
"TV",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"TZ",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"UA",6,7,6,6,6,4,6,6,6,6,6,6,6,6
"UG",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"UY",3,3,3,4,4,4,4,4,4,4,4,4,4,4
"UZ",6,6,6,6,6,6,6,4,6,6,4,4,4,6
"VC",5,5,5,4,4,4,4,4,4,4,4,4,4,4
"VE",4,6,6,6,6,6,6,7,6,6,6,6,4,4
"VN",4,4,4,5,5,5,5,4,4,4,4,5,5,5
"VU",1,5,1,1,1,1,4,1,1,1,1,1,7,1
"WF",,,,,,,,,,,,,,
"WS",1,1,1,1,1,5,5,5,5,5,1,5,5,5
"XK",1,1,1,1,5,5,5,5,5,5,5,5,5,5
"YE",5,5,5,5,5,5,5,5,4,5,5,5,5,5
"YT",,,,,,,,,,,,,,
"ZA",2,4,6,6,2,2,2,6,4,2,2,6,6,4
"ZM",1,1,1,1,1,1,1,4,4,1,4,4,4,4
"ZW",1,1,1,1,1,1,1,1,1,1,6,6,6,6
