"id","value.2000","value.2001","value.2002","value.2003","value.2004","value.2005","value.2006","value.2007","value.2008","value.2009","value.2010","value.2011","value.2012","value.2013"
"AW",,,,,,,,,,,,,,
"AD",1133644295,1264760246,1456198796,1917948475,2322163502,2539759286,2823503853,3245411584,3712034267,,,,,
"AF",,2461666315,4119883741,4576560551,5293545039,6286220881,7100901458,9873631084,10233534943,12540859398,15998784780,17952884836,20607648889,20450662721
"AO",7448754814,7375079251,10862689909,12462468269,17157238824,24229563986,35421665933,52627949409,70250478051,68298969051,73946343871,93056297057,1.03175e+11,1.12289e+11
"AL",3790484795,4236568354,4576968783,5819787878,7646346950,8540853032,9346566990,10998087979,12945743826,11853142988,11807461101,12856325883,12252547960,12951119868
"AE",,1.08376e+11,1.10737e+11,1.24292e+11,1.48532e+11,1.83503e+11,2.26844e+11,2.66523e+11,3.19375e+11,2.56847e+11,2.85949e+11,3.47554e+11,3.72614e+11,
"AR",3.36725e+11,3.17762e+11,1.16242e+11,1.49031e+11,1.74015e+11,2.15601e+11,2.58348e+11,3.23856e+11,3.98486e+11,3.69578e+11,4.51418e+11,5.45311e+11,5.90709e+11,5.99313e+11
"AM",1964463665,2182923205,2464539523,2901554574,3684033821,5106441713,6686484949,9703722479,12353321039,9006718256,9718568973,10502419016,10381318681,10972966454
"AS",,,,,,,,,,,,,,
"AG",739318949.9,748976986.8,761082579.2,801300059.9,853270799.7,955333835,1088400277,1236586904,1286265778,1155590074,1104049630,1090447370,1153623222,1169673926
"AU",4.02997e+11,3.67867e+11,3.83523e+11,4.53301e+11,5.95383e+11,6.67562e+11,7.18145e+11,8.15373e+11,1.01194e+12,8.9393e+11,1.0969e+12,1.33223e+12,1.48768e+12,1.52104e+12
"AT",1.94424e+11,1.94349e+11,2.11938e+11,2.60222e+11,2.99422e+11,3.13652e+11,3.352e+11,3.85678e+11,4.30745e+11,3.9747e+11,3.93109e+11,4.30995e+11,4.11353e+11,4.27916e+11
"AZ",4987423599,5371534924,5851316264,6833797400,7979987901,11598940366,18301691720,27970800839,43586308423,40772406444,49435841286,61091863999,63180918152,69440407903
"BI",884786065.9,864477157.8,811709072.5,766758030.8,887956197.1,1099554387,1264380655,1350178300,1607334286,1722781536,2014764414,2338152064,2463262492,2713086676
"BE",2.43417e+11,2.41711e+11,2.62655e+11,3.24257e+11,3.75067e+11,3.90447e+11,4.14727e+11,4.77807e+11,5.29223e+11,4.83232e+11,4.93427e+11,5.33906e+11,5.07644e+11,5.19519e+11
"BJ",2346762340,2485900380,2781688511,3519204946,4013958060,4340195011,4675668269,5502908868,6622075027,6551479915,6508305170,7274277380,7495072957,8247341955
"BF",2605973018,2788422486,3186797120,4180054522,4807847879,5442137191,5842308002,6753604123,8347655013,8342688205,9202852243,10391737942,10720553221,11029532022
"BD",48856907176,48626334322,49755093157,54777754750,59542381519,63355284553,75870235259,84719837822,98684113103,1.10603e+11,1.24617e+11,1.38823e+11,1.44642e+11,1.62054e+11
"BG",13030130533,14328710793,16686811507,21445164368,26225260999,29384093006,32798571154,40398952068,50748304390,48495364399,47167592121,53246995805,50876990014,52675796010
"BH",8839471741,8654895318,9107397151,10582018378,12575501221,15555842445,18119630841,21431899785,24787471143,20538702539,23340381281,25279710422,26919515101,
"BS",6216952300,6388750700,6823495700,6853117300,7016413000,7576221900,7840488000,8172315000,8187306400,7680100000,7702500000,7742880000,8000670000,8217510000
"BA",6095878851,6287487296,7159975842,8902936584,10529312190,11371764481,12942067860,15909634010,19418168664,17943373109,17126865579,18466986708,17060674024,18077732469
"BY",12690156485,12304020144,14566325393,17850536035,23167087718,30265574653,36847163308,44864730113,59975468165,48094963741,54058304320,59052091337,62145066589,69000616832
"BZ",898450000,955340755.4,1009476403,1084600000,1183280370,999776450,1092159600,1131589750,1203447850,1246312500,1258614200,1388951750,1453704250,1506304550
"BM",,,,,,,,7815302000,7840342000,7344826000,7201484000,6727777000,6852915000,
"BO",8172390124,7930341399,7700726216,7780628097,8388713025,9172840035,11054601639,12630742722,16137947287,16666184072,18785528336,22787797247,25405832190,28693342981
"BR",6.26889e+11,5.34237e+11,4.865e+11,5.34549e+11,6.43767e+11,8.56883e+11,1.06199e+12,1.33867e+12,1.61437e+12,1.58814e+12,2.1044e+12,2.42999e+12,2.21355e+12,2.20322e+12
"BB",3024350000,3002750000,3049650000,3137250000,3392850000,3716500000,4057700000,4325500000,4295600000,4402600000,4321850000,4241900000,4093850000,
"BN",6001153318,5601090584,5843329102,6557333067,7872333197,9531402830,11470703002,12310094247,14447599069,10784466286,,,,
"BT",438662463.3,476123551.6,529007247.5,608230914.6,686705538.4,807300290.2,894116660.8,1180134757,1225672259,1214185224,1497419524,1706302697,1681581370,1665335559
"BW",5436144345,5352516581,4740667647,6795825829,7997900588,9095641016,9354021770,10200899245,10481085277,9868804222,13197274125,15252660254,14560463902,14678528036
"CF",901436116.3,924010104.2,982309380.1,1136966990,1256265498,1340079424,1462249394,1687431517,1962487694,1960609518,1981474658,2190437010,2168631052,1537086455
"CA",7.19914e+11,7.11908e+11,7.33284e+11,8.65726e+11,9.96259e+11,1.14023e+12,1.28984e+12,1.43635e+12,1.51908e+12,1.34665e+12,1.58276e+12,1.74589e+12,1.78881e+12,1.79985e+12
