"district_id","district_name","year","value","value_ncu"
"d18974","Baringo",2014,4748873.9912048,382555501
"d18975","Bomet",2016,142677.85758136,15350000
"d18988","Busia",2016,120741.71791413,12990000
"d18976","Elgeyo-Marakwet",2015,187616.17790604,18420000
"d18976","Elgeyo-Marakwet",2016,380899.83559987,40979116
"d18976","Elgeyo-Marakwet",2017,866015.00147796,100328950
"d18968","Homa Bay",2015,228052.45512032,22390000
"d18989","Kakamega",2015,215116.92059585,21120000
"d18989","Kakamega",2016,218431.89922879,23500000
"d18943","Kiambu",2014,10000047.6889783,805574808
"d18970","Kisumu",2015,20831013.4363197,2045171540
"d18970","Kisumu",2016,154110.67613674,16580000
"d18951","Lamu",2016,137310.25151433,14772526
"d18960","Marsabit",2015,134142.51156474,13170000
"d18979","Nakuru",2015,896320.50248271,8.8e+07
"d18979","Nakuru",2016,212669.01507892,22880000
"d18962","Nithi",2016,92949.74435268,1e+07
"d18948","Nyeri",2017,197926.16172989,22930000
"d18982","Samburu",2016,182738.24930997,19659898
"d18973","Siaya",2016,1106380.80702991,119030000
"d18953","Taita Taveta",2015,126605.27097568,12430000
"d18953","Taita Taveta",2016,334400.68495031,35976504
"d18953","Taita Taveta",2017,2497514.9750335,289340317
"d18983","Trans-Nzoia",2016,282708.47855863,30415197
"d18983","Trans-Nzoia",2017,297846.04683597,34505847
"d18985","Uasin Gishu",2015,152170.77621695,14940000
"d18985","Uasin Gishu",2017,325840.1517288,37749000
"d18986","West Pokot",2015,101854.60255485,1e+07
"d18986","West Pokot",2016,1264020.98944916,135989722
