"district_id","2010","2011","2012","2013","2014","2015","2016"
"d314",,,,23.8,27.6,,30.2
"d301",,,,84.3,75.3,,77.8
"d322",,,,61.2,61,,59.2
"d323",,,,52.1,54.5,,52.9
"d315",,,,66.2,64,,60.6
"d324",,,,78.8,73.8,,75.4
"d216",,,,48.8,51.9,,49.2
"d316",,,,52.6,50.7,,53.3
"d302",,,,43.3,49.2,,53.3
"d303",,,,54.7,54.7,,54.2
"d217",,,,58.9,57.6,,58.3
"d218",,,,69.8,71.4,,74
"d201",,,,63.2,65.6,,69.5
"d420",,,,80.1,75.4,,72.1
"d117",,,,78.9,78.5,,80.1
"d219",,,,49.7,54.1,,44.8
"d118",,,,74.9,73.9,,70.8
"d220",,,,69.9,73.3,,67
"d225",,,,57.5,60.6,,68.1
"d416",,,,50.2,56,,58.5
"d401",,,,73.8,71.4,,73.5
"d402",,,,74.5,76.4,,72
"d202",,,,69.2,66.8,,70.6
"d221",,,,52.4,51,,54.1
"d119",,,,80.2,73.2,,75.6
"d120",,,,51.5,46.1,,57.5
"d226",,,,49.4,50.7,,50.8
"d317",,,,68.5,77.8,,73.2
"d121",,,,68.8,68.9,,73.4
"d304",,,,73.5,80,,80.7
"d403",,,,76.5,77,,81.2
"d417",,,,78.8,72.7,,69.4
"d203",,,,68.5,71.5,,68.6
"d418",,,,63.2,62.9,,59.1
"d204",,,,89.6,86.7,,85.4
"d318",,,,26.6,29.9,,28.2
"d404",,,,77.2,76.5,,75.5
"d405",,,,75.5,78.7,,82.5
"d213",,,,52.8,53.9,,56.3
"d101",,,,86.2,85.1,,86.2
"d222",,,,53.7,52.7,,54.7
"d122",,,,75,71.9,,76.5
"d102",,,,86,84.6,,87.9
"d205",,,,61.6,64.4,,65.2
"d413",,,,70.7,69.1,,68
"d414",,,,69.5,69.3,,74.9
"d206",,,,62.6,64.9,,71.3
"d406",,,,65.7,63.7,,68.2
"d207",,,,66.3,66.9,,63.2
"d112",,,,77.7,74.1,,78.1
"d407",,,,73.9,75.2,,75.7
"d103",,,,84.5,85.3,,81.7
"d227",,,,55.9,52.8,,57.8
"d419",,,,61.3,58.4,,63.6
"d421",,,,59.4,57,,70.1
"d408",,,,75.5,77.3,,77
"d305",,,,54.2,58.6,,63.2
"d319",,,,59.9,56.6,,57.2
"d325",,,,40.5,47.7,,53.2
"d306",,,,50.5,51.8,,48.4
"d208",,,,54.7,51.1,,58.6
"d228",,,,63.4,57.8,,70.8
"d123",,,,77.8,75.3,,70.4
"d422",,,,73.5,75.3,,78.4
"d415",,,,71.6,69.4,,73.6
"d326",,,,58.5,58.7,,67.9
"d307",,,,58.9,56.9,,64
"d229",,,,66.5,62,,67.3
"d104",,,,70.1,69.6,,70.5
"d124",,,,67.9,71.8,,78
"d114",,,,58.7,58.2,,66.3
"d223",,,,57.7,56.8,,62
"d320",,,,51,49,,50.7
"d105",,,,80.8,83.5,,79.6
"d409",,,,66.5,70.6,,76.4
"d214",,,,64.2,66.3,,69.3
"d209",,,,73.7,69.9,,74.7
"d410",,,,77.9,76.6,,76
"d423",,,,71.6,68.9,,69.8
"d115",,,,79.9,77.8,,77.5
"d308",,,,87.6,67.4,,69.4
"d309",,,,77.7,78.4,,78.4
"d106",,,,80.5,76,,79.2
"d107",,,,69.1,72.5,,74.2
"d108",,,,75.5,74.9,,76.8
"d311",,,,71.6,68.4,,63.2
"d116",,,,72,74.1,,71.3
"d109",,,,79.1,75,,79.5
"d230",,,,58.5,67.7,,71.7
"d224",,,,54.6,58.4,,51.7
"d327",,,,60.7,60.1,,61.1
"d310",,,,52.2,50,,48.9
"d231",,,,63.9,64.9,,64.8
"d424",,,,79.1,78.6,,78.9
"d411",,,,66.8,69.3,,64.8
"d328",,,,71.4,71,,79.2
"d329",,,,64.1,62.8,,66.9
"d321",,,,60.9,64.5,,56.8
"d312",,,,60.5,60.3,,62.7
"d210",,,,63.1,69.6,,67.7
"d110",,,,81.3,81.8,,80.3
"d425",,,,73.6,76.9,,69.1
"d412",,,,83.3,80.5,,80.6
"d111",,,,69.6,74.2,,71.8
"d232",,,,45.7,43.2,,51.9
"d426",,,,71,69.8,,73
"d215",,,,67.4,72.1,,74.4
"d211",,,,63.1,60.9,,69.3
"d212",,,,59.7,61.1,,66.5
"d113",,,,81.7,76.7,,81
"d313",,,,68.6,64.6,,62.1
"d330",,,,55.5,53.8,,57.5
