"id","entity-name","2009"
"d18974","Baringo",44.4
"d18975","Bomet",43.8
"d18987","Bungoma",36.9
"d18988","Busia",46.2
"d18976","Elgeyo-Marakwet",34.4
"d18955","Embu",36.1
"d18965","Garissa",28.3
"d18968","Homa Bay",58.9
"d18956","Isiolo",40.9
"d18991","Kajiado",52.6
"d18989","Kakamega",41.5
"d18977","Kericho",51.4
"d18943","Kiambu",36.7
"d18949","Kilifi",42.3
"d18944","Kirinyaga",35.7
"d18969","Kisii",38.7
"d18970","Kisumu",65.3
"d18957","Kitui",33.1
"d18950","Kwale",36.9
"d18978","Laikipia",43.1
"d18951","Lamu",40.8
"d18958","Machakos",45.8
"d18959","Makueni",40.2
"d18966","Mandera",2.5
"d18960","Marsabit",51
"d18961","Meru",37.9
"d18971","Migori",62.4
"d18952","Mombasa",39.9
"d18946","Murang'a",45.6
"d18964","Nairobi",57.9
"d18979","Nakuru",48.9
"d18980","Nandi",53.7
"d18981","Narok",43.1
"d18962","Nithi",42.7
"d18972","Nyamira",41.6
"d18947","Nyandarua",39.9
"d18948","Nyeri",47
"d18982","Samburu",51.2
"d18973","Siaya",67.7
"d18953","Taita Taveta",48.1
"d18954","Tana River",35.6
"d18983","Trans-Nzoia",41
"d18984","Turkana",59.9
"d18985","Uasin Gishu",54.2
"d18990","Vihiga",34.5
"d18967","Wajir",32.3
"d18986","West Pokot",20.3
